# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -7.242e+000, -5.301e+000 [nm]
#                      end        -8.574e+000, -1.234e+001 [nm]
# 
# 
#             Position                              I(r)
# --------------------             ---------------------
   0.000000000000e+000             -2.4967841647413e-008
   7.163850441582e-011             -2.4940745398440e-008
   1.432770088316e-010             -2.4903474080851e-008
   2.149155132475e-010             -2.4845537378468e-008
   2.865540176633e-010             -2.4872008714665e-008
   3.581925220791e-010             -2.4913354680643e-008
   4.298310264949e-010             -2.4946525764084e-008
   5.014695309108e-010             -2.4894733055250e-008
   5.731080353266e-010             -2.4869247778691e-008
   6.447465397424e-010             -2.4953292189366e-008
   7.163850441582e-010             -2.4902257594318e-008
   7.880235485741e-010             -2.4957538339872e-008
   8.596620529899e-010             -2.4830350137233e-008
   9.313005574057e-010             -2.4847302020500e-008
   1.002939061822e-009             -2.4901504597683e-008
   1.074577566237e-009             -2.5069022158818e-008
   1.146216070653e-009             -2.5180313696910e-008
   1.217854575069e-009             -2.5179378963854e-008
   1.289493079485e-009             -2.5153161159267e-008
   1.361131583901e-009             -2.5280231512351e-008
   1.432770088316e-009             -2.5380200654375e-008
   1.504408592732e-009             -2.5370550481477e-008
   1.576047097148e-009             -2.5370327652778e-008
   1.647685601564e-009             -2.5329061080184e-008
   1.719324105980e-009             -2.5374182108577e-008
   1.790962610396e-009             -2.5343894772752e-008
   1.862601114811e-009             -2.5370447983377e-008
   1.934239619227e-009             -2.5397516010482e-008
   2.005878123643e-009             -2.5431839538526e-008
   2.077516628059e-009             -2.5368061064678e-008
   2.149155132475e-009             -2.5442565398750e-008
   2.220793636891e-009             -2.5432607886616e-008
   2.292432141306e-009             -2.5499859200794e-008
   2.364070645722e-009             -2.5520696242770e-008
   2.435709150138e-009             -2.5568631859697e-008
   2.507347654554e-009             -2.5600535130022e-008
   2.578986158970e-009             -2.5569466730760e-008
   2.650624663385e-009             -2.5581813642637e-008
   2.722263167801e-009             -2.5683283660779e-008
   2.793901672217e-009             -2.5663284125975e-008
   2.865540176633e-009             -2.5613312347842e-008
   2.937178681049e-009             -2.5632410333545e-008
   3.008817185465e-009             -2.5698921521500e-008
   3.080455689880e-009             -2.5703006404193e-008
   3.152094194296e-009             -2.5609240335561e-008
   3.223732698712e-009             -2.5685931709284e-008
   3.295371203128e-009             -2.5686976693700e-008
   3.367009707544e-009             -2.5588444385864e-008
   3.438648211960e-009             -2.5630679030532e-008
   3.510286716375e-009             -2.5666559723364e-008
   3.581925220791e-009             -2.5653101304098e-008
   3.653563725207e-009             -2.5660174913551e-008
   3.725202229623e-009             -2.5688541456683e-008
   3.796840734039e-009             -2.5714085658019e-008
   3.868479238454e-009             -2.5697374591016e-008
   3.940117742870e-009             -2.5739550465971e-008
   4.011756247286e-009             -2.5751208423142e-008
   4.083394751702e-009             -2.5658994402146e-008
   4.155033256118e-009             -2.5606743165501e-008
   4.226671760534e-009             -2.5713109832685e-008
   4.298310264949e-009             -2.5689799035494e-008
   4.369948769365e-009             -2.5725438912063e-008
   4.441587273781e-009             -2.5680466436136e-008
   4.513225778197e-009             -2.5744001612678e-008
   4.584864282613e-009             -2.5715660655306e-008
   4.656502787029e-009             -2.5682497325125e-008
   4.728141291444e-009             -2.5694111864039e-008
   4.799779795860e-009             -2.5715755555211e-008
   4.871418300276e-009             -2.5630118159686e-008
   4.943056804692e-009             -2.5650998619920e-008
   5.014695309108e-009             -2.5637473677681e-008
   5.086333813523e-009             -2.5675541410163e-008
   5.157972317939e-009             -2.5679057823815e-008
   5.229610822355e-009             -2.5601861867915e-008
   5.301249326771e-009             -2.5595464187691e-008
   5.372887831187e-009             -2.5626391787747e-008
   5.444526335603e-009             -2.5734927662082e-008
   5.516164840018e-009             -2.5714392997255e-008
   5.587803344434e-009             -2.5687962598273e-008
   5.659441848850e-009             -2.5721837987874e-008
   5.731080353266e-009             -2.5679201259129e-008
   5.802718857682e-009             -2.5724440137078e-008
   5.874357362098e-009             -2.5790308424693e-008
   5.945995866513e-009             -2.5677890027757e-008
   6.017634370929e-009             -2.5650120175534e-008
   6.089272875345e-009             -2.5683575493495e-008
   6.160911379761e-009             -2.5727982136488e-008
   6.232549884177e-009             -2.5738449192886e-008
   6.304188388592e-009             -2.5750401773946e-008
   6.375826893008e-009             -2.5699464404782e-008
   6.447465397424e-009             -2.5764869202500e-008
   6.519103901840e-009             -2.5768779946968e-008
   6.590742406256e-009             -2.5744050303152e-008
   6.662380910672e-009             -2.5731815968615e-008
   6.734019415087e-009             -2.5643945479074e-008
   6.805657919503e-009             -2.5606771387368e-008
   6.877296423919e-009             -2.5626394423855e-008
   6.948934928335e-009             -2.5727887236583e-008
   7.020573432751e-009             -2.5685337499419e-008
   7.092211937167e-009             -2.5633232489262e-008
