# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -8.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      2.460e+001, -2.616e+001 [nm]
#                      end        -1.200e-001, -2.694e+001 [nm]
# 
# 
#            Position                              I(r)
# -------------------             ---------------------
   0.00000000000e+000             -2.5081973514863e-008
   1.23661513819e-010             -2.5018486873730e-008
   2.47323027638e-010             -2.4999890989161e-008
   3.70984541457e-010             -2.5066607018251e-008
   4.94646055276e-010             -2.5055397199522e-008
   6.18307569095e-010             -2.5059177379088e-008
   7.41969082914e-010             -2.5030367814666e-008
   8.65630596733e-010             -2.5091270139093e-008
   9.89292110552e-010             -2.5117687667664e-008
   1.11295362437e-009             -2.5163310642125e-008
   1.23661513819e-009             -2.5194555815721e-008
   1.36027665201e-009             -2.5224182418707e-008
   1.48393816583e-009             -2.5225406503435e-008
   1.60759967965e-009             -2.5105120408132e-008
   1.73126119347e-009             -2.5151767898401e-008
   1.85492270728e-009             -2.5218637597110e-008
   1.97858422110e-009             -2.5161727891578e-008
   2.10224573492e-009             -2.5120812231543e-008
   2.22590724874e-009             -2.5090844950302e-008
   2.34956876256e-009             -2.5022620446898e-008
   2.47323027638e-009             -2.5068719936733e-008
   2.59689179020e-009             -2.5043380576532e-008
   2.72055330402e-009             -2.5113482454372e-008
   2.84421481784e-009             -2.5066230519934e-008
   2.96787633166e-009             -2.5002490502256e-008
   3.09153784547e-009             -2.5148535874335e-008
   3.21519935929e-009             -2.5071808525485e-008
   3.33886087311e-009             -2.5108081068089e-008
   3.46252238693e-009             -2.5135115756175e-008
   3.58618390075e-009             -2.5166148335375e-008
   3.70984541457e-009             -2.5141915520476e-008
   3.83350692839e-009             -2.5243147203399e-008
   3.95716844221e-009             -2.5196909395401e-008
   4.08082995603e-009             -2.5228881979873e-008
   4.20449146985e-009             -2.5321626168804e-008
   4.32815298366e-009             -2.5260132270620e-008
   4.45181449748e-009             -2.5196991424894e-008
   4.57547601130e-009             -2.5183525252369e-008
   4.69913752512e-009             -2.5195257640838e-008
   4.82279903894e-009             -2.5197022127805e-008
   4.94646055276e-009             -2.5221600738110e-008
   5.07012206658e-009             -2.5240575757106e-008
   5.19378358040e-009             -2.5190117539425e-008
   5.31744509422e-009             -2.5262995549629e-008
   5.44110660803e-009             -2.5230900153515e-008
   5.56476812185e-009             -2.5237302795826e-008
   5.68842963567e-009             -2.5205066445440e-008
   5.81209114949e-009             -2.5317070042953e-008
   5.93575266331e-009             -2.5262029958598e-008
   6.05941417713e-009             -2.5229793763277e-008
   6.18307569095e-009             -2.5239536044907e-008
   6.30673720477e-009             -2.5328917644870e-008
   6.43039871859e-009             -2.5192355905658e-008
   6.55406023241e-009             -2.5261522895378e-008
   6.67772174622e-009             -2.5282019104033e-008
   6.80138326004e-009             -2.5309509838887e-008
   6.92504477386e-009             -2.5176922886074e-008
   7.04870628768e-009             -2.5290737024919e-008
   7.17236780150e-009             -2.5268074090155e-008
   7.29602931532e-009             -2.5177401727426e-008
   7.41969082914e-009             -2.5206423886244e-008
   7.54335234296e-009             -2.5253260866194e-008
   7.66701385678e-009             -2.5165090635612e-008
   7.79067537060e-009             -2.5194558451829e-008
   7.91433688441e-009             -2.5210485664222e-008
   8.03799839823e-009             -2.5315361844656e-008
   8.16165991205e-009             -2.5168327776830e-008
   8.28532142587e-009             -2.5244627455845e-008
   8.40898293969e-009             -2.5192207353192e-008
   8.53264445351e-009             -2.5216511963281e-008
   8.65630596733e-009             -2.5272348617594e-008
   8.77996748115e-009             -2.5267131603839e-008
   8.90362899497e-009             -2.5235235931709e-008
   9.02729050879e-009             -2.5277165873250e-008
   9.15095202260e-009             -2.5279173812588e-008
   9.27461353642e-009             -2.5293751492503e-008
   9.39827505024e-009             -2.5273554869823e-008
   9.52193656406e-009             -2.5291943277148e-008
   9.64559807788e-009             -2.5219149932547e-008
   9.76925959170e-009             -2.5239676844113e-008
   9.89292110552e-009             -2.5276525609019e-008
   1.00165826193e-008             -2.5310275550869e-008
   1.01402441332e-008             -2.5297331793019e-008
   1.02639056470e-008             -2.5331089333065e-008
   1.03875671608e-008             -2.5341141590039e-008
   1.05112286746e-008             -2.5322778768472e-008
   1.06348901884e-008             -2.5274015878677e-008
   1.07585517023e-008             -2.5356853882057e-008
   1.08822132161e-008             -2.5277304191412e-008
   1.10058747299e-008             -2.5239748639303e-008
   1.11295362437e-008             -2.5258078276915e-008
   1.12531977575e-008             -2.5366652452356e-008
   1.13768592713e-008             -2.5229550465971e-008
   1.15005207852e-008             -2.5249631720138e-008
   1.16241822990e-008             -2.5186939167920e-008
   1.17478438128e-008             -2.5249985268806e-008
   1.18715053266e-008             -2.5279691110112e-008
   1.19951668404e-008             -2.5197762254028e-008
   1.21188283543e-008             -2.5169303602165e-008
   1.22424898681e-008             -2.5157010497914e-008
   1.23661513819e-008             -2.5188173642016e-008
   1.24898128957e-008             -2.5197846764564e-008
   1.26134744095e-008             -2.5207138426708e-008
   1.27371359234e-008             -2.5318153483540e-008
   1.28607974372e-008             -2.5219761974910e-008
   1.29844589510e-008             -2.5285458760409e-008
   1.31081204648e-008             -2.5259945261983e-008
   1.32317819786e-008             -2.5270696707966e-008
   1.33554434924e-008             -2.5250159407031e-008
   1.34791050063e-008             -2.5231827133310e-008
   1.36027665201e-008             -2.5246553365690e-008
   1.37264280339e-008             -2.5247918404689e-008
   1.38500895477e-008             -2.5264071081890e-008
   1.39737510615e-008             -2.5271764642032e-008
   1.40974125754e-008             -2.5306643923770e-008
   1.42210740892e-008             -2.5266744871218e-008
   1.43447356030e-008             -2.5290042953062e-008
   1.44683971168e-008             -2.5307924452232e-008
   1.45920586306e-008             -2.5341981733319e-008
   1.47157201445e-008             -2.5361028392439e-008
   1.48393816583e-008             -2.5331470948534e-008
   1.49630431721e-008             -2.5356597714339e-008
   1.50867046859e-008             -2.5338675277954e-008
   1.52103661997e-008             -2.5304669323451e-008
   1.53340277136e-008             -2.5265812619206e-008
   1.54576892274e-008             -2.5338055482330e-008
   1.55813507412e-008             -2.5268934702042e-008
   1.57050122550e-008             -2.5253767929414e-008
   1.58286737688e-008             -2.5311896757587e-008
   1.59523352826e-008             -2.5279893470204e-008
   1.60759967965e-008             -2.5265190342539e-008
   1.61996583103e-008             -2.5293610538231e-008
   1.63233198241e-008             -2.5315623129526e-008
   1.64469813379e-008             -2.5274697080122e-008
   1.65706428517e-008             -2.5294862999891e-008
   1.66943043656e-008             -2.5316417063375e-008
   1.68179658794e-008             -2.5374041154305e-008
   1.69416273932e-008             -2.5281291848222e-008
   1.70652889070e-008             -2.5193070446123e-008
   1.71889504208e-008             -2.5243956488703e-008
   1.73126119347e-008             -2.5317897315821e-008
   1.74362734485e-008             -2.5280615763929e-008
   1.75599349623e-008             -2.5319705376111e-008
   1.76835964761e-008             -2.5308049899983e-008
   1.78072579899e-008             -2.5228128983237e-008
   1.79309195038e-008             -2.5252915070787e-008
   1.80545810176e-008             -2.5226179968677e-008
   1.81782425314e-008             -2.5212452666346e-008
   1.83019040452e-008             -2.5242445378282e-008
   1.84255655590e-008             -2.5239966350851e-008
   1.85492270728e-008             -2.5193211245329e-008
   1.86728885867e-008             -2.5210583045170e-008
   1.87965501005e-008             -2.5217782257439e-008
   1.89202116143e-008             -2.5197995317031e-008
   1.90438731281e-008             -2.5247045077455e-008
   1.91675346419e-008             -2.5242944843307e-008
   1.92911961558e-008             -2.5203330025276e-008
   1.94148576696e-008             -2.5154953868102e-008
   1.95385191834e-008             -2.5254802679527e-008
   1.96621806972e-008             -2.5221567554157e-008
   1.97858422110e-008             -2.5260303772736e-008
   1.99095037249e-008             -2.5281506923661e-008
   2.00331652387e-008             -2.5272630216006e-008
   2.01568267525e-008             -2.5170935043186e-008
   2.02804882663e-008             -2.5271421482733e-008
   2.04041497801e-008             -2.5266038084014e-008
   2.05278112939e-008             -2.5303875389601e-008
   2.06514728078e-008             -2.5328533393292e-008
   2.07751343216e-008             -2.5247541906372e-008
   2.08987958354e-008             -2.5218209927274e-008
   2.10224573492e-008             -2.5226600040317e-008
   2.11461188630e-008             -2.5315128781653e-008
   2.12697803769e-008             -2.5320832234955e-008
   2.13934418907e-008             -2.5238027570593e-008
   2.15171034045e-008             -2.5348417714649e-008
   2.16407649183e-008             -2.5292780784320e-008
   2.17644264321e-008             -2.5289110856115e-008
   2.18880879460e-008             -2.5316281226256e-008
   2.20117494598e-008             -2.5304856332088e-008
   2.21354109736e-008             -2.5232500736560e-008
   2.22590724874e-008             -2.5273828870040e-008
   2.23827340012e-008             -2.5317116097319e-008
   2.25063955151e-008             -2.5279706461567e-008
   2.26300570289e-008             -2.5279386406984e-008
   2.27537185427e-008             -2.5287740544899e-008
   2.28773800565e-008             -2.5234016964133e-008
   2.30010415703e-008             -2.5261935213757e-008
   2.31247030841e-008             -2.5250115833708e-008
   2.32483645980e-008             -2.5293172634093e-008
   2.33720261118e-008             -2.5220156305727e-008
   2.34956876256e-008             -2.5229419746003e-008
   2.36193491394e-008             -2.5201296655244e-008
   2.37430106532e-008             -2.5211448774210e-008
   2.38666721671e-008             -2.5194179317403e-008
   2.39903336809e-008             -2.5275936671370e-008
   2.41139951947e-008             -2.5265536137946e-008
   2.42376567085e-008             -2.5268396780846e-008
   2.43613182223e-008             -2.5229222503063e-008
   2.44849797362e-008             -2.5175473181473e-008
   2.46086412500e-008             -2.5223265518150e-008
