# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      3.799e+000, 1.467e+000 [nm]
#                      end        3.417e-001, -8.041e-001 [nm]
# 
# 
#             Position                               I(r)
# --------------------             ----------------------
   0.000000000000e+000             -3.22067674293674e-009
   4.137042675843e-011             -3.25036345288144e-009
   8.274085351687e-011             -3.29702962313475e-009
   1.241112802753e-010             -3.29702962313475e-009
   1.654817070337e-010             -3.25694605527169e-009
   2.068521337922e-010             -3.29653429420537e-009
   2.482225605506e-010             -3.29702962313475e-009
   2.895929873090e-010             -3.29702962313475e-009
   3.309634140675e-010             -3.29251322621757e-009
   3.723338408259e-010             -3.29702962313475e-009
   4.137042675843e-010             -3.29702962313475e-009
   4.550746943428e-010             -3.29702962313475e-009
   4.964451211012e-010             -3.29702962313475e-009
   5.378155478597e-010             -3.29702962313475e-009
   5.791859746181e-010             -3.29702962313475e-009
   6.205564013765e-010             -3.29690443331421e-009
   6.619268281350e-010             -3.29702962313475e-009
   7.032972548934e-010             -3.29702962313475e-009
   7.446676816518e-010             -3.29702962313475e-009
   7.860381084103e-010             -3.29699871142350e-009
   8.274085351687e-010             -3.29702962313475e-009
   8.687789619271e-010             -3.29702962313475e-009
   9.101493886856e-010             -3.29702962313475e-009
   9.515198154440e-010             -3.29702962313475e-009
   9.928902422024e-010             -3.29702962313475e-009
   1.034260668961e-009             -3.29702962313475e-009
   1.075631095719e-009             -3.29702962313475e-009
   1.117001522478e-009             -3.29702962313475e-009
   1.158371949236e-009             -3.29702962313475e-009
   1.199742375995e-009             -3.29702962313475e-009
   1.241112802753e-009             -3.29702962313475e-009
   1.282483229511e-009             -3.29702962313475e-009
   1.323853656270e-009             -3.29702962313475e-009
   1.365224083028e-009             -3.29702962313475e-009
   1.406594509787e-009             -3.29702962313475e-009
   1.447964936545e-009             -3.29702962313475e-009
   1.489335363304e-009             -3.29702962313475e-009
   1.530705790062e-009             -3.29702962313475e-009
   1.572076216821e-009             -3.29702962313475e-009
   1.613446643579e-009             -3.29702962313475e-009
   1.654817070337e-009             -3.29702962313475e-009
   1.696187497096e-009             -3.29702962313475e-009
   1.737557923854e-009             -3.29702962313475e-009
   1.778928350613e-009             -3.29702962313475e-009
   1.820298777371e-009             -3.29702962313475e-009
   1.861669204130e-009             -3.29702962313475e-009
   1.903039630888e-009             -3.29702962313475e-009
   1.944410057646e-009             -3.29702962313475e-009
   1.985780484405e-009             -3.29702962313475e-009
   2.027150911163e-009             -3.29702962313475e-009
   2.068521337922e-009             -3.29702962313475e-009
   2.109891764680e-009             -3.29702962313475e-009
   2.151262191439e-009             -3.29702962313475e-009
   2.192632618197e-009             -3.29702962313475e-009
   2.234003044955e-009             -3.29702962313475e-009
   2.275373471714e-009             -3.29702962313475e-009
   2.316743898472e-009             -3.29702962313475e-009
   2.358114325231e-009             -3.29702962313475e-009
   2.399484751989e-009             -3.29702962313475e-009
   2.440855178748e-009             -3.29702962313475e-009
   2.482225605506e-009             -3.29702962313475e-009
   2.523596032265e-009             -3.29702962313475e-009
   2.564966459023e-009             -3.29702962313475e-009
   2.606336885781e-009             -3.29702962313475e-009
   2.647707312540e-009             -3.29702962313475e-009
   2.689077739298e-009             -3.29702962313475e-009
   2.730448166057e-009             -3.29702962313475e-009
   2.771818592815e-009             -3.29702962313475e-009
   2.813189019574e-009             -3.29702962313475e-009
   2.854559446332e-009             -3.29702962313475e-009
   2.895929873090e-009             -3.29702962313475e-009
   2.937300299849e-009             -3.29702962313475e-009
   2.978670726607e-009             -3.29702962313475e-009
   3.020041153366e-009             -3.29702962313475e-009
   3.061411580124e-009             -3.29702962313475e-009
   3.102782006883e-009             -3.29702962313475e-009
   3.144152433641e-009             -3.29702962313475e-009
   3.185522860399e-009             -3.29702962313475e-009
   3.226893287158e-009             -3.29702962313475e-009
   3.268263713916e-009             -3.29702962313475e-009
   3.309634140675e-009             -3.29702962313475e-009
   3.351004567433e-009             -3.29702962313475e-009
   3.392374994192e-009             -3.29702962313475e-009
   3.433745420950e-009             -3.29702962313475e-009
   3.475115847709e-009             -3.29702962313475e-009
   3.516486274467e-009             -3.29702962313475e-009
   3.557856701225e-009             -3.29702962313475e-009
   3.599227127984e-009             -3.29702962313475e-009
   3.640597554742e-009             -3.29702962313475e-009
   3.681967981501e-009             -3.29702962313475e-009
   3.723338408259e-009             -3.29702962313475e-009
   3.764708835018e-009             -3.29702962313475e-009
   3.806079261776e-009             -3.29702962313475e-009
   3.847449688534e-009             -3.29702962313475e-009
   3.888820115293e-009             -3.29702962313475e-009
   3.930190542051e-009             -3.29702962313475e-009
   3.971560968810e-009             -3.29702962313475e-009
   4.012931395568e-009             -3.29702962313475e-009
   4.054301822327e-009             -3.29702962313475e-009
   4.095672249085e-009             -3.29702962313475e-009
