# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -2.000e-011 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -7.337e+000, -6.151e+000 [nm]
#                      end        -6.935e+000, -7.820e+000 [nm]
# 
# 
#             Position                                 I(r)
# --------------------             ------------------------
   0.000000000000e+000              5.5708326341325544e-014
   1.716255282205e-012              1.1882293534134075e-013
   3.432510564410e-012             -1.6202010965412937e-014
   5.148765846616e-012              9.0702397784010747e-014
   6.865021128821e-012             -3.6463352641766063e-014
   8.581276411026e-012             -5.4263609927182301e-014
   1.029753169323e-011              7.1151899571789744e-014
   1.201378697544e-011             -6.0882284168809816e-014
   1.373004225764e-011             -8.3068890864648203e-014
   1.544629753985e-011             -3.9354320769111131e-014
   1.716255282205e-011             -4.8051789936083966e-014
   1.887880810426e-011             -2.0361136115162170e-014
   2.059506338646e-011             -1.0984604174570258e-013
   2.231131866867e-011             -1.3590467266733185e-014
   2.402757395087e-011             -1.0234149994726248e-013
   2.574382923308e-011             -6.1617692417879544e-014
   2.746008451528e-011             -1.4547419169958987e-013
   2.917633979749e-011             -6.9350993776051149e-014
   3.089259507969e-011             -9.3212611744822857e-014
   3.260885036190e-011             -1.1321909377744827e-013
   3.432510564410e-011             -1.4877047877840552e-013
   3.604136092631e-011             -1.0908606871169524e-013
   3.775761620851e-011             -6.5191868626301919e-014
   3.947387149072e-011             -1.5810202645658043e-013
   4.119012677292e-011             -1.8832745902325196e-013
   4.290638205513e-011             -6.2201106060147797e-014
   4.462263733733e-011             -1.7645959730026874e-013
   4.633889261954e-011             -1.1981166793507957e-013
   4.805514790174e-011             -1.7831116796494114e-013
   4.977140318395e-011             -1.0363422175460425e-013
   5.148765846616e-011             -1.9311912738514469e-013
   5.320391374836e-011             -1.0878207949809231e-013
   5.492016903057e-011             -1.0497760843087984e-013
   5.663642431277e-011             -2.0655913534413499e-013
   5.835267959498e-011             -1.5680776935018008e-013
   6.006893487718e-011             -2.3242278328532200e-013
   6.178519015939e-011             -1.1119096372103678e-013
   6.350144544159e-011             -2.3475643785439501e-013
   6.521770072380e-011             -1.5389223643789739e-013
   6.693395600600e-011             -1.6345100837674522e-013
   6.865021128821e-011             -1.7876715178534556e-013
   7.036646657041e-011             -5.4593699224781454e-014
   7.208272185262e-011             -3.1037145178953689e-013
   7.379897713482e-011             -1.2288073075322233e-013
   7.551523241703e-011             -2.6843015210668365e-013
   7.723148769923e-011             -1.0239216481619629e-013
   7.894774298144e-011             -2.3970010082308917e-013
   8.066399826364e-011             -1.3502648160581229e-013
   8.238025354585e-011             -9.7041647596972947e-014
   8.409650882805e-011             -3.1207102784740789e-013
   8.581276411026e-011             -9.4353338945363173e-014
   8.752901939246e-011             -1.6948626897610446e-013
   8.924527467467e-011             -2.6008733702224754e-013
   9.096152995687e-011             -1.7795651388240441e-013
   9.267778523908e-011             -1.5226942533295649e-013
   9.439404052128e-011             -1.6948626897610446e-013
   9.611029580349e-011             -3.3572845104138569e-013
   9.782655108569e-011             -9.4707993027899911e-014
