# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-003 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-003 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      2.685e+001, 1.376e+001 [nm]
#                      end        2.846e+001, 5.580e+000 [nm]
# 
# 
#             Position                             I(r)
# --------------------             --------------------
   0.000000000000e+000             -5.906780505202e-008
   8.341246909186e-012             -5.902090992262e-008
   1.668249381837e-011             -5.906192994154e-008
   2.502374072756e-011             -5.892465877902e-008
   3.336498763674e-011             -5.881456651522e-008
   4.170623454593e-011             -5.904988850812e-008
   5.004748145511e-011             -5.908416008932e-008
   5.838872836430e-011             -5.894913830266e-008
   6.672997527349e-011             -5.903056955450e-008
   7.507122218267e-011             -5.900444913086e-008
   8.341246909186e-011             -5.874123354371e-008
   9.175371600104e-011             -5.877232923444e-008
   1.000949629102e-010             -5.878905487758e-008
   1.084362098194e-010             -5.881390500706e-008
   1.167774567286e-010             -5.862939478051e-008
   1.251187036378e-010             -5.886207027555e-008
   1.334599505470e-010             -5.888025136070e-008
   1.418011974562e-010             -5.862209058909e-008
   1.501424443653e-010             -5.848331095226e-008
   1.584836912745e-010             -5.872159686148e-008
   1.668249381837e-010             -5.869658794523e-008
   1.751661850929e-010             -5.859835196700e-008
   1.835074320021e-010             -5.866104622494e-008
   1.918486789113e-010             -5.844469925104e-008
   2.001899258205e-010             -5.854108282033e-008
   2.085311727296e-010             -5.875274558452e-008
   2.168724196388e-010             -5.863122082836e-008
   2.252136665480e-010             -5.879180712990e-008
   2.335549134572e-010             -5.889644761122e-008
   2.418961603664e-010             -5.896755756796e-008
   2.502374072756e-010             -5.885458078122e-008
   2.585786541848e-010             -5.891764564499e-008
   2.669199010939e-010             -5.895771278823e-008
   2.752611480031e-010             -5.900079703515e-008
   2.836023949123e-010             -5.909673060522e-008
   2.919436418215e-010             -5.922008156430e-008
   3.002848887307e-010             -5.924334382608e-008
   3.086261356399e-010             -5.916728496333e-008
   3.169673825491e-010             -5.922092837538e-008
   3.253086294582e-010             -5.924450821070e-008
   3.336498763674e-010             -5.914608692955e-008
   3.419911232766e-010             -5.900169672347e-008
   3.503323701858e-010             -5.911242413435e-008
   3.586736170950e-010             -5.893707050815e-008
   3.670148640042e-010             -5.900495185225e-008
   3.753561109134e-010             -5.908992929027e-008
   3.836973578225e-010             -5.911234474096e-008
   3.920386047317e-010             -5.913846516460e-008
   4.003798516409e-010             -5.911417078882e-008
   4.087210985501e-010             -5.910570205772e-008
   4.170623454593e-010             -5.905496968475e-008
   4.254035923685e-010             -5.894527454295e-008
   4.337448392777e-010             -5.880726232381e-008
   4.420860861868e-010             -5.889893532230e-008
   4.504273330960e-010             -5.884971142365e-008
   4.587685800052e-010             -5.897592038952e-008
   4.671098269144e-010             -5.907921118330e-008
   4.754510738236e-010             -5.900503124564e-008
   4.837923207328e-010             -5.897642326598e-008
   4.921335676420e-010             -5.902019538216e-008
   5.004748145511e-010             -5.901434678782e-008
   5.088160614603e-010             -5.896287335825e-008
   5.171573083695e-010             -5.915190900774e-008
   5.254985552787e-010             -5.887943091070e-008
   5.338398021879e-010             -5.892664361364e-008
   5.421810490971e-010             -5.907847012669e-008
   5.505222960063e-010             -5.913896788600e-008
   5.588635429154e-010             -5.916617345594e-008
   5.672047898246e-010             -5.927785343237e-008
   5.755460367338e-010             -5.921150707873e-008
   5.838872836430e-010             -5.921013087503e-008
   5.922285305522e-010             -5.914531935679e-008
   6.005697774614e-010             -5.910829567833e-008
   6.089110243706e-010             -5.928915380918e-008
   6.172522712797e-010             -5.916802586488e-008
   6.255935181889e-010             -5.911676425437e-008
   6.339347650981e-010             -5.920991921103e-008
   6.422760120073e-010             -5.921814960691e-008
   6.506172589165e-010             -5.916514134193e-008
   6.589585058257e-010             -5.918792724341e-008
   6.672997527349e-010             -5.922444820047e-008
   6.756409996440e-010             -5.919239963405e-008
   6.839822465532e-010             -5.933046473042e-008
   6.923234934624e-010             -5.895908899192e-008
   7.006647403716e-010             -5.912824977903e-008
   7.090059872808e-010             -5.914865387896e-008
   7.173472341900e-010             -5.922982043449e-008
   7.256884810992e-010             -5.919319356790e-008
   7.340297280083e-010             -5.919269084650e-008
   7.423709749175e-010             -5.921899641799e-008
   7.507122218267e-010             -5.915868396161e-008
   7.590534687359e-010             -5.904089069454e-008
   7.673947156451e-010             -5.888019848346e-008
   7.757359625543e-010             -5.904149932547e-008
   7.840772094635e-010             -5.901360573121e-008
   7.924184563726e-010             -5.893325962567e-008
   8.007597032818e-010             -5.918927693095e-008
   8.091009501910e-010             -5.909548682721e-008
   8.174421971002e-010             -5.894551272310e-008
   8.257834440094e-010             -5.907473863760e-008
   8.341246909186e-010             -5.919660748345e-008
   8.424659378278e-010             -5.914230240816e-008
   8.508071847369e-010             -5.918710679341e-008
   8.591484316461e-010             -5.902625579556e-008
   8.674896785553e-010             -5.909987997953e-008
   8.758309254645e-010             -5.918588937648e-008
   8.841721723737e-010             -5.921844066430e-008
   8.925134192829e-010             -5.939053916172e-008
   9.008546661921e-010             -5.942184651646e-008
   9.091959131012e-010             -5.931125153127e-008
   9.175371600104e-010             -5.909969467661e-008
   9.258784069196e-010             -5.914201135077e-008
   9.342196538288e-010             -5.905203212951e-008
   9.425609007380e-010             -5.932106994991e-008
   9.509021476472e-010             -5.925583494860e-008
   9.592433945564e-010             -5.915651382406e-008
   9.675846414655e-010             -5.943716943975e-008
   9.759258883747e-010             -5.928629564732e-008
   9.842671352839e-010             -5.939869016421e-008
   9.926083821931e-010             -5.926610321140e-008
   1.000949629102e-009             -5.949973142707e-008
   1.009290876011e-009             -5.942481058785e-008
   1.017632122921e-009             -5.927793282575e-008
   1.025973369830e-009             -5.924821318364e-008
   1.034314616739e-009             -5.927555102421e-008
   1.042655863648e-009             -5.943444370358e-008
   1.050997110557e-009             -5.931074880987e-008
   1.059338357467e-009             -5.925366496612e-008
   1.067679604376e-009             -5.923045558157e-008
   1.076020851285e-009             -5.929529346090e-008
   1.084362098194e-009             -5.914489602878e-008
   1.092703345103e-009             -5.907457985083e-008
   1.101044592013e-009             -5.893003101304e-008
   1.109385838922e-009             -5.912832917242e-008
   1.117727085831e-009             -5.899164027974e-008
   1.126068332740e-009             -5.894358076571e-008
   1.134409579649e-009             -5.941062568810e-008
   1.142750826558e-009             -5.918771542434e-008
   1.151092073468e-009             -5.903279256928e-008
   1.159433320377e-009             -5.923548388097e-008
   1.167774567286e-009             -5.935581773636e-008
   1.176115814195e-009             -5.919695157314e-008
   1.184457061104e-009             -5.911986059638e-008
   1.192798308014e-009             -5.901942796446e-008
   1.201139554923e-009             -5.919943928422e-008
   1.209480801832e-009             -5.921055435811e-008
   1.217822048741e-009             -5.905428166044e-008
   1.226163295650e-009             -5.928264355161e-008
   1.234504542559e-009             -5.942822450340e-008
   1.242845789469e-009             -5.932485431624e-008
   1.251187036378e-009             -5.921881127014e-008
   1.259528283287e-009             -5.920896649041e-008
   1.267869530196e-009             -5.932151979407e-008
   1.276210777105e-009             -5.945746778520e-008
   1.284552024015e-009             -5.944616740840e-008
   1.292893270924e-009             -5.937333715828e-008
   1.301234517833e-009             -5.973251283165e-008
   1.309575764742e-009             -5.950147808153e-008
   1.317917011651e-009             -5.949901688660e-008
   1.326258258561e-009             -6.040574237467e-008
   1.334599505470e-009             -6.029901114919e-008
   1.342940752379e-009             -6.036472235575e-008
   1.351281999288e-009             -6.023711082510e-008
   1.359623246197e-009             -6.012042891036e-008
   1.367964493106e-009             -6.012865946130e-008
   1.376305740016e-009             -6.017817441734e-008
   1.384646986925e-009             -6.014287087720e-008
   1.392988233834e-009             -6.033921071811e-008
   1.401329480743e-009             -6.027543131387e-008
   1.409670727652e-009             -6.032568732652e-008
   1.418011974562e-009             -6.018711935369e-008
   1.426353221471e-009             -6.010685264154e-008
   1.434694468380e-009             -5.998794786708e-008
   1.443035715289e-009             -6.012791840469e-008
   1.451376962198e-009             -6.008973018654e-008
   1.459718209107e-009             -5.995079176294e-008
   1.468059456017e-009             -6.026320473259e-008
   1.476400702926e-009             -6.018449937199e-008
   1.484741949835e-009             -6.006734125200e-008
   1.493083196744e-009             -6.010552947014e-008
   1.501424443653e-009             -6.022070275551e-008
   1.509765690563e-009             -6.034617081983e-008
   1.518106937472e-009             -6.019789049295e-008
   1.526448184381e-009             -6.023523174495e-008
   1.534789431290e-009             -6.019767867388e-008
   1.543130678199e-009             -6.028588472453e-008
   1.551471925109e-009             -6.011108700709e-008
   1.559813172018e-009             -6.037062398238e-008
   1.568154418927e-009             -6.047063313123e-008
   1.576495665836e-009             -6.037967482827e-008
   1.584836912745e-009             -6.019077144939e-008
   1.593178159654e-009             -6.034415946906e-008
   1.601519406564e-009             -6.034450355875e-008
   1.609860653473e-009             -6.033542619672e-008
   1.618201900382e-009             -6.027746902573e-008
   1.626543147291e-009             -6.018510815798e-008
   1.634884394200e-009             -6.050508986029e-008
   1.643225641110e-009             -6.038687311014e-008
   1.651566888019e-009             -6.033473817240e-008
   1.659908134928e-009             -6.040150800912e-008
   1.668249381837e-009             -6.051038285599e-008
   1.676590628746e-009             -6.042842236661e-008
   1.684931875656e-009             -6.032491990882e-008
   1.693273122565e-009             -6.020363317775e-008
   1.701614369474e-009             -6.026047884135e-008
   1.709955616383e-009             -6.041691032579e-008
   1.718296863292e-009             -6.019955775404e-008
   1.726638110201e-009             -6.023184434555e-008
   1.734979357111e-009             -6.031724511157e-008
   1.743320604020e-009             -6.030419823536e-008
   1.751661850929e-009             -6.016676828606e-008
   1.760003097838e-009             -6.014538494937e-008
   1.768344344747e-009             -6.011368047264e-008
   1.776685591657e-009             -6.008732186885e-008
   1.785026838566e-009             -6.003224937586e-008
   1.793368085475e-009             -6.005029819039e-008
   1.801709332384e-009             -6.014538494937e-008
   1.810050579293e-009             -6.006278931291e-008
   1.818391826202e-009             -6.004974243669e-008
   1.826733073112e-009             -6.015430352463e-008
   1.835074320021e-009             -6.018807207431e-008
   1.843415566930e-009             -6.033794042395e-008
   1.851756813839e-009             -6.024650560561e-008
   1.860098060748e-009             -6.024491773791e-008
   1.868439307658e-009             -6.019574687156e-008
   1.876780554567e-009             -6.045705686241e-008
   1.885121801476e-009             -6.035532757525e-008
   1.893463048385e-009             -6.044776783638e-008
   1.901804295294e-009             -6.055526647955e-008
   1.910145542204e-009             -6.045660701825e-008
   1.918486789113e-009             -6.041603699856e-008
   1.926828036022e-009             -6.047754035572e-008
   1.935169282931e-009             -6.030615655383e-008
   1.943510529840e-009             -6.033950177550e-008
   1.951851776749e-009             -6.031721875048e-008
