# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -8.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      2.623e+001, -1.860e-001 [nm]
#                      end        2.362e+001, -3.286e+000 [nm]
# 
# 
#             Position                              I(r)
# --------------------             ---------------------
   0.000000000000e+000             -2.1732256353797e-008
   2.024278636947e-011             -2.1535637395525e-008
   4.048557273894e-011             -2.1606179658546e-008
   6.072835910841e-011             -2.1675851230442e-008
   8.097114547788e-011             -2.1784253903767e-008
   1.012139318474e-010             -2.1558733272341e-008
   1.214567182168e-010             -2.1695118237219e-008
   1.416995045863e-010             -2.1785836654313e-008
   1.619422909558e-010             -2.1806881018468e-008
   1.821850773252e-010             -2.1660843399650e-008
   2.024278636947e-010             -2.1795602040658e-008
   2.226706500642e-010             -2.1814776938703e-008
   2.429134364336e-010             -2.1814031540263e-008
   2.631562228031e-010             -2.1668524089380e-008
   2.833990091726e-010             -2.1858115492565e-008
   3.036417955421e-010             -2.1804302129045e-008
   3.238845819115e-010             -2.1746157949418e-008
   3.441273682810e-010             -2.1667148661012e-008
   3.643701546505e-010             -2.1848186202298e-008
   3.846129410199e-010             -2.1731086076695e-008
   4.048557273894e-010             -2.1719097675573e-008
   4.250985137589e-010             -2.1754514723441e-008
   4.453413001283e-010             -2.1884730109011e-008
   4.655840864978e-010             -2.1727544077284e-008
   4.858268728673e-010             -2.1714531160353e-008
   5.060696592368e-010             -2.1884653351734e-008
   5.263124456062e-010             -2.1918052381026e-008
   5.465552319757e-010             -2.1708917334739e-008
   5.667980183452e-010             -2.1858240940315e-008
   5.870408047146e-010             -2.1942049651879e-008
   6.072835910841e-010             -2.1907039650173e-008
   6.275263774536e-010             -2.1684853385849e-008
   6.477691638230e-010             -2.1854494099769e-008
   6.680119501925e-010             -2.1917655414102e-008
   6.882547365620e-010             -2.1853774442153e-008
   7.084975229315e-010             -2.1719059219402e-008
   7.287403093009e-010             -2.1874580626153e-008
   7.489830956704e-010             -2.1814228783203e-008
   7.692258820399e-010             -2.1805428987889e-008
   7.894686684093e-010             -2.1765885965048e-008
   8.097114547788e-010             -2.2007134239948e-008
   8.299542411483e-010             -2.1921832405527e-008
   8.501970275177e-010             -2.1912402580285e-008
   8.704398138872e-010             -2.1955346648266e-008
   8.906826002567e-010             -2.2475962412194e-008
   9.109253866262e-010             -2.2266399696072e-008
   9.311681729956e-010             -2.2216289754842e-008
