# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -8.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -3.060e+000, 8.340e+000 [nm]
#                      end        -1.530e+001, -1.200e-001 [nm]
# 
# 
#            Position                             I(r)
# -------------------             --------------------
   0.00000000000e+000             -2.214904355782e-008
   7.43957660086e-011             -2.222211353874e-008
   1.48791532017e-010             -2.228028594024e-008
   2.23187298026e-010             -2.219813161935e-008
   2.97583064034e-010             -2.224599047900e-008
   3.71978830043e-010             -2.226768286064e-008
   4.46374596051e-010             -2.228134875715e-008
   5.20770362060e-010             -2.236785932485e-008
   5.95166128068e-010             -2.225394780505e-008
   6.69561894077e-010             -2.220428600226e-008
   7.43957660086e-010             -2.230867806913e-008
   8.18353426094e-010             -2.249682752097e-008
   8.92749192103e-010             -2.237869528137e-008
   9.67144958111e-010             -2.232341701686e-008
   1.04154072412e-009             -2.233670393400e-008
   1.11593649013e-009             -2.246716773403e-008
   1.19033225614e-009             -2.241113383678e-008
   1.26472802215e-009             -2.222206500333e-008
   1.33912378815e-009             -2.236863279009e-008
   1.41351955416e-009             -2.240695932640e-008
   1.48791532017e-009             -2.240214703283e-008
   1.56231108618e-009             -2.230962303649e-008
   1.63670685219e-009             -2.238077237979e-008
   1.71110261820e-009             -2.239224844547e-008
   1.78549838421e-009             -2.238920079393e-008
   1.85989415021e-009             -2.241781823257e-008
   1.93428991622e-009             -2.249719378499e-008
   2.00868568223e-009             -2.235817844904e-008
   2.08308144824e-009             -2.239546527315e-008
   2.15747721425e-009             -2.250627533378e-008
   2.23187298026e-009             -2.252059436493e-008
   2.30626874627e-009             -2.242535036983e-008
   2.38066451227e-009             -2.247924824389e-008
   2.45506027828e-009             -2.257945044891e-008
   2.52945604429e-009             -2.252109879204e-008
   2.60385181030e-009             -2.245120966366e-008
   2.67824757631e-009             -2.257495836499e-008
   2.75264334232e-009             -2.300607204329e-008
   2.82703910833e-009             -2.308204391447e-008
   2.90143487433e-009             -2.291844485106e-008
   2.97583064034e-009             -2.293917675883e-008
   3.05022640635e-009             -2.303192870102e-008
   3.12462217236e-009             -2.293430554048e-008
   3.19901793837e-009             -2.254964210951e-008
   3.27341370438e-009             -2.253576873575e-008
   3.34780947039e-009             -2.259111864039e-008
   3.42220523639e-009             -2.266234985812e-008
   3.49660100240e-009             -2.257353440122e-008
   3.57099676841e-009             -2.245947169285e-008
   3.64539253442e-009             -2.248342027322e-008
   3.71978830043e-009             -2.227977112376e-008
   3.79418406644e-009             -2.243607359395e-008
   3.86857983244e-009             -2.239716060103e-008
   3.94297559845e-009             -2.243461892726e-008
   4.01737136446e-009             -2.232233884849e-008
   4.09176713047e-009             -2.242767588271e-008
   4.16616289648e-009             -2.234881514677e-008
   4.24055866249e-009             -2.241787204019e-008
   4.31495442850e-009             -2.243231915520e-008
   4.38935019450e-009             -2.249134162415e-008
   4.46374596051e-009             -2.242120408132e-008
   4.53814172652e-009             -2.249994433159e-008
   4.61253749253e-009             -2.253581742623e-008
   4.68693325854e-009             -2.262978073780e-008
   4.76132902455e-009             -2.252290948844e-008
   4.83572479056e-009             -2.265055358278e-008
   4.91012055656e-009             -2.268046442029e-008
   4.98451632257e-009             -2.269332878475e-008
   5.05891208858e-009             -2.260143218223e-008
   5.13330785459e-009             -2.275278667680e-008
   5.20770362060e-009             -2.279402254648e-008
   5.28209938661e-009             -2.277970103428e-008
   5.35649515262e-009             -2.275691761386e-008
   5.43089091862e-009             -2.288916916063e-008
   5.50528668463e-009             -2.296241591589e-008
   5.57968245064e-009             -2.301891842020e-008
   5.65407821665e-009             -2.293730465661e-008
   5.72847398266e-009             -2.297858394455e-008
   5.80286974867e-009             -2.285104234831e-008
   5.87726551468e-009             -2.285962195103e-008
   5.95166128068e-009             -2.284520569399e-008
   6.02605704669e-009             -2.291419854549e-008
   6.10045281270e-009             -2.285706601126e-008
   6.17484857871e-009             -2.280110654530e-008
   6.24924434472e-009             -2.290754748872e-008
   6.32364011073e-009             -2.301061033665e-008
   6.39803587674e-009             -2.284268045713e-008
   6.47243164274e-009             -2.279931631751e-008
   6.54682740875e-009             -2.286713625580e-008
   6.62122317476e-009             -2.281479539146e-008
   6.69561894077e-009             -2.281657802106e-008
   6.77001470678e-009             -2.280766797438e-008
   6.84441047279e-009             -2.282588999674e-008
   6.91880623880e-009             -2.283711268588e-008
   6.99320200480e-009             -2.282823086108e-008
   7.06759777081e-009             -2.288716633845e-008
   7.14199353682e-009             -2.276518227915e-008
   7.21638930283e-009             -2.275534013553e-008
   7.29078506884e-009             -2.278895160415e-008
   7.36518083485e-009             -2.281847059188e-008
   7.43957660086e-009             -2.273260788662e-008
   7.51397236686e-009             -2.272718866783e-008
   7.58836813287e-009             -2.280829552327e-008
   7.66276389888e-009             -2.279685512258e-008
   7.73715966489e-009             -2.265748127588e-008
   7.81155543090e-009             -2.269893997426e-008
   7.88595119691e-009             -2.299243436865e-008
   7.96034696292e-009             -2.336451518864e-008
   8.03474272892e-009             -2.311904371288e-008
   8.10913849493e-009             -2.308099629394e-008
   8.18353426094e-009             -2.316341949790e-008
   8.25793002695e-009             -2.321464110158e-008
   8.33232579296e-009             -2.311231326273e-008
   8.40672155897e-009             -2.312461412024e-008
   8.48111732498e-009             -2.309679309650e-008
   8.55551309098e-009             -2.313654871373e-008
   8.62990885699e-009             -2.280274046737e-008
   8.70430462300e-009             -2.273165780211e-008
   8.77870038901e-009             -2.271005504815e-008
   8.85309615502e-009             -2.276222673634e-008
   8.92749192103e-009             -2.261323109367e-008
   9.00188768704e-009             -2.268335328506e-008
   9.07628345304e-009             -2.259108545643e-008
   9.15067921905e-009             -2.246201987936e-008
   9.22507498506e-009             -2.247001814263e-008
   9.29947075107e-009             -2.271075687327e-008
   9.37386651708e-009             -2.252655646699e-008
   9.44826228309e-009             -2.253280047760e-008
   9.52265804910e-009             -2.256722898479e-008
   9.59705381510e-009             -2.263294871994e-008
   9.67144958111e-009             -2.258690319279e-008
   9.74584534712e-009             -2.256708291337e-008
   9.82024111313e-009             -2.260428259083e-008
   9.89463687914e-009             -2.257156228194e-008
   9.96903264515e-009             -2.257816992045e-008
   1.00434284112e-008             -2.261715718960e-008
   1.01178241772e-008             -2.252423870738e-008
   1.01922199432e-008             -2.253870117384e-008
   1.02666157092e-008             -2.259466063980e-008
   1.03410114752e-008             -2.263140442556e-008
   1.04154072412e-008             -2.257092713486e-008
   1.04898030072e-008             -2.255863403061e-008
   1.05641987732e-008             -2.262297585635e-008
   1.06385945392e-008             -2.266519018747e-008
   1.07129903052e-008             -2.255295352696e-008
   1.07873860712e-008             -2.257348819178e-008
   1.08617818372e-008             -2.266211431407e-008
   1.09361776033e-008             -2.263181426290e-008
   1.10105733693e-008             -2.254373366000e-008
   1.10849691353e-008             -2.260157561755e-008
   1.11593649013e-008             -2.268193443843e-008
   1.12337606673e-008             -2.260412892121e-008
   1.13081564333e-008             -2.247163671324e-008
   1.13825521993e-008             -2.262885872009e-008
   1.14569479653e-008             -2.268885965048e-008
   1.15313437313e-008             -2.258875482640e-008
   1.16057394973e-008             -2.276816077160e-008
   1.16801352633e-008             -2.266795608553e-008
   1.17545310294e-008             -2.252739661027e-008
   1.18289267954e-008             -2.243532323342e-008
   1.19033225614e-008             -2.240544837104e-008
   1.19777183274e-008             -2.247073268309e-008
   1.20521140934e-008             -2.247137806448e-008
   1.21265098594e-008             -2.248375319822e-008
   1.22009056254e-008             -2.245023135729e-008
   1.22753013914e-008             -2.260683341345e-008
   1.23496971574e-008             -2.247313247220e-008
   1.24240929234e-008             -2.254723968429e-008
   1.24984886894e-008             -2.244400269813e-008
   1.25728844554e-008             -2.256804850440e-008
   1.26472802215e-008             -2.252138566267e-008
   1.27216759875e-008             -2.251228100916e-008
   1.27960717535e-008             -2.248566639272e-008
   1.28704675195e-008             -2.249388221247e-008
   1.29448632855e-008             -2.250898246213e-008
   1.30192590515e-008             -2.254616415203e-008
   1.30936548175e-008             -2.246139496658e-008
   1.31680505835e-008             -2.252328862287e-008
   1.32424463495e-008             -2.250197785669e-008
   1.33168421155e-008             -2.258548171006e-008
   1.33912378815e-008             -2.251792057560e-008
   1.34656336475e-008             -2.250299198313e-008
   1.35400294136e-008             -2.255370900464e-008
   1.36144251796e-008             -2.257473553629e-008
   1.36888209456e-008             -2.250652886539e-008
   1.37632167116e-008             -2.254633053699e-008
   1.38376124776e-008             -2.258101521190e-008
   1.39120082436e-008             -2.263869574656e-008
   1.39864040096e-008             -2.254113678302e-008
   1.40607997756e-008             -2.259569275380e-008
   1.41351955416e-008             -2.264915520476e-008
   1.42095913076e-008             -2.263055668409e-008
   1.42839870736e-008             -2.251852501977e-008
   1.43583828397e-008             -2.262449983718e-008
   1.44327786057e-008             -2.271489044643e-008
   1.45071743717e-008             -2.279688846160e-008
   1.45815701377e-008             -2.271252399634e-008
   1.46559659037e-008             -2.264969560700e-008
   1.47303616697e-008             -2.266654747321e-008
