# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-003 V
# Gap voltage range in Volt       -10;10
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -4.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-003 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -6.591e+000, 5.304e+000 [nm]
#                      end        -4.836e+000, 1.080e+001 [nm]
# 
# 
#             Position                            I(r)
# --------------------             -------------------
   0.000000000000e+000             -3.20669881685e-009
   5.772263507499e-012             -3.31575881158e-009
   1.154452701500e-011             -3.31253019895e-009
   1.731679052250e-011             -3.29927150367e-009
   2.308905402999e-011             -3.31356231295e-009
   2.886131753749e-011             -3.22188931446e-009
   3.463358104499e-011             -3.25036517856e-009
   4.040584455249e-011             -3.29336987703e-009
   4.617810805999e-011             -3.29395214688e-009
   5.195037156749e-011             -3.34658996108e-009
   5.772263507499e-011             -3.41576796043e-009
   6.349489858248e-011             -3.33441625704e-009
   6.926716208998e-011             -3.37490688334e-009
   7.503942559748e-011             -3.32046953744e-009
   8.081168910498e-011             -3.24070554668e-009
   8.658395261248e-011             -3.19590131650e-009
   9.235621611998e-011             -3.16427623316e-009
   9.812847962748e-011             -3.05511032889e-009
   1.039007431350e-010             -3.12312394362e-009
   1.096730066425e-010             -3.16475259347e-009
   1.154452701500e-010             -3.16221200515e-009
   1.212175336575e-010             -3.03012792879e-009
   1.269897971650e-010             -2.96081750376e-009
   1.327620606725e-010             -2.86962086557e-009
   1.385343241800e-010             -2.84037773884e-009
   1.443065876875e-010             -2.89349191335e-009
   1.500788511950e-010             -2.93011862488e-009
   1.558511147025e-010             -2.94639426879e-009
   1.616233782100e-010             -2.94287459877e-009
   1.673956417175e-010             -2.94636790771e-009
   1.731679052250e-010             -3.02954565895e-009
   1.789401687325e-010             -3.05595713998e-009
   1.847124322400e-010             -3.17912279614e-009
   1.904846957475e-010             -3.17176572749e-009
   1.962569592550e-010             -3.16197382499e-009
   2.020292227625e-010             -3.10557800555e-009
   2.078014862699e-010             -3.15339933942e-009
   2.135737497774e-010             -3.27399789111e-009
   2.193460132849e-010             -3.42987362186e-009
   2.251182767924e-010             -3.42055807967e-009
   2.308905402999e-010             -3.46025477213e-009
   2.366628038074e-010             -3.41410069934e-009
   2.424350673149e-010             -3.35463505404e-009
   2.482073308224e-010             -3.39631658112e-009
