# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -2.600e+000 V
# Gap voltage range in Volt       -10;10
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   5.000e-011 m
# Parameter mode                  Z before V
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -6.431e+000, 2.781e+000 [nm]
#                      end        -5.475e+000, 2.781e+000 [nm]
# 
# 
#              Position                              I(r)
# ---------------------             ---------------------
   0.0000000000000e+000             -8.3391073832685e-010
   9.5589231869857e-013             -8.4335969185934e-010
   1.9117846373971e-012             -9.0341494266656e-010
   2.8676769560957e-012             -9.0690416924277e-010
   3.8235692747943e-012             -8.1891190438649e-010
   4.7794615934928e-012             -8.4825119611311e-010
   5.7353539121914e-012             -8.9347928244421e-010
   6.6912462308900e-012             -8.7689022412142e-010
   7.6471385495885e-012             -8.2878498274861e-010
   8.6030308682871e-012             -8.8785650143113e-010
   9.5589231869857e-012             -8.9125571035294e-010
   1.0514815505684e-011             -8.5148195662811e-010
   1.1470707824383e-011             -8.3801046429132e-010
   1.2426600143081e-011             -9.0462333970841e-010
   1.3382492461780e-011             -8.6638706977274e-010
   1.4338384780478e-011             -8.3306809250914e-010
   1.5294277099177e-011             -8.5017240947838e-010
   1.6250169417876e-011             -9.1385153412455e-010
   1.7206061736574e-011             -8.4836089169555e-010
   1.8161954055273e-011             -8.4152215689866e-010
   1.9117846373971e-011             -8.7130497195853e-010
   2.0073738692670e-011             -8.8769236414407e-010
   2.1029631011368e-011             -8.1537371405270e-010
   2.1985523330067e-011             -8.5604584648637e-010
   2.2941415648766e-011             -9.1455854394694e-010
   2.3897307967464e-011             -8.7791125633676e-010
   2.4853200286163e-011             -7.9648371684848e-010
   2.5809092604861e-011             -8.5726119229175e-010
   2.6764984923560e-011             -8.9819158812716e-010
   2.7720877242258e-011             -8.6929787396392e-010
   2.8676769560957e-011             -8.1537586961258e-010
   2.9632661879656e-011             -8.8262995193439e-010
   3.0588554198354e-011             -8.6864289696193e-010
   3.1544446517053e-011             -8.2556322522730e-010
   3.2500338835751e-011             -8.1757172648524e-010
   3.3456231154450e-011             -9.0683623686532e-010
   3.4412123473148e-011             -8.6699087525710e-010
   3.5368015791847e-011             -8.2956025503774e-010
   3.6323908110546e-011             -8.3835560105500e-010
   3.7279800429244e-011             -8.8624205924136e-010
   3.8235692747943e-011             -8.4092136981224e-010
   3.9191585066641e-011             -8.3172081384975e-010
   4.0147477385340e-011             -8.6166256767406e-010
   4.1103369704038e-011             -8.8058131949435e-010
   4.2059262022737e-011             -8.1823461488328e-010
   4.3015154341435e-011             -8.5395704755236e-010
   4.3971046660134e-011             -8.7381409125111e-010
   4.4926938978833e-011             -8.5985163330487e-010
   4.5882831297531e-011             -8.1396108999478e-010
   4.6838723616230e-011             -8.6530604114079e-010
   4.7794615934928e-011             -8.7702040826980e-010
   4.8750508253627e-011             -8.3572217934473e-010
   4.9706400572325e-011             -8.1861225853392e-010
   5.0662292891024e-011             -8.8314670596213e-010
   5.1618185209723e-011             -8.6560523100954e-010
   5.2574077528421e-011             -8.1438741951387e-010
   5.3529969847120e-011             -8.3620297820382e-010
   5.4485862165818e-011             -9.1096659511661e-010
   5.5441754484517e-011             -8.5619989225271e-010
   5.6397646803215e-011             -8.1394912080332e-010
   5.7353539121914e-011             -8.3296691783648e-010
   5.8309431440613e-011             -8.8592319297988e-010
   5.9265323759311e-011             -8.2840652692477e-010
   6.0221216078010e-011             -8.1938988750710e-010
   6.1177108396708e-011             -8.7897562543862e-010
   6.2133000715407e-011             -8.7426836628367e-010
   6.3088893034105e-011             -7.9395296826276e-010
   6.4044785352804e-011             -8.1035742683264e-010
   6.5000677671502e-011             -8.6291412350775e-010
   6.5956569990201e-011             -8.5400674825348e-010
   6.6912462308900e-011             -8.0839229470250e-010
   6.7868354627598e-011             -8.3580033067271e-010
   6.8824246946297e-011             -8.4806859992548e-010
   6.9780139264995e-011             -8.1455125281171e-010
   7.0736031583694e-011             -8.0903509985355e-010
   7.1691923902392e-011             -8.6645761369389e-010
   7.2647816221091e-011             -8.3102257826149e-010
   7.3603708539789e-011             -7.9223311551022e-010
   7.4559600858488e-011             -8.2169873778459e-010
   7.5515493177187e-011             -8.6409467790117e-010
   7.6471385495885e-011             -8.3452668956207e-010
   7.7427277814584e-011             -7.9550865762816e-010
   7.8383170133282e-011             -8.4241929508586e-010
   7.9339062451981e-011             -8.5395692165783e-010
   8.0294954770679e-011             -8.0525730767808e-010
   8.1250847089378e-011             -8.1052759784499e-010
   8.2206739408077e-011             -8.6424524928574e-010
   8.3162631726775e-011             -8.3273122179560e-010
   8.4118524045474e-011             -7.7106282305571e-010
   8.5074416364172e-011             -8.0986303750628e-010
   8.6030308682871e-011             -8.8243647661763e-010
   8.6986201001569e-011             -8.3621877489583e-010
   8.7942093320268e-011             -7.8590466959673e-010
   8.8897985638966e-011             -8.2197411670023e-010
   8.9853877957665e-011             -8.5673743883560e-010
   9.0809770276364e-011             -8.0145040623245e-010
   9.1765662595062e-011             -8.0404718649539e-010
   9.2721554913761e-011             -8.4655439434064e-010
   9.3677447232459e-011             -8.4940337664463e-010
   9.4633339551158e-011             -7.8330920815569e-010
   9.5589231869856e-011             -8.1404137078255e-010
   9.6545124188555e-011             -8.5605888117538e-010
   9.7501016507253e-011             -8.3182837997239e-010
   9.8456908825952e-011             -7.8878623555264e-010
   9.9412801144651e-011             -8.3113275592783e-010
   1.0036869346335e-010             -8.3041687054159e-010
   1.0132458578205e-010             -8.0211113907061e-010
   1.0228047810075e-010             -7.9298571757345e-010
   1.0323637041944e-010             -8.6457281301639e-010
   1.0419226273814e-010             -8.2947056593733e-010
   1.0514815505684e-010             -7.9984970803985e-010
   1.0610404737554e-010             -8.1652777071967e-010
   1.0705993969424e-010             -8.7071280557633e-010
   1.0801583201294e-010             -8.0129141680314e-010
   1.0897172433164e-010             -7.9039236102742e-010
   1.0992761665033e-010             -8.3691982622257e-010
   1.1088350896903e-010             -8.5929899780283e-010
   1.1183940128773e-010             -7.8034659990368e-010
   1.1279529360643e-010             -8.0066795949083e-010
   1.1375118592513e-010             -8.4943857337555e-010
   1.1470707824383e-010             -8.4619216662785e-010
   1.1566297056253e-010             -7.6408883301765e-010
   1.1661886288122e-010             -8.1046648680126e-010
   1.1757475519992e-010             -8.4178754562333e-010
   1.1853064751862e-010             -8.1923211556994e-010
   1.1948653983732e-010             -7.7417884146026e-010
   1.2044243215602e-010             -8.3808199694506e-010
   1.2139832447472e-010             -8.3301902742182e-010
   1.2235421679342e-010             -7.9963490741916e-010
   1.2331010911211e-010             -7.8384916362281e-010
   1.2426600143081e-010             -8.4637542299408e-010
   1.2522189374951e-010             -8.1848265779919e-010
   1.2617778606821e-010             -7.8775209341865e-010
   1.2713367838691e-010             -7.9478737105983e-010
   1.2808957070561e-010             -8.4248676994419e-010
   1.2904546302431e-010             -7.8883618957811e-010
   1.3000135534300e-010             -8.0094688801790e-010
   1.3095724766170e-010             -8.1725851473020e-010
   1.3191313998040e-010             -8.3046545508030e-010
   1.3286903229910e-010             -7.6442676769344e-010
   1.3382492461780e-010             -8.0454834649059e-010
   1.3478081693650e-010             -8.3677166372222e-010
   1.3573670925520e-010             -8.1807544735928e-010
   1.3669260157389e-010             -7.5950420126911e-010
   1.3764849389259e-010             -8.1541210420566e-010
   1.3860438621129e-010             -8.3227846977971e-010
   1.3956027852999e-010             -7.9796767090066e-010
   1.4051617084869e-010             -7.5947341698768e-010
   1.4147206316739e-010             -8.3446595927251e-010
   1.4242795548609e-010             -8.1498377112130e-010
   1.4338384780478e-010             -7.7625856370624e-010
   1.4433974012348e-010             -7.7180984584216e-010
   1.4529563244218e-010             -8.4513317414329e-010
   1.4625152476088e-010             -8.0438694664176e-010
   1.4720741707958e-010             -7.6837627846272e-010
   1.4816330939828e-010             -7.8247333300683e-010
   1.4911920171698e-010             -8.4109207357337e-010
   1.5007509403567e-010             -7.8514955731955e-010
   1.5103098635437e-010             -7.7351694333012e-010
   1.5198687867307e-010             -7.9914997553501e-010
   1.5294277099177e-010             -8.2048225125200e-010
   1.5389866331047e-010             -7.7267832920773e-010
   1.5485455562917e-010             -7.9629822969271e-010
   1.5581044794787e-010             -8.1858713029423e-010
   1.5676634026656e-010             -8.0689561148582e-010
   1.5772223258526e-010             -7.5929814878245e-010
   1.5867812490396e-010             -8.0927013571583e-010
   1.5963401722266e-010             -8.1242969213109e-010
   1.6058990954136e-010             -7.8576989643947e-010
   1.6154580186006e-010             -7.5939379637851e-010
   1.6250169417876e-010             -8.2592038031200e-010
   1.6345758649745e-010             -8.0615502927892e-010
   1.6441347881615e-010             -7.7154417922836e-010
   1.6536937113485e-010             -7.8145661191125e-010
   1.6632526345355e-010             -8.3211603206871e-010
   1.6728115577225e-010             -7.8153610662591e-010
   1.6823704809095e-010             -7.5984424083991e-010
   1.6919294040965e-010             -7.9116590764040e-010
   1.7014883272834e-010             -8.3871473514019e-010
   1.7110472504704e-010             -7.6928097185659e-010
   1.7206061736574e-010             -7.6182405503494e-010
   1.7301650968444e-010             -8.1208802974918e-010
   1.7397240200314e-010             -8.3210647176147e-010
   1.7492829432184e-010             -7.6367016003497e-010
   1.7588418664054e-010             -7.7223042106037e-010
   1.7684007895923e-010             -8.1041049905049e-010
   1.7779597127793e-010             -8.0021885841610e-010
