# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -2.000e-011 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -9.307e+000, -7.739e+000 [nm]
#                      end        -6.895e+000, -9.167e+000 [nm]
# 
# 
#             Position                                 I(r)
# --------------------             ------------------------
   3.279390042610e-010             -2.4429064500830522e-013
   3.307419017333e-010             -2.0633037578440351e-013
   3.335447992056e-010             -1.9885039877090100e-013
   3.363476966779e-010             -2.6135549404465172e-013
   3.391505941503e-010             -2.1071826049388422e-013
   3.419534916226e-010             -2.3597393000786532e-013
   3.447563890949e-010             -1.8619646392991420e-013
   3.475592865672e-010             -2.5250603027087744e-013
   3.503621840395e-010             -3.0306803416777350e-013
   3.531650815118e-010             -1.6489726008994703e-013
   3.559679789842e-010             -3.0284080990710060e-013
   3.587708764565e-010             -2.1254373107456044e-013
   3.615737739288e-010             -2.4751016713419084e-013
   3.643766714011e-010             -1.2135924938614906e-013
   3.671795688734e-010             -2.2149452458620238e-013
   3.699824663457e-010             -2.7393266393270847e-013
   3.727853638181e-010             -2.4416321518644133e-013
   3.755882612904e-010             -2.4502605325737491e-013
   3.783911587627e-010             -2.0544297292853230e-013
   3.811940562350e-010             -2.8455846871728373e-013
   3.839969537073e-010             -2.0361750234785608e-013
   3.867998511796e-010             -2.0990608729188446e-013
   3.896027486520e-010             -3.4576930688463413e-013
   3.924056461243e-010             -2.1348179879936543e-013
   3.952085435966e-010             -2.7127045536509489e-013
   3.980114410689e-010             -1.7856449230961023e-013
   4.008143385412e-010             -2.3589716505493530e-013
   4.036172360135e-010             -2.3876203309828418e-013
   4.064201334858e-010             -2.3300619692759025e-013
   4.092230309582e-010             -2.0924744399574477e-013
   4.120259284305e-010             -1.8350969057736302e-013
   4.148288259028e-010             -2.7750837544018945e-013
   4.176317233751e-010             -2.0338874278812459e-013
   4.204346208474e-010             -2.8592642017849697e-013
   4.232375183197e-010             -2.2106310555073559e-013
   4.260404157921e-010             -1.4314053713051685e-013
   4.288433132644e-010             -2.9069352375545205e-013
   4.316462107367e-010             -2.0313541844345551e-013
   4.344491082090e-010             -2.8754923128343789e-013
   4.372520056813e-010             -1.8183621460348831e-013
   4.400549031536e-010             -3.6633463777459015e-013
   4.428578006260e-010             -2.4520261264911405e-013
   4.456606980983e-010             -2.3057274791970813e-013
   4.484635955706e-010             -2.0179203176717991e-013
   4.512664930429e-010             -2.8744790154557021e-013
   4.540693905152e-010             -1.8571591532457221e-013
   4.568722879875e-010             -2.7811635386739530e-013
   4.596751854599e-010             -2.4588735602924987e-013
   4.624780829322e-010             -2.6056942092664817e-013
   4.652809804045e-010             -1.5434822025830180e-013
   4.680838778768e-010             -3.2746240090987961e-013
   4.708867753491e-010             -2.5057922995233359e-013
   4.736896728214e-010             -2.4507671812630872e-013
   4.764925702938e-010             -1.4298854252371539e-013
   4.792954677661e-010             -3.9394852664258194e-013
   4.820983652384e-010             -1.2283006588428849e-013
   4.849012627107e-010             -3.0256138547843528e-013
   4.877041601830e-010             -2.3042075331290669e-013
   4.905070576553e-010             -2.5057922995233359e-013
   4.933099551276e-010             -2.6290307549572123e-013
   4.961128526000e-010             -2.3934544674055244e-013
   4.989157500723e-010             -1.8038996289028645e-013
   5.017186475446e-010             -3.3818800013326398e-013
   5.045215450169e-010             -2.6013800189118141e-013
   5.073244424892e-010             -2.1066759562495041e-013
   5.101273399615e-010             -2.4155167148776161e-013
   5.129302374339e-010             -2.6379047835159241e-013
   5.157331349062e-010             -2.4474662882870963e-013
   5.185360323785e-010             -2.6198957255585379e-013
   5.213389298508e-010             -1.7536953496866223e-013
   5.241418273231e-010             -3.4860961014304537e-013
   5.269447247954e-010             -1.6918227976250153e-013
   5.297476222678e-010             -2.9710953852134427e-013
   5.325505197401e-010             -2.1495261529750487e-013
   5.353534172124e-010             -1.9423528980074736e-013
   5.381563146847e-010             -2.9444732995373073e-013
   5.409592121570e-010             -2.0818194644907589e-013
   5.437621096293e-010             -2.2296534108434181e-013
   5.465650071017e-010             -3.8111803240985608e-013
   5.493679045740e-010             -2.5156796254607240e-013
   5.521708020463e-010             -2.0057453961370954e-013
   5.549736995186e-010             -2.3262544276105730e-013
   5.577765969909e-010             -3.0753114853112566e-013
   5.605794944632e-010             -1.0966948235396351e-013
   5.633823919356e-010             -3.5568426820507725e-013
   5.661852894079e-010             -2.6449978651666589e-013
   5.689881868802e-010             -2.1229040672989131e-013
   5.717910843525e-010             -2.3067407765757580e-013
   5.745939818248e-010             -2.3587260026999770e-013
   5.773968792971e-010             -2.6325772957825797e-013
   5.801997767695e-010             -1.2957463464872128e-013
   5.830026742418e-010             -3.1630538265102858e-013
   5.858055717141e-010             -2.2268591665567648e-013
   5.886084691864e-010             -2.4664886436231583e-013
   5.914113666587e-010             -2.3037008844397288e-013
   5.942142641310e-010             -1.6456717079234789e-013
   5.970171616033e-010             -3.6245493705350625e-013
   5.998200590757e-010             -1.5782260202791513e-013
   6.026229565480e-010             -2.8273146283754895e-013
   6.054258540203e-010             -1.8954495117672228e-013
   6.082287514926e-010             -2.6718809516827568e-013
   6.110316489649e-010             -2.2134252997940089e-013
   6.138345464372e-010             -2.2522223070048482e-013
   6.166374439096e-010             -3.3359899124710655e-013
   6.194403413819e-010             -2.3876203309828418e-013
   6.222432388542e-010             -2.2770634457730073e-013
   6.250461363265e-010             -2.8430360907355600e-013
   6.278490337988e-010             -1.7496421601719168e-013
   6.306519312711e-010             -2.9366125683572713e-013
   6.334548287435e-010             -1.4339386147518597e-013
   6.362577262158e-010             -3.4929435352318125e-013
   6.390606236881e-010             -1.9306846251621083e-013
   6.418635211604e-010             -3.0958537867153339e-013
   6.446664186327e-010             -2.3739408163707094e-013
   6.474693161050e-010             -2.4898098363233027e-013
   6.502722135774e-010             -2.9142893200452179e-013
   6.530751110497e-010             -2.3939611160948625e-013
   6.558780085220e-010             -2.2937982055117541e-013
   6.586809059943e-010             -2.4048617394109273e-013
   6.614838034666e-010             -2.5268412496167509e-013
   6.642867009389e-010             -2.4142577696495633e-013
   6.670895984113e-010             -2.4264173381936809e-013
   6.698924958836e-010             -1.9639084967902272e-013
   6.726953933559e-010             -2.6062008579558198e-013
   6.754982908282e-010             -3.1222302245420933e-013
   6.783011883005e-010             -2.6870957653534898e-013
   6.811040857728e-010             -2.6351105392292708e-013
   6.839069832452e-010             -1.5645311526764332e-013
   6.867098807175e-010             -2.0242611027838195e-013
   6.895127781898e-010             -3.0583310777231333e-013
   6.923156756621e-010             -2.0417481590612815e-013
   6.951185731344e-010             -2.3384293491452761e-013
   6.979214706067e-010             -2.9480198403626747e-013
   7.007243680790e-010             -2.9513207333386661e-013
   7.035272655514e-010             -1.9139498654233612e-013
   7.063301630237e-010             -2.7902985680726269e-013
   7.091330604960e-010             -2.8120998147047570e-013
   7.119359579683e-010             -1.4912513286094230e-013
   7.147388554406e-010             -3.0230806113376616e-013
   7.175417529129e-010             -1.4953045181241288e-013
   7.203446503853e-010             -2.9693144383054656e-013
   7.231475478576e-010             -2.4604088593510998e-013
   7.259504453299e-010             -2.4061360376295657e-013
   7.287533428022e-010             -2.7598689407311616e-013
   7.315562402745e-010             -1.8683054244111631e-013
   7.343591377468e-010             -3.0887453520740125e-013
   7.371620352192e-010             -2.5833863139450140e-013
   7.399649326915e-010             -2.1419110696443896e-013
   7.427678301638e-010             -2.7451607757497673e-013
   7.455707276361e-010             -2.3295553205865639e-013
   7.483736251084e-010             -3.0212996644296851e-013
   7.511765225807e-010             -2.0638104065333729e-013
   7.539794200531e-010             -3.7044309805540557e-013
   7.567823175254e-010             -1.6880152559596856e-013
   7.595852149977e-010             -2.9650156009413842e-013
   7.623881124700e-010             -2.5303877904421188e-013
   7.651910099423e-010             -2.0060063969770573e-013
   7.679939074146e-010             -2.1667675614031343e-013
   7.707968048870e-010             -2.5821120157263751e-013
   7.735997023593e-010             -2.5199938158153921e-013
   7.764025998316e-010             -2.3866070336041651e-013
   7.792054973039e-010             -2.8080466251900510e-013
   7.820083947762e-010             -2.9708343843734805e-013
   7.848112922485e-010             -2.0072653422051103e-013
   7.876141897208e-010             -2.7915728662912653e-013
   7.904170871932e-010             -1.2379269839403113e-013
   7.932199846655e-010             -3.7650292343970243e-013
   7.960228821378e-010             -1.4123830159691061e-013
   7.988257796101e-010             -3.2819780915894935e-013
   8.016286770824e-010             -1.8716063173871543e-013
   8.044315745547e-010             -2.3711465720840567e-013
   8.072344720271e-010             -2.8331487647981720e-013
   8.100373694994e-010             -2.6158425360438319e-013
   8.128402669717e-010             -3.0502093457031356e-013
   8.156431644440e-010             -2.2570431460488545e-013
   8.184460619163e-010             -2.1756415899618461e-013
   8.212489593886e-010             -2.1804624290058524e-013
   8.240518568610e-010             -2.1807080768552286e-013
   8.268547543333e-010             -3.0824199199525780e-013
   8.296576518056e-010             -1.8822612928538431e-013
   8.324605492779e-010             -3.3068192303576529e-013
   8.352634467502e-010             -1.8916419701018935e-013
   8.380663442225e-010             -3.3415630480537864e-013
   8.408692416949e-010             -2.1622077231990902e-013
   8.436721391672e-010             -3.0641498611552296e-013
   8.464750366395e-010             -1.6096689449992931e-013
   8.492779341118e-010             -3.0446362101204152e-013
   8.520808315841e-010             -2.6006277223730994e-013
   8.548837290564e-010             -1.6261427038980783e-013
   8.576866265288e-010             -3.1881559661184063e-013
   8.604895240011e-010             -2.2529746035435623e-013
   8.632924214734e-010             -2.7380676940990320e-013
   8.660953189457e-010             -2.0955143320934772e-013
   8.688982164180e-010             -2.9153026174238942e-013
   8.717011138903e-010             -2.6564051371720623e-013
   8.745040113627e-010             -2.4860176476485589e-013
   8.773069088350e-010             -2.7776169978485856e-013
   8.801098063073e-010             -1.6897962028676626e-013
   8.829127037796e-010             -3.2682832239867760e-013
   8.857156012519e-010             -2.4119701740522482e-013
   8.885184987242e-010             -1.6431384644767878e-013
   8.913213961965e-010             -2.1119880909922624e-013
   8.941242936689e-010             -2.8521711201342344e-013
   8.969271911412e-010             -2.6741685472800720e-013
   8.997300886135e-010             -1.7770318953773527e-013
   9.025329860858e-010             -2.5060379473727119e-013
   9.053358835581e-010             -2.8214804919528069e-013
   9.081387810304e-010             -1.8252095798362419e-013
   9.109416785028e-010             -3.1227368732314314e-013
   9.137445759751e-010             -1.9869840416409954e-013
   9.165474734474e-010             -2.8351753595555250e-013
   9.193503709197e-010             -1.9900239337770246e-013
   9.221532683920e-010             -3.1721735029183731e-013
   9.249561658643e-010             -2.3422368908106057e-013
   9.277590633367e-010             -1.5196543611935354e-013
   9.305619608090e-010             -2.9231633486039297e-013
   9.333648582813e-010             -2.2955791524197311e-013
   9.361677557536e-010             -2.9137826713558798e-013
   9.389706532259e-010             -2.3914278726481714e-013
   9.417735506982e-010             -2.9115104287491508e-013
   9.445764481706e-010             -1.9063501350832878e-013
   9.473793456429e-010             -1.8944362143885465e-013
   9.501822431152e-010             -3.6222617749377479e-013
   9.529851405875e-010             -1.2835714249525093e-013
   9.557880380598e-010             -2.7241118256563518e-013
   9.585909355321e-010             -1.9228238939820730e-013
   9.613938330045e-010             -2.6518452989680181e-013
   9.641967304768e-010             -2.8749856641450408e-013
   9.669996279491e-010             -2.3686133286373650e-013
   9.698025254214e-010             -2.4702961852884883e-013
   9.726054228937e-010             -2.2106310555073559e-013
   9.754083203660e-010             -2.4401122057963989e-013
   9.782112178383e-010             -2.9901177405495051e-013
   9.810141153107e-010             -2.1852832680498587e-013
   9.838170127830e-010             -3.3930416254886667e-013
   9.866199102553e-010             -1.7445603202879484e-013
   9.894228077276e-010             -2.1074282527882185e-013
   9.922257051999e-010             -2.8417771455075078e-013
   9.950286026722e-010             -3.0073591489775906e-013
   9.978315001446e-010             -2.3328562135625558e-013
   1.000634397617e-009             -2.1436920165523661e-013
   1.003437295089e-009             -1.9360121128954527e-013
   1.006240192562e-009             -2.4025894968041983e-013
   1.009043090034e-009             -2.8148940589914098e-013
   1.011845987506e-009             -2.8042390835247210e-013
   1.014648884978e-009             -2.4069036871588664e-013
   1.017451782451e-009             -2.1398844748870364e-013
   1.020254679923e-009             -2.8531844175129107e-013
   1.023057577395e-009             -2.4644620488658058e-013
   1.025860474868e-009             -2.4104502279842338e-013
   1.028663372340e-009             -2.5489034970888426e-013
   1.031466269812e-009             -2.2699703641222718e-013
   1.034269167285e-009             -2.6726486012120571e-013
   1.037072064757e-009             -2.3934544674055244e-013
   1.039874962229e-009             -2.0562106761932995e-013
   1.042677859702e-009             -2.1457186113097189e-013
   1.045480757174e-009             -2.7444084792110526e-013
   1.048283654646e-009             -2.9117560765985263e-013
   1.051086552119e-009             -1.7744832989400756e-013
   1.053889449591e-009             -2.9201234564679005e-013
   1.056692347063e-009             -2.0724387872427090e-013
   1.059495244536e-009             -2.4218574999896367e-013
   1.062298142008e-009             -2.0323674818132310e-013
   1.065101039480e-009             -3.0400610189257854e-013
   1.067903936952e-009             -2.7393266393270847e-013
   1.070706834425e-009             -1.5663120995844100e-013
   1.073509731897e-009             -3.4478057429089528e-013
   1.076312629369e-009             -1.5237075507082412e-013
   1.079115526842e-009             -3.0256138547843528e-013
   1.081918424314e-009             -2.1305037976389864e-013
   1.084721321786e-009             -2.3521242167479942e-013
   1.087524219259e-009             -2.0209602098078281e-013
   1.090327116731e-009             -2.6863281158241895e-013
   1.093130014203e-009             -2.3331018614119317e-013
   1.095932911676e-009             -2.3526308654373323e-013
   1.098735809148e-009             -2.2631229303209127e-013
   1.101538706620e-009             -2.1160566334975540e-013
   1.104341604093e-009             -2.5907403964357114e-013
   1.107144501565e-009             -2.9680554930774134e-013
   1.109947399037e-009             -2.2121510015753705e-013
   1.112750296510e-009             -2.5417950624475217e-013
   1.115553193982e-009             -2.0876536009134414e-013
   1.118356091454e-009             -2.4563403168458081e-013
   1.121158988926e-009             -2.2309123560714706e-013
   1.123961886399e-009             -2.5912470451250495e-013
   1.126764783871e-009             -2.1264506081242804e-013
   1.129567681343e-009             -3.0857054599379832e-013
   1.132370578816e-009             -2.0635647586839967e-013
   1.135173476288e-009             -2.3057274791970813e-013
   1.137976373760e-009             -2.9637413027227458e-013
   1.140779271233e-009             -1.8571591532457221e-013
   1.143582168705e-009             -2.9127693739772030e-013
   1.146385066177e-009             -2.1893364575645644e-013
   1.149187963650e-009             -2.2991256932450985e-013
   1.151990861122e-009             -3.8000186999425338e-013
   1.154793758594e-009             -1.6994378809556746e-013
   1.157596656067e-009             -2.7279193673216813e-013
   1.160399553539e-009             -2.1292294994203481e-013
   1.163202451011e-009             -2.8399961985995308e-013
   1.166005348484e-009             -1.9740568235675773e-013
   1.168808245956e-009             -2.1548536407083931e-013
   1.171611143428e-009             -3.0522359404604881e-013
   1.174414040900e-009             -1.8964628091458993e-013
   1.177216938373e-009             -2.5818663678769991e-013
   1.180019835845e-009             -2.6675667613280892e-013
   1.182822733317e-009             -3.1906892095650979e-013
   1.185625630790e-009             -1.8325636623269393e-013
   1.188428528262e-009             -2.2618486321022743e-013
   1.191231425734e-009             -3.0190274218229561e-013
   1.194034323207e-009             -1.8858078336792105e-013
   1.196837220679e-009             -2.9543606254746953e-013
   1.199640118151e-009             -2.2532356043835247e-013
   1.202443015624e-009             -3.4298120379421532e-013
   1.205245913096e-009             -1.9081157290006784e-013
   1.208048810568e-009             -2.7821768360526298e-013
   1.210851708041e-009             -2.2945658550410549e-013
   1.213654605513e-009             -2.4492472351950728e-013
   1.216457502985e-009             -2.3564384071026624e-013
   1.219260400458e-009             -1.8754138590524841e-013
   1.222063297930e-009             -3.5548160872934195e-013
   1.224866195402e-009             -2.2096177581286794e-013
   1.227669092874e-009             -1.9334788694487618e-013
   1.230471990347e-009             -2.9520730298773802e-013
   1.233274887819e-009             -1.8051739271215032e-013
   1.236077785291e-009             -3.1516312015142962e-013
   1.238880682764e-009             -2.1766548873405226e-013
   1.241683580236e-009             -2.5572708769582163e-013
   1.244486477708e-009             -2.9023753993504764e-013
   1.247289375181e-009             -2.5212527610434444e-013
   1.250092272653e-009             -2.7104169580536337e-013
   1.252895170125e-009             -2.8341620621768482e-013
   1.255698067598e-009             -2.9229177007545532e-013
   1.258500965070e-009             -1.5374024183109592e-013
   1.261303862542e-009             -2.8001858940100155e-013
   1.264106760015e-009             -2.0333807791919078e-013
   1.266909657487e-009             -3.0410743163044617e-013
   1.269712554959e-009             -2.4517804786417640e-013
   1.272515452432e-009             -2.6404380269626147e-013
   1.275318349904e-009             -2.8027191374567066e-013
   1.278121247376e-009             -2.4753626721818701e-013
   1.280924144848e-009             -3.2561083024520723e-013
   1.283727042321e-009             -2.1071826049388422e-013
   1.286529939793e-009             -1.9735501748782395e-013
   1.289332837265e-009             -2.8587575530956311e-013
   1.292135734738e-009             -2.0853660053161265e-013
   1.294938632210e-009             -3.0973737327833483e-013
   1.297741529682e-009             -1.3061403211139394e-013
   1.300544427155e-009             -3.3555035635058804e-013
   1.303347324627e-009             -2.7129655544909110e-013
   1.306150222099e-009             -1.9923115293743395e-013
   1.308953119572e-009             -2.7738094561832556e-013
   1.311756017044e-009             -2.6008733702224754e-013
   1.314558914516e-009             -2.9021297515011004e-013
   1.317361811989e-009             -1.7189515319904893e-013
   1.320164709461e-009             -2.4974249196539623e-013
   1.322967606933e-009             -2.0130994786277929e-013
   1.325770504406e-009             -2.1629600197378046e-013
   1.328573401878e-009             -3.2888255253908523e-013
   1.331376299350e-009             -2.1690398040098633e-013
   1.334179196822e-009             -2.7367933958803931e-013
   1.336982094295e-009             -3.5188133243692342e-013
   1.339784991767e-009             -2.3440178377185827e-013
   1.342587889239e-009             -1.5716242343271682e-013
   1.345390786712e-009             -2.2131642989540468e-013
   1.348193684184e-009             -2.8841206935437142e-013
   1.350996581656e-009             -2.1870488619672493e-013
   1.353799479129e-009             -3.3151866102270260e-013
   1.356602376601e-009             -2.0952533312535148e-013
   1.359405274073e-009             -2.8136197607727714e-013
   1.362208171546e-009             -2.3498366211506791e-013
   1.365011069018e-009             -2.2884860707689958e-013
   1.367813966490e-009             -3.1039601657447454e-013
   1.370616863963e-009             -2.1360769332217068e-013
   1.373419761435e-009             -2.9657678974800983e-013
   1.376222658907e-009             -2.1550992885577693e-013
   1.379025556380e-009             -2.7210719335203225e-013
   1.381828453852e-009             -1.9649217941689034e-013
   1.384631351324e-009             -3.0862121086273214e-013
   1.387434248796e-009             -2.3924411700268476e-013
   1.390237146269e-009             -2.4773892669392236e-013
   1.393040043741e-009             -2.8722067728489732e-013
   1.395842941213e-009             -2.3488233237720028e-013
   1.398645838686e-009             -3.6296158574284448e-013
   1.401448736158e-009             -7.4397521781671570e-014
   1.404251633630e-009             -2.9736286286601338e-013
   1.407054531103e-009             -2.5144053272420856e-013
   1.409857428575e-009             -2.4489862343551107e-013
   1.412660326047e-009             -2.9079485349331968e-013
   1.415463223520e-009             -1.6373043280541052e-013
   1.418266120992e-009             -3.6194828836416807e-013
   1.421069018464e-009             -2.0726844350920850e-013
   1.423871915937e-009             -2.6460111625453356e-013
   1.426674813409e-009             -2.9992374169575929e-013
   1.429477710881e-009             -2.3513719202092796e-013
   1.432280608354e-009             -1.8812479954751666e-013
   1.435083505826e-009             -2.6346038905399322e-013
   1.437886403298e-009             -3.1790209367197319e-013
   1.440689300771e-009             -2.0714254898640325e-013
   1.443492198243e-009             -2.7160054466269403e-013
   1.446295095715e-009             -2.3904145752694951e-013
   1.449097993187e-009             -2.1097158483855334e-013
   1.451900890660e-009             -2.7882719733152744e-013
   1.454703788132e-009             -2.5800854209690226e-013
   1.457506685604e-009             -3.1597529335342939e-013
   1.460309583077e-009             -1.7136393972477308e-013
   1.463112480549e-009             -2.9031430488797767e-013
   1.465915378021e-009             -2.1523050442711163e-013
   1.468718275494e-009             -2.6470244599240119e-013
   1.471521172966e-009             -2.3006456393131134e-013
   1.474324070438e-009             -2.2448682245141508e-013
   1.477126967911e-009             -3.1790209367197319e-013
   1.479929865383e-009             -2.1201098230122600e-013
   1.482732762855e-009             -3.0053325542202376e-013
   1.485535660328e-009             -2.1614400736697899e-013
   1.488338557800e-009             -2.2793510413703219e-013
   1.491141455272e-009             -2.4938783788285944e-013
   1.493944352745e-009             -2.3549184610346475e-013
   1.496747250217e-009             -2.6561594893226858e-013
   1.499550147689e-009             -2.9533473280960191e-013
   1.502353045161e-009             -2.1277095533523334e-013
   1.505155942634e-009             -2.4926040806099560e-013
   1.507958840106e-009             -2.7342601524337025e-013
   1.510761737578e-009             -2.2192594362166914e-013
   1.513564635051e-009             -2.4512738299524259e-013
   1.516367532523e-009             -2.4195699043923216e-013
   1.519170429995e-009             -2.8506511740662196e-013
   1.521973327468e-009             -2.4180499583243072e-013
