# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      5.830e-001, 4.463e+000 [nm]
#                      end        4.221e-001, -1.990e+000 [nm]
# 
# 
#             Position                              I(r)
# --------------------             ---------------------
   0.000000000000e+000             -3.2970296231347e-009
   6.454874087303e-011             -3.2970296231347e-009
   1.290974817461e-010             -3.2970296231347e-009
   1.936462226191e-010             -3.2970296231347e-009
   2.581949634921e-010             -3.2970296231347e-009
   3.227437043652e-010             -3.2970296231347e-009
   3.872924452382e-010             -3.2970296231347e-009
   4.518411861112e-010             -3.2970296231347e-009
   5.163899269843e-010             -3.2970296231347e-009
   5.809386678573e-010             -3.2970296231347e-009
   6.454874087303e-010             -3.2970296231347e-009
   7.100361496034e-010             -3.2970296231347e-009
   7.745848904764e-010             -3.2970296231347e-009
   8.391336313494e-010             -3.2970296231347e-009
   9.036823722225e-010             -3.2970296231347e-009
   9.682311130955e-010             -3.1867979296185e-009
   1.032779853969e-009             -2.8761914834198e-009
   1.097328594842e-009             -2.8360603458507e-009
   1.161877335715e-009             -2.9847384426141e-009
   1.226426076588e-009             -2.9592435811833e-009
   1.290974817461e-009             -2.8413331723316e-009
   1.355523558334e-009             -3.0284806741928e-009
   1.420072299207e-009             -3.2073149446471e-009
   1.484621040080e-009             -3.1880951790228e-009
   1.549169780953e-009             -3.1248233676816e-009
   1.613718521826e-009             -3.2922091679155e-009
   1.678267262699e-009             -3.2954148508557e-009
   1.742816003572e-009             -3.2001177605084e-009
   1.807364744445e-009             -3.1539170484060e-009
   1.871913485318e-009             -3.2944914682664e-009
   1.936462226191e-009             -3.2240593675581e-009
   2.001010967064e-009             -3.0727130592077e-009
   2.065559707937e-009             -3.2084751379044e-009
   2.130108448810e-009             -3.2960779419132e-009
   2.194657189683e-009             -3.2326499799106e-009
   2.259205930556e-009             -3.1646733689635e-009
   2.323754671429e-009             -3.2773452867624e-009
   2.388303412302e-009             -3.2967048214071e-009
   2.452852153175e-009             -3.2170566474688e-009
   2.517400894048e-009             -3.2769807514951e-009
   2.581949634921e-009             -3.2970296231347e-009
   2.646498375794e-009             -3.2961017267662e-009
   2.711047116667e-009             -3.2295568835210e-009
   2.775595857540e-009             -3.2902587439503e-009
   2.840144598413e-009             -3.2970296231347e-009
   2.904693339286e-009             -3.2909586269145e-009
   2.969242080160e-009             -3.2802475439437e-009
   3.033790821033e-009             -3.2970296231347e-009
   3.098339561906e-009             -3.2970296231347e-009
   3.162888302779e-009             -3.2970296231347e-009
   3.227437043652e-009             -3.2970296231347e-009
   3.291985784525e-009             -3.2970296231347e-009
   3.356534525398e-009             -3.2970296231347e-009
   3.421083266271e-009             -3.2970296231347e-009
   3.485632007144e-009             -3.2970296231347e-009
   3.550180748017e-009             -3.2970296231347e-009
   3.614729488890e-009             -3.2856533948763e-009
   3.679278229763e-009             -3.2681235835907e-009
   3.743826970636e-009             -3.2954278333445e-009
   3.808375711509e-009             -3.2969888732271e-009
   3.872924452382e-009             -3.2139671774555e-009
   3.937473193255e-009             -3.2355289604229e-009
   4.002021934128e-009             -3.2970296231347e-009
   4.066570675001e-009             -3.2885191380401e-009
   4.131119415874e-009             -3.1611301321017e-009
   4.195668156747e-009             -3.2665530095009e-009
   4.260216897620e-009             -3.2970296231347e-009
   4.324765638493e-009             -3.2714941898910e-009
   4.389314379366e-009             -3.1468407168680e-009
   4.453863120239e-009             -3.2795804472910e-009
   4.518411861112e-009             -3.2822540339599e-009
   4.582960601985e-009             -3.1514689127273e-009
   4.647509342858e-009             -3.1547928612893e-009
   4.712058083731e-009             -3.2918339331491e-009
   4.776606824604e-009             -3.2607811033550e-009
   4.841155565477e-009             -3.1076929322047e-009
   4.905704306351e-009             -3.2346503333365e-009
   4.970253047224e-009             -3.2970296231347e-009
   5.034801788097e-009             -3.2204426958071e-009
   5.099350528970e-009             -3.1613900183146e-009
   5.163899269843e-009             -3.2939186236228e-009
   5.228448010716e-009             -3.2946209676714e-009
   5.292996751589e-009             -3.1827347683364e-009
   5.357545492462e-009             -3.2145339361736e-009
   5.422094233335e-009             -3.2970296231347e-009
   5.486642974208e-009             -3.2851821317597e-009
   5.551191715081e-009             -3.1509464028634e-009
   5.615740455954e-009             -3.2544670600819e-009
   5.680289196827e-009             -3.2970296231347e-009
   5.744837937700e-009             -3.2677690400497e-009
   5.809386678573e-009             -3.1610236575767e-009
   5.873935419446e-009             -3.2768067760117e-009
   5.938484160319e-009             -3.2863006124769e-009
   6.003032901192e-009             -3.1483556578611e-009
   6.067581642065e-009             -3.1739159153553e-009
   6.132130382938e-009             -3.2941548769773e-009
   6.196679123811e-009             -3.2456886514839e-009
   6.261227864684e-009             -3.0817679613485e-009
   6.325776605557e-009             -3.1993215958697e-009
   6.390325346430e-009             -3.2922264615241e-009
