# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -8.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      1.122e+001, 8.680e+000 [nm]
#                      end        1.792e+001, -1.984e+000 [nm]
# 
# 
#            Position                             I(r)
# -------------------             --------------------
   0.00000000000e+000             -2.060390485199e-008
   6.29597712829e-011             -2.046792445223e-008
   1.25919542566e-010             -2.058289894401e-008
   1.88879313849e-010             -2.072158879809e-008
   2.51839085132e-010             -2.079687435066e-008
   3.14798856415e-010             -2.104649227000e-008
   3.77758627698e-010             -2.115023368326e-008
   4.40718398981e-010             -2.122157763339e-008
   5.03678170264e-010             -2.103494689017e-008
   5.66637941546e-010             -2.103909581479e-008
   6.29597712829e-010             -2.113177859790e-008
   6.92557484112e-010             -2.126375087224e-008
   7.55517255395e-010             -2.125114531160e-008
   8.18477026678e-010             -2.117942998031e-008
   8.81436797961e-010             -2.112327079037e-008
   9.44396569244e-010             -2.097485633209e-008
   1.00735634053e-009             -2.065979779497e-008
   1.07031611181e-009             -2.110103552544e-008
   1.13327588309e-009             -2.115603203647e-008
   1.19623565438e-009             -2.136595838050e-008
   1.25919542566e-009             -2.130533765448e-008
   1.32215519694e-009             -2.118489788956e-008
   1.38511496822e-009             -2.103386360465e-008
   1.44807473951e-009             -2.114963962846e-008
   1.51103451079e-009             -2.128583510366e-008
   1.57399428207e-009             -2.111005814945e-008
   1.63695405336e-009             -2.098906511188e-008
   1.69991382464e-009             -2.097090465041e-008
   1.76287359592e-009             -2.121834809037e-008
   1.82583336721e-009             -2.123845012328e-008
   1.88879313849e-009             -2.117420536836e-008
   1.95175290977e-009             -2.118869605669e-008
   2.01471268105e-009             -2.126776923196e-008
   2.07767245234e-009             -2.117125246166e-008
   2.14063222362e-009             -2.105863945789e-008
   2.20359199490e-009             -2.141315387120e-008
   2.26655176619e-009             -2.143354525578e-008
   2.32951153747e-009             -2.115851370001e-008
   2.39247130875e-009             -2.121193009661e-008
   2.45543108003e-009             -2.144031927926e-008
   2.51839085132e-009             -2.143649552637e-008
   2.58135062260e-009             -2.128585309122e-008
   2.64431039388e-009             -2.139473972305e-008
   2.70727016517e-009             -2.190081362713e-008
   2.77022993645e-009             -2.209216455520e-008
   2.83318970773e-009             -2.197108964319e-008
   2.89614947902e-009             -2.207348400502e-008
   2.95910925030e-009             -2.216025337654e-008
   3.02206902158e-009             -2.217450061251e-008
   3.08502879286e-009             -2.201643613640e-008
   3.14798856415e-009             -2.228621997550e-008
   3.21094833543e-009             -2.240897486393e-008
   3.27390810671e-009             -2.206389802912e-008
   3.33686787800e-009             -2.209655165997e-008
   3.39982764928e-009             -2.223855060553e-008
   3.46278742056e-009             -2.217750469072e-008
   3.52574719184e-009             -2.206449472003e-008
   3.58870696313e-009             -2.219580114438e-008
   3.65166673441e-009             -2.230742560747e-008
   3.71462650569e-009             -2.222170122036e-008
   3.77758627698e-009             -2.231580036906e-008
   3.84054604826e-009             -2.200657336910e-008
   3.90350581954e-009             -2.208074214207e-008
   3.96646559083e-009             -2.184228286995e-008
   4.02942536211e-009             -2.193077579122e-008
   4.09238513339e-009             -2.216327792337e-008
   4.15534490467e-009             -2.214015149871e-008
   4.21830467596e-009             -2.207907239994e-008
   4.28126444724e-009             -2.223483958505e-008
   4.34422421852e-009             -2.235225480314e-008
   4.40718398981e-009             -2.223201987936e-008
   4.47014376109e-009             -2.216326009087e-008
   4.53310353237e-009             -2.222286141823e-008
   4.59606330365e-009             -2.217045930314e-008
   4.65902307494e-009             -2.210701887144e-008
   4.72198284622e-009             -2.224014095427e-008
   4.78494261750e-009             -2.223860953031e-008
   4.84790238879e-009             -2.220693405077e-008
   4.91086216007e-009             -2.227740219262e-008
   4.97382193135e-009             -2.212056428228e-008
   5.03678170264e-009             -2.212244677387e-008
   5.09974147392e-009             -2.195366403573e-008
   5.16270124520e-009             -2.201892803424e-008
   5.22566101648e-009             -2.214909224829e-008
   5.28862078777e-009             -2.212960241281e-008
   5.35158055905e-009             -2.206106545302e-008
   5.41454033033e-009             -2.209828048194e-008
   5.47750010162e-009             -2.226435345563e-008
   5.54045987290e-009             -2.199948937028e-008
   5.60341964418e-009             -2.170679170091e-008
   5.66637941546e-009             -2.161567879793e-008
   5.72933918675e-009             -2.161932314038e-008
   5.79229895803e-009             -2.172648885857e-008
   5.85525872931e-009             -2.180479120470e-008
   5.91821850060e-009             -2.203376436291e-008
   5.98117827188e-009             -2.209695374405e-008
   6.04413804316e-009             -2.197954891532e-008
   6.10709781445e-009             -2.194497433671e-008
   6.17005758573e-009             -2.208208934857e-008
   6.23301735701e-009             -2.194196250523e-008
   6.29597712829e-009             -2.185304966739e-008
   6.35893689958e-009             -2.193074493324e-008
   6.42189667086e-009             -2.207323559057e-008
   6.48485644214e-009             -2.190383832902e-008
   6.54781621343e-009             -2.171130425344e-008
   6.61077598471e-009             -2.171514072167e-008
   6.67373575599e-009             -2.169522833351e-008
   6.73669552727e-009             -2.158654142567e-008
   6.79965529856e-009             -2.142234055420e-008
   6.86261506984e-009             -2.171576827056e-008
   6.92557484112e-009             -2.189405759122e-008
   6.98853461241e-009             -2.182534897424e-008
   7.05149438369e-009             -2.189329187924e-008
   7.11445415497e-009             -2.192949262665e-008
   7.17741392626e-009             -2.193860751446e-008
   7.24037369754e-009             -2.170647660841e-008
   7.30333346882e-009             -2.166570686474e-008
   7.36629324010e-009             -2.155341639659e-008
   7.42925301139e-009             -2.157145668254e-008
   7.49221278267e-009             -2.176187272248e-008
   7.55517255395e-009             -2.249122392966e-008
   7.61813232524e-009             -2.243389678860e-008
   7.68109209652e-009             -2.245734854006e-008
   7.74405186780e-009             -2.249247111911e-008
   7.80701163908e-009             -2.245726402952e-008
   7.86997141037e-009             -2.237514816480e-008
   7.93293118165e-009             -2.243907782723e-008
   7.99589095293e-009             -2.258748453225e-008
   8.05885072422e-009             -2.251469614973e-008
   8.12181049550e-009             -2.234398238459e-008
   8.18477026678e-009             -2.257572919413e-008
   8.24773003807e-009             -2.225840143280e-008
   8.31068980935e-009             -2.221911209664e-008
   8.37364958063e-009             -2.205455255935e-008
   8.43660935191e-009             -2.221822589899e-008
   8.49956912320e-009             -2.218351300222e-008
