# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      4.201e+000, 2.633e+000 [nm]
#                      end        3.136e+000, -6.513e+000 [nm]
# 
# 
#             Position                               I(r)
# --------------------             ----------------------
   0.000000000000e+000             -3.29702962313475e-009
   9.208435311154e-011             -3.29702962313475e-009
   1.841687062231e-010             -3.29702962313475e-009
   2.762530593346e-010             -3.29702962313475e-009
   3.683374124462e-010             -3.29702962313475e-009
   4.604217655577e-010             -3.29702962313475e-009
   5.525061186693e-010             -3.29702962313475e-009
   6.445904717808e-010             -3.29702962313475e-009
   7.366748248924e-010             -3.29702962313475e-009
   8.287591780039e-010             -3.29702962313475e-009
   9.208435311154e-010             -3.29702962313475e-009
   1.012927884227e-009             -3.29702962313475e-009
   1.105012237339e-009             -3.29702962313475e-009
   1.197096590450e-009             -3.29702962313475e-009
   1.289180943562e-009             -3.29702962313475e-009
   1.381265296673e-009             -3.29702962313475e-009
   1.473349649785e-009             -3.29702962313475e-009
   1.565434002896e-009             -3.29702962313475e-009
   1.657518356008e-009             -3.29702962313475e-009
   1.749602709119e-009             -3.29702962313475e-009
   1.841687062231e-009             -3.29702962313475e-009
   1.933771415342e-009             -3.29702962313475e-009
   2.025855768454e-009             -3.29702962313475e-009
   2.117940121566e-009             -3.29702962313475e-009
   2.210024474677e-009             -3.29702962313475e-009
   2.302108827789e-009             -3.29702962313475e-009
   2.394193180900e-009             -3.29702962313475e-009
   2.486277534012e-009             -3.29702962313475e-009
   2.578361887123e-009             -3.29702962313475e-009
   2.670446240235e-009             -3.29702962313475e-009
   2.762530593346e-009             -3.29702962313475e-009
   2.854614946458e-009             -3.29702962313475e-009
   2.946699299569e-009             -3.29702962313475e-009
   3.038783652681e-009             -3.29702962313475e-009
   3.130868005793e-009             -3.29702962313475e-009
   3.222952358904e-009             -3.29702962313475e-009
   3.315036712016e-009             -3.29702962313475e-009
   3.407121065127e-009             -3.29702962313475e-009
   3.499205418239e-009             -3.29702962313475e-009
   3.591289771350e-009             -3.29702962313475e-009
   3.683374124462e-009             -3.29702962313475e-009
   3.775458477573e-009             -3.29702962313475e-009
   3.867542830685e-009             -3.29702962313475e-009
   3.959627183796e-009             -3.29702962313475e-009
   4.051711536908e-009             -3.29702962313475e-009
   4.143795890020e-009             -3.29702962313475e-009
   4.235880243131e-009             -3.29702962313475e-009
   4.327964596243e-009             -3.29702962313475e-009
   4.420048949354e-009             -3.29702962313475e-009
   4.512133302466e-009             -3.29702962313475e-009
   4.604217655577e-009             -3.29702962313475e-009
   4.696302008689e-009             -3.29702962313475e-009
   4.788386361800e-009             -3.29702962313475e-009
   4.880470714912e-009             -3.29702962313475e-009
   4.972555068023e-009             -3.29702962313475e-009
   5.064639421135e-009             -3.29702962313475e-009
   5.156723774246e-009             -3.29702962313475e-009
   5.248808127358e-009             -3.29702962313475e-009
   5.340892480470e-009             -3.29702962313475e-009
   5.432976833581e-009             -3.29702962313475e-009
   5.525061186693e-009             -3.29702962313475e-009
   5.617145539804e-009             -3.29702962313475e-009
   5.709229892916e-009             -3.29096770513783e-009
   5.801314246027e-009             -3.29702962313475e-009
   5.893398599139e-009             -3.29702962313475e-009
   5.985482952250e-009             -3.29702962313475e-009
   6.077567305362e-009             -3.28813535779914e-009
   6.169651658473e-009             -3.29702962313475e-009
   6.261736011585e-009             -3.29702962313475e-009
   6.353820364697e-009             -3.28285304777590e-009
   6.445904717808e-009             -3.29513678363138e-009
   6.537989070920e-009             -3.29702962313475e-009
   6.630073424031e-009             -3.29252382592227e-009
   6.722157777143e-009             -3.29184798113547e-009
   6.814242130254e-009             -3.29702962313475e-009
   6.906326483366e-009             -3.29702962313475e-009
   6.998410836477e-009             -3.29667867833474e-009
   7.090495189589e-009             -3.29702962313475e-009
   7.182579542700e-009             -3.29702962313475e-009
   7.274663895812e-009             -3.29702962313475e-009
   7.366748248924e-009             -3.29702962313475e-009
   7.458832602035e-009             -3.29702962313475e-009
   7.550916955147e-009             -3.29702962313475e-009
   7.643001308258e-009             -3.29702962313475e-009
   7.735085661370e-009             -3.29702962313475e-009
   7.827170014481e-009             -3.29702962313475e-009
   7.919254367593e-009             -3.29702962313475e-009
   8.011338720704e-009             -3.29702962313475e-009
   8.103423073816e-009             -3.29702962313475e-009
   8.195507426927e-009             -3.29702962313475e-009
   8.287591780039e-009             -3.29702962313475e-009
   8.379676133151e-009             -3.29702962313475e-009
   8.471760486262e-009             -3.29702962313475e-009
   8.563844839374e-009             -3.29702962313475e-009
   8.655929192485e-009             -3.29702962313475e-009
   8.748013545597e-009             -3.29702962313475e-009
   8.840097898708e-009             -3.29702962313475e-009
   8.932182251820e-009             -3.29702962313475e-009
   9.024266604931e-009             -3.29702962313475e-009
   9.116350958043e-009             -3.29702962313475e-009
