# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -2.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -7.518e+000, -6.111e+000 [nm]
#                      end        -5.508e+000, -7.518e+000 [nm]
# 
# 
#             Position                                 I(r)
# --------------------             ------------------------
   0.000000000000e+000             -2.9624670045041069e-013
   2.453810644008e-012             -4.4937896385430076e-013
   4.907621288016e-012             -4.3634581014583959e-013
   7.361431932025e-012             -4.0682968574424161e-013
   9.815242576033e-012             -4.6023199289954896e-013
   1.226905322004e-011             -4.8835406575593754e-013
   1.472286386405e-011             -4.6507586142943412e-013
   1.717667450806e-011             -4.8594518153299302e-013
   1.963048515207e-011             -4.9887700550358651e-013
   2.208429579607e-011             -5.1239224311644830e-013
   2.453810644008e-011             -6.8763588356230528e-013
   2.699191708409e-011             -5.2200321522328854e-013
   2.944572772810e-011             -4.3406435574475901e-013
   3.189953837211e-011             -6.2125108756747068e-013
   3.435334901612e-011             -6.1579924061037967e-013
   3.680715966012e-011             -4.7088236246906177e-013
   3.926097030413e-011             -5.1130218078484177e-013
   4.171478094814e-011             -6.3055653516164938e-013
   4.416859159215e-011             -5.5727364049652194e-013
   4.662240223616e-011             -5.5724907571158419e-013
   4.907621288016e-011             -6.4087681543356299e-013
   5.153002352417e-011             -5.2758095670318482e-013
   5.398383416818e-011             -6.6516985243780163e-013
   5.643764481219e-011             -6.2165640651894128e-013
   5.889145545620e-011             -5.7056165384871073e-013
   6.134526610021e-011             -6.0816573369101714e-013
   6.379907674421e-011             -5.7862504450448141e-013
   6.625288738822e-011             -7.1372829106322372e-013
   6.870669803223e-011             -5.7705289826847440e-013
   7.116050867624e-011             -5.6214360911040321e-013
   7.361431932025e-011             -6.0086385136831226e-013
   7.606812996426e-011             -7.2186844667192458e-013
   7.852194060826e-011             -6.2906115387857225e-013
   8.097575125227e-011             -6.0928189610661978e-013
   8.342956189628e-011             -6.7800034667052739e-013
   8.588337254029e-011             -6.4749548967519061e-013
   8.833718318430e-011             -6.9075407595032338e-013
   9.079099382830e-011             -5.8960550337159350e-013
   9.324480447231e-011             -6.9917365598768936e-013
   9.569861511632e-011             -7.0244384298250875e-013
   9.815242576033e-011             -6.2829964554550634e-013
   1.006062364043e-010             -6.7140777251289619e-013
   1.030600470483e-010             -8.1305292836033594e-013
   1.055138576924e-010             -6.3730110392608207e-013
   1.079676683364e-010             -6.3760662843874371e-013
   1.104214789804e-010             -7.2381981177540607e-013
   1.128752896244e-010             -7.1159883126894463e-013
   1.153291002684e-010             -6.0935866105954986e-013
   1.177829109124e-010             -7.2473331471527347e-013
   1.202367215564e-010             -7.3845121180387041e-013
   1.226905322004e-010             -7.3680383591399199e-013
   1.251443428444e-010             -6.7635143548159031e-013
   1.275981534884e-010             -8.4951628100210206e-013
   1.300519641324e-010             -6.7353723230717529e-013
   1.325057747764e-010             -6.3309284920645764e-013
   1.349595854205e-010             -7.2219700067046510e-013
   1.374133960645e-010             -7.1877481906884413e-013
   1.398672067085e-010             -8.0397470502683014e-013
   1.423210173525e-010             -7.7324108847176179e-013
   1.447748279965e-010             -6.9653601220501348e-013
   1.472286386405e-010             -8.7882974592796469e-013
   1.496824492845e-010             -7.2189301145686223e-013
   1.521362599285e-010             -6.6930287750355465e-013
   1.545900705725e-010             -7.8647843695501682e-013
   1.570438812165e-010             -9.4300831717559022e-013
   1.594976918605e-010             -6.2888305918777455e-013
   1.619515025045e-010             -8.0422802937149926e-013
   1.644053131486e-010             -7.7767963805017635e-013
   1.668591237926e-010             -8.1617112074835384e-013
   1.693129344366e-010             -7.7202513161735009e-013
   1.717667450806e-010             -7.9246303268544227e-013
   1.742205557246e-010             -8.3823183292138709e-013
   1.766743663686e-010             -7.9834476337894153e-013
   1.791281770126e-010             -7.6685117378986584e-013
   1.815819876566e-010             -7.8394212291020846e-013
   1.840357983006e-010             -9.0778702147223212e-013
   1.864896089446e-010             -8.0980730615045410e-013
   1.889434195886e-010             -7.7126362328428409e-013
   1.913972302326e-010             -8.5745224183600890e-013
   1.938510408767e-010             -8.4370977996247421e-013
   1.963048515207e-010             -8.7365578810048044e-013
   1.987586621647e-010             -8.1754060750862570e-013
   2.012124728087e-010             -9.1739799357907226e-013
   2.036662834527e-010             -8.1683129934355222e-013
   2.061200940967e-010             -8.0354328599136333e-013
   2.085739047407e-010             -8.4175687955993426e-013
   2.110277153847e-010             -9.3555290494702519e-013
   2.134815260287e-010             -7.6104467275023810e-013
   2.159353366727e-010             -7.7372317237616247e-013
   2.183891473167e-010             -9.5779171181085604e-013
   2.208429579607e-010             -9.3121722040553692e-013
   2.232967686047e-010             -7.6287014333091422e-013
   2.257505792488e-010             -9.3220595299927573e-013
   2.282043898928e-010             -8.6145937237895675e-013
   2.306582005368e-010             -9.4207024945078518e-013
   2.331120111808e-010             -7.7527075382723193e-013
   2.355658218248e-010             -9.3666906736262803e-013
   2.380196324688e-010             -9.2832625227819192e-013
   2.404734431128e-010             -9.5550872211071699e-013
   2.429272537568e-010             -8.4195953903566951e-013
   2.453810644008e-010             -9.2274697549923697e-013
   2.478348750448e-010             -9.1967944798015304e-013
   2.502886856888e-010             -9.3393009384208432e-013
   2.527424963328e-010             -8.7652219144288789e-013
   2.551963069769e-010             -9.6410486153982212e-013
   2.576501176209e-010             -9.0755826191250055e-013
   2.601039282649e-010             -1.0408360378905665e-012
   2.625577389089e-010             -7.7805885691765074e-013
   2.650115495529e-010             -1.0011009629549227e-012
   2.674653601969e-010             -8.7079092005713156e-013
   2.699191708409e-010             -9.1744865844800602e-013
   2.723729814849e-010             -9.4343973621105683e-013
   2.748267921289e-010             -1.0264840622907675e-012
   2.772806027729e-010             -8.8478824157439393e-013
   2.797344134169e-010             -9.9623252964009987e-013
   2.821882240609e-010             -1.0153009439479202e-012
   2.846420347050e-010             -9.2999972825206655e-013
   2.870958453490e-010             -8.9944420638779601e-013
   2.895496559930e-010             -9.8961385539847215e-013
   2.920034666370e-010             -9.9029859877860818e-013
   2.944572772810e-010             -1.0236698591163526e-012
   2.969110879250e-010             -9.1483557945026788e-013
   2.993648985690e-010             -1.1246157722193470e-012
   3.018187092130e-010             -8.6044453970122153e-013
   3.042725198570e-010             -1.0479367960365948e-012
   3.067263305010e-010             -8.4703063182622746e-013
   3.091801411450e-010             -1.0592964737711813e-012
   3.116339517890e-010             -9.7686012611867657e-013
   3.140877624331e-010             -9.7259967123105951e-013
   3.165415730771e-010             -1.0381231644540191e-012
   3.189953837211e-010             -1.0808751020398136e-012
   3.214491943651e-010             -1.0346748827684022e-012
   3.239030050091e-010             -1.0053614178425395e-012
   3.263568156531e-010             -9.3352477489061382e-013
   3.288106262971e-010             -1.1109239752147462e-012
   3.312644369411e-010             -9.3172386909487515e-013
   3.337182475851e-010             -1.0664463614870845e-012
   3.361720582291e-010             -9.6948147884304161e-013
   3.386258688731e-010             -9.7911701573481950e-013
   3.410796795171e-010             -9.1929869381361999e-013
   3.435334901612e-010             -1.1618406331941790e-012
   3.459873008052e-010             -1.1212949203555937e-012
   3.484411114492e-010             -1.0169498551368574e-012
   3.508949220932e-010             -1.0360689343136115e-012
   3.533487327372e-010             -1.0593471386401151e-012
   3.558025433812e-010             -9.4541720139853464e-013
   3.582563540252e-010             -1.0342941286018691e-012
   3.607101646692e-010             -1.0402019593793645e-012
   3.631639753132e-010             -1.1647055012375278e-012
   3.656177859572e-010             -8.8907326124694843e-013
   3.680715966012e-010             -1.1510643691018608e-012
   3.705254072452e-010             -1.0968759888285500e-012
   3.729792178893e-010             -1.1675719045799354e-012
   3.754330285333e-010             -8.9166024016069065e-013
   3.778868391773e-010             -1.0675379591177495e-012
   3.803406498213e-010             -1.0395678808681626e-012
   3.827944604653e-010             -1.1569460997953600e-012
   3.852482711093e-010             -1.0266360568975690e-012
   3.877020817533e-010             -1.0653823992394743e-012
   3.901558923973e-010             -1.0874676761974450e-012
   3.926097030413e-010             -1.0961912454484140e-012
   3.950635136853e-010             -1.0169498551368574e-012
   3.975173243293e-010             -1.1536252479316067e-012
   3.999711349733e-010             -1.0369056723005490e-012
   4.024249456173e-010             -1.1687878614343471e-012
   4.048787562614e-010             -8.9584393009537743e-013
   4.073325669054e-010             -1.2348947682995750e-012
