# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -5.432e+000, -1.134e+001 [nm]
#                      end        -4.709e+000, -1.118e+001 [nm]
# 
# 
#              Position                 I(r)
# ---------------------             --------
   0.0000000000000e+000             -3.297030e-009
   7.4004545742760e-012             -3.297030e-009
   1.4800909148552e-011             -3.297030e-009
   2.2201363722828e-011             -3.297030e-009
   2.9601818297104e-011             -3.297030e-009
   3.7002272871380e-011             -3.297030e-009
   4.4402727445656e-011             -3.297030e-009
   5.1803182019932e-011             -3.297030e-009
   5.9203636594208e-011             -3.297030e-009
   6.6604091168484e-011             -3.297030e-009
   7.4004545742760e-011             -3.297030e-009
   8.1405000317036e-011             -3.297030e-009
   8.8805454891312e-011             -3.297030e-009
   9.6205909465588e-011             -3.297030e-009
   1.0360636403986e-010             -3.297030e-009
   1.1100681861414e-010             -3.297030e-009
   1.1840727318842e-010             -3.297030e-009
   1.2580772776269e-010             -3.297030e-009
   1.3320818233697e-010             -3.297030e-009
   1.4060863691124e-010             -3.297030e-009
   1.4800909148552e-010             -3.297030e-009
   1.5540954605980e-010             -3.297030e-009
   1.6281000063407e-010             -3.297030e-009
   1.7021045520835e-010             -3.297030e-009
   1.7761090978262e-010             -3.297030e-009
   1.8501136435690e-010             -3.297030e-009
   1.9241181893118e-010             -3.297030e-009
   1.9981227350545e-010             -3.297030e-009
   2.0721272807973e-010             -3.297030e-009
   2.1461318265400e-010             -3.297030e-009
   2.2201363722828e-010             -3.297030e-009
   2.2941409180256e-010             -3.297030e-009
   2.3681454637683e-010             -3.297030e-009
   2.4421500095111e-010             -3.297030e-009
   2.5161545552538e-010             -3.297030e-009
   2.5901591009966e-010             -3.297030e-009
   2.6641636467394e-010             -3.297030e-009
   2.7381681924821e-010             -3.297030e-009
   2.8121727382249e-010             -3.297030e-009
   2.8861772839677e-010             -3.297030e-009
   2.9601818297104e-010             -3.297030e-009
   3.0341863754532e-010             -3.297030e-009
   3.1081909211959e-010             -3.297030e-009
   3.1821954669387e-010             -3.297030e-009
   3.2562000126815e-010             -3.297030e-009
   3.3302045584242e-010             -3.297030e-009
   3.4042091041670e-010             -3.297030e-009
   3.4782136499097e-010             -3.297030e-009
   3.5522181956525e-010             -3.297030e-009
   3.6262227413953e-010             -3.297030e-009
   3.7002272871380e-010             -3.297030e-009
   3.7742318328808e-010             -3.297030e-009
   3.8482363786235e-010             -3.297030e-009
   3.9222409243663e-010             -3.297030e-009
   3.9962454701091e-010             -3.297030e-009
   4.0702500158518e-010             -3.297030e-009
   4.1442545615946e-010             -3.297030e-009
   4.2182591073373e-010             -3.297030e-009
   4.2922636530801e-010             -3.297030e-009
   4.3662681988229e-010             -3.297030e-009
   4.4402727445656e-010             -3.297030e-009
   4.5142772903084e-010             -3.297030e-009
   4.5882818360511e-010             -3.297030e-009
   4.6622863817939e-010             -3.297030e-009
   4.7362909275367e-010             -3.297030e-009
   4.8102954732794e-010             -3.297030e-009
   4.8843000190222e-010             -3.297030e-009
   4.9583045647649e-010             -3.297030e-009
   5.0323091105077e-010             -3.297030e-009
   5.1063136562505e-010             -3.297030e-009
   5.1803182019932e-010             -3.297030e-009
   5.2543227477360e-010             -3.297030e-009
   5.3283272934787e-010             -3.297030e-009
   5.4023318392215e-010             -3.297030e-009
   5.4763363849643e-010             -3.297030e-009
   5.5503409307070e-010             -3.297030e-009
   5.6243454764498e-010             -3.297030e-009
   5.6983500221925e-010             -3.297030e-009
   5.7723545679353e-010             -3.297030e-009
   5.8463591136781e-010             -3.297030e-009
   5.9203636594208e-010             -3.297030e-009
   5.9943682051636e-010             -3.297030e-009
   6.0683727509064e-010             -3.297030e-009
   6.1423772966491e-010             -3.297030e-009
   6.2163818423919e-010             -3.297030e-009
   6.2903863881346e-010             -3.297030e-009
   6.3643909338774e-010             -3.297030e-009
   6.4383954796202e-010             -3.297030e-009
   6.5124000253629e-010             -3.297030e-009
   6.5864045711057e-010             -3.297030e-009
   6.6604091168484e-010             -3.297030e-009
   6.7344136625912e-010             -3.297030e-009
   6.8084182083340e-010             -3.297030e-009
   6.8824227540767e-010             -3.297030e-009
   6.9564272998195e-010             -3.297030e-009
   7.0304318455622e-010             -3.297030e-009
   7.1044363913050e-010             -3.297030e-009
   7.1784409370478e-010             -3.297030e-009
   7.2524454827905e-010             -3.297030e-009
   7.3264500285333e-010             -3.297030e-009
