# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -2.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -9.287e+000, -7.036e+000 [nm]
#                      end        -7.337e+000, -9.247e+000 [nm]
# 
# 
#             Position                                I(r)
# --------------------             -----------------------
   0.000000000000e+000             -5.610274466948006e-013
   2.948207329591e-012             -6.090285717619507e-013
   5.896414659183e-012             -5.725652191201847e-013
   8.844621988774e-012             -7.236678171686045e-013
   1.179282931837e-011             -6.002804377260441e-013
   1.474103664796e-011             -7.196115570557816e-013
   1.768924397755e-011             -7.046761678137141e-013
   2.063745130714e-011             -7.063235437035928e-013
   2.358565863673e-011             -6.905268516896504e-013
   2.653386596632e-011             -6.592865864452439e-013
   2.948207329591e-011             -7.581030397539590e-013
   3.243028062551e-011             -7.281063667470191e-013
   3.537848795510e-011             -7.228571792656634e-013
   3.832669528469e-011             -7.320106322530406e-013
   4.127490261428e-011             -7.282829261387582e-013
   4.422310994387e-011             -8.367103515543137e-013
   4.717131727346e-011             -6.988190019051526e-013
   5.011952460305e-011             -7.754979780879047e-013
   5.306773193265e-011             -8.732243690650137e-013
   5.601593926224e-011             -7.729877641270928e-013
   5.896414659183e-011             -7.543001039858053e-013
   6.191235392142e-011             -7.745599103630998e-013
   6.486056125101e-011             -9.077102565193020e-013
   6.780876858060e-011             -7.194334623649838e-013
   7.075697591019e-011             -8.665304651695147e-013
   7.370518323979e-011             -8.078037408789802e-013
   7.665339056938e-011             -8.953879462749730e-013
   7.960159789897e-011             -7.299825021966291e-013
   8.254980522856e-011             -8.334401645594944e-013
   8.549801255815e-011             -9.110326436821138e-013
   8.844621988774e-011             -7.453999753430971e-013
   9.139442721733e-011             -9.420948142357228e-013
   9.434263454693e-011             -7.582304695758231e-013
   9.729084187652e-011             -9.196287831112191e-013
