# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      5.562e+000, -9.327e+000 [nm]
#                      end        5.562e+000, -5.243e+000 [nm]
# 
# 
#             Position                              I(r)
# --------------------             ---------------------
   0.000000000000e+000             -2.3986273007800e-008
   4.084267073464e-011             -2.4153055559863e-008
   8.168534146928e-011             -2.4081627099195e-008
   1.225280122039e-010             -2.4043738467025e-008
   1.633706829386e-010             -2.3883110297880e-008
   2.042133536732e-010             -2.4299336475988e-008
   2.450560244079e-010             -2.4172145792306e-008
   2.858986951425e-010             -2.4161240676705e-008
   3.267413658771e-010             -2.4092114624199e-008
   3.675840366118e-010             -2.4239486734172e-008
   4.084267073464e-010             -2.4194680643210e-008
   4.492693780811e-010             -2.4086121664160e-008
   4.901120488157e-010             -2.4398944471150e-008
   5.309547195503e-010             -2.4685365101025e-008
   5.717973902850e-010             -2.4700659802447e-008
   6.126400610196e-010             -2.4705146769216e-008
   6.534827317543e-010             -2.4664648544713e-008
   6.943254024889e-010             -2.4622913210005e-008
   7.351680732236e-010             -2.4612492207973e-008
   7.760107439582e-010             -2.4707684876491e-008
   8.168534146928e-010             -2.4665885499853e-008
   8.576960854275e-010             -2.4712632852114e-008
   8.985387561621e-010             -2.4633516103522e-008
   9.393814268968e-010             -2.4638730481167e-008
   9.802240976314e-010             -2.4578094403697e-008
   1.021066768366e-009             -2.4557075625300e-008
   1.061909439101e-009             -2.4471707267906e-008
   1.102752109835e-009             -2.4534561243003e-008
   1.143594780570e-009             -2.4550293848563e-008
   1.184437451305e-009             -2.4728621625393e-008
   1.225280122039e-009             -2.4591245483726e-008
   1.266122792774e-009             -2.4649031152600e-008
   1.306965463509e-009             -2.4602117260308e-008
   1.347808134243e-009             -2.4569642884833e-008
   1.388650804978e-009             -2.4534589309805e-008
   1.429493475712e-009             -2.4636328211013e-008
   1.470336146447e-009             -2.4624255299353e-008
   1.511178817182e-009             -2.4501999720883e-008
   1.552021487916e-009             -2.4730952255423e-008
   1.592864158651e-009             -2.4803072151840e-008
   1.633706829386e-009             -2.4598718696212e-008
   1.674549500120e-009             -2.4600875188017e-008
   1.715392170855e-009             -2.4777366682690e-008
   1.756234841590e-009             -2.4731495138706e-008
   1.797077512324e-009             -2.4639572950426e-008
   1.837920183059e-009             -2.4818976414582e-008
   1.878762853794e-009             -2.4834196994836e-008
   1.919605524528e-009             -2.4773591620276e-008
   1.960448195263e-009             -2.4754923940517e-008
   2.001290865997e-009             -2.4810453255594e-008
   2.042133536732e-009             -2.4688671401324e-008
   2.082976207467e-009             -2.4797028020283e-008
   2.123818878201e-009             -2.4827525314395e-008
   2.164661548936e-009             -2.4875591651289e-008
   2.205504219671e-009             -2.4810793778784e-008
   2.246346890405e-009             -2.4785518615578e-008
   2.287189561140e-009             -2.4738364062088e-008
   2.328032231875e-009             -2.4743429887268e-008
   2.368874902609e-009             -2.4776293631472e-008
   2.409717573344e-009             -2.4858962613779e-008
   2.450560244079e-009             -2.4796467149436e-008
   2.491402914813e-009             -2.4775914497046e-008
   2.532245585548e-009             -2.4617458171161e-008
   2.573088256282e-009             -2.4753377010033e-008
   2.613930927017e-009             -2.4734499371986e-008
   2.654773597752e-009             -2.4740036440323e-008
   2.695616268486e-009             -2.4733487726589e-008
   2.736458939221e-009             -2.4770794864240e-008
   2.777301609956e-009             -2.4674672579820e-008
   2.818144280690e-009             -2.4623745600025e-008
   2.858986951425e-009             -2.4535649645676e-008
   2.899829622160e-009             -2.4617990820140e-008
   2.940672292894e-009             -2.4583552078649e-008
   2.981514963629e-009             -2.4504240568159e-008
   3.022357634364e-009             -2.4549520383321e-008
   3.063200305098e-009             -2.4612067019182e-008
   3.104042975833e-009             -2.4593563243344e-008
   3.144885646567e-009             -2.4585406193304e-008
   3.185728317302e-009             -2.4514966428383e-008
   3.226570988037e-009             -2.4553072617035e-008
   3.267413658771e-009             -2.4620354634124e-008
   3.308256329506e-009             -2.4705559242662e-008
   3.349099000241e-009             -2.4623835227713e-008
   3.389941670975e-009             -2.4671927150367e-008
   3.430784341710e-009             -2.4588302811332e-008
   3.471627012445e-009             -2.4567043371738e-008
   3.512469683179e-009             -2.4495102730698e-008
   3.553312353914e-009             -2.4505805486207e-008
   3.594155024648e-009             -2.4477006156089e-008
   3.634997695383e-009             -2.4623937725814e-008
   3.675840366118e-009             -2.4726562514537e-008
   3.716683036852e-009             -2.4699883856162e-008
   3.757525707587e-009             -2.4599133650700e-008
   3.798368378322e-009             -2.4628173642016e-008
   3.839211049056e-009             -2.4445407588891e-008
   3.880053719791e-009             -2.4533042534386e-008
   3.920896390526e-009             -2.4679612957249e-008
   3.961739061260e-009             -2.4734061467847e-008
   4.002581731995e-009             -2.4647171765727e-008
   4.043424402730e-009             -2.4635695544977e-008
