# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -2.500e+000 V
# Gap voltage range in Volt       -10;10
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   3.000e-010 m
# Parameter mode                  Z before V
# Raster time                     5.000e-003 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      5.648e-001, 1.169e+001 [nm]
#                      end        1.130e+000, 1.130e+001 [nm]
# 
# 
#              Position                                I(r)
# ---------------------             -----------------------
   0.0000000000000e+000              3.245592271550187e-011
   6.8699930112432e-013              3.594395943494239e-011
   1.3739986022486e-012              3.516584223666051e-011
   2.0609979033730e-012              3.607095783777078e-011
   2.7479972044973e-012              3.425545441858301e-011
   3.4349965056216e-012              3.578517266510568e-011
   4.1219958067459e-012              3.544108297539115e-011
   4.8089951078702e-012              3.412845601575463e-011
   5.4959944089946e-012              3.271007458636357e-011
   6.1829937101189e-012              3.598629223588519e-011
   6.8699930112432e-012              3.659492316519097e-011
   7.5569923123675e-012              3.473724201026532e-011
   8.2439916134919e-012              3.644156367752640e-011
   8.9309909146162e-012              3.663198374916653e-011
   9.6179902157405e-012              3.461008854223201e-011
   1.0304989516865e-011              3.510242056784878e-011
   1.0991988817989e-011              3.175192668517111e-011
   1.1678988119113e-011              3.622974460760750e-011
   1.2365987420238e-011              3.321279598070989e-011
   1.3052986721362e-011              3.621920017367303e-011
   1.3739986022486e-011              3.572702321326118e-011
   1.4426985323611e-011              3.510769278481602e-011
   1.5113984624735e-011              3.508117663477492e-011
   1.5800983925859e-011              3.493836158104483e-011
   1.6487983226984e-011              3.622447239064027e-011
   1.7174982528108e-011              3.550993192637504e-011
   1.7861981829232e-011              3.438788010358356e-011
   1.8548981130357e-011              3.418676053280405e-011
   1.9235980431481e-011              3.634619857650142e-011
   1.9922979732605e-011              3.740482873048117e-011
   2.0609979033730e-011              3.662143931523205e-011
   2.1296978334854e-011              3.568996262928562e-011
   2.1983977635978e-011              3.662143931523205e-011
   2.2670976937103e-011              3.508644885174216e-011
   2.3357976238227e-011              3.365736792321171e-011
   2.4044975539351e-011              3.421312161764022e-011
   2.4731974840476e-011              3.457845524042860e-011
   2.5418974141600e-011              3.372621687419560e-011
   2.6105973442724e-011              3.647846919629704e-011
   2.6792972743849e-011              3.680674223510986e-011
   2.7479972044973e-011              3.536168959047279e-011
   2.8166971346097e-011              3.512350943571772e-011
   2.8853970647222e-011              3.528229620555443e-011
   2.9540969948346e-011              3.359921847136721e-011
   3.0227969249470e-011              3.241358991455907e-011
   3.0914968550594e-011              3.431903115259967e-011
   3.1601967851719e-011              3.613453457178744e-011
   3.2288967152843e-011              3.518708616973437e-011
   3.2975966453967e-011              3.454666687342028e-011
   3.3662965755092e-011              3.543581075842392e-011
   3.4349965056216e-011              3.612926235482020e-011
   3.5036964357340e-011              3.429251500255858e-011
   3.5723963658465e-011              3.501775496596319e-011
   3.6410962959589e-011              3.550993192637504e-011
   3.7097962260713e-011              3.618741180666470e-011
   3.7784961561838e-011              3.721952581060336e-011
   3.8471960862962e-011              3.510769278481602e-011
   3.9158960164086e-011              3.483245204608538e-011
   3.9845959465211e-011              3.400145761292624e-011
   4.0532958766335e-011              3.528756842252167e-011
   4.1219958067459e-011              3.591744328490130e-011
   4.1906957368584e-011              3.611329063871358e-011
   4.2593956669708e-011              3.634092635953418e-011
   4.3280955970832e-011              3.639380359441145e-011
   4.3967955271957e-011              3.484299648001985e-011
   4.4654954573081e-011              3.530354013862830e-011
   4.5341953874205e-011              3.335576609964490e-011
   4.6028953175330e-011              3.513948115182435e-011
   4.6715952476454e-011              3.504411605079936e-011
   4.7402951777578e-011              3.633038192559972e-011
   4.8089951078703e-011              3.533005628866938e-011
   4.8776950379827e-011              3.582750546604847e-011
   4.9463949680951e-011              3.323403991378375e-011
   5.0150948982075e-011              3.593341500100793e-011
   5.0837948283200e-011              3.406503434694289e-011
   5.1524947584324e-011              3.683310331994604e-011
   5.2211946885448e-011              3.557878087735893e-011
   5.2898946186573e-011              3.793406627486858e-011
   5.3585945487697e-011              3.536696180744003e-011
   5.4272944788821e-011              3.659492316519097e-011
   5.4959944089946e-011              3.574811208113012e-011
   5.5646943391070e-011              3.836282156646870e-011
   5.6333942692194e-011              3.703422289072555e-011
   5.7020941993319e-011              3.587511048395850e-011
   5.7707941294443e-011              3.472127029415869e-011
   5.8394940595567e-011              3.688613562002822e-011
   5.9081939896692e-011              3.556823644342447e-011
   5.9768939197816e-011              3.571632371412179e-011
   6.0455938498940e-011              3.418148831583681e-011
   6.1142937800065e-011              3.596520336801625e-011
   6.1829937101189e-011              3.541999410752222e-011
   6.2516936402313e-011              3.500178324985656e-011
   6.3203935703438e-011              3.354634123648995e-011
   6.3890935004562e-011              3.561056924436725e-011
   6.4577934305686e-011              3.662143931523205e-011
   6.5264933606811e-011              3.475833087813426e-011
   6.5951932907935e-011              3.536168959047279e-011
   6.6638932209059e-011              3.518708616973437e-011
   6.7325931510183e-011              3.765355331917071e-011
   6.8012930811308e-011              3.693374063793825e-011
   6.8699930112432e-011              3.246119493246911e-011
   6.9386929413556e-011              3.501248274899596e-011
   7.0073928714681e-011              3.549938749244057e-011
   7.0760928015805e-011              3.636744250957528e-011
   7.1447927316929e-011              3.529826792166106e-011
   7.2134926618054e-011              3.554172029338337e-011
   7.2821925919178e-011              3.796058242490968e-011
   7.3508925220302e-011              3.503357161686489e-011
   7.4195924521427e-011              3.894509141093830e-011
   7.4882923822551e-011              3.571105149715455e-011
   7.5569923123675e-011              3.544108297539115e-011
   7.6256922424800e-011              3.441966847059188e-011
   7.6943921725924e-011              3.545705469149778e-011
   7.7630921027048e-011              3.605514118686908e-011
   7.8317920328173e-011              3.756888771728512e-011
   7.9004919629297e-011              3.571105149715455e-011
   7.9691918930421e-011              3.420784940067299e-011
   8.0378918231545e-011              3.751058320023570e-011
   8.1065917532670e-011              3.613453457178744e-011
   8.1752916833794e-011              3.824109538060755e-011
   8.2439916134918e-011              3.484826869698709e-011
   8.3126915436043e-011              3.479539146210982e-011
   8.3813914737167e-011              3.864333452216657e-011
   8.4500914038291e-011              3.581696103211400e-011
   8.5187913339416e-011              3.592814278404069e-011
   8.5874912640540e-011              3.762176495216239e-011
   8.6561911941664e-011              3.674843771806044e-011
   8.7248911242789e-011              3.491184543100374e-011
   8.7935910543913e-011              3.687016390392160e-011
   8.8622909845037e-011              3.732016312859558e-011
   8.9309909146162e-011              3.890275860999550e-011
   8.9996908447286e-011              3.643086417838702e-011
   9.0683907748410e-011              3.608150227170526e-011
   9.1370907049535e-011              3.526120733768549e-011
   9.2057906350659e-011              3.955372234024407e-011
   9.2744905651783e-011              3.626680519158306e-011
   9.3431904952907e-011              3.877033292499496e-011
   9.4118904254032e-011              3.599156445285242e-011
   9.4805903555156e-011              3.780706787204020e-011
   9.5492902856280e-011              3.559986974522787e-011
   9.6179902157405e-011              3.375800524120392e-011
   9.6866901458529e-011              3.568996262928562e-011
   9.7553900759653e-011              3.757415993425235e-011
   9.8240900060778e-011              3.672734885019151e-011
   9.8927899361902e-011              3.550465970940781e-011
   9.9614898663026e-011              3.643086417838702e-011
   1.0030189796415e-010              3.571105149715455e-011
   1.0098889726527e-010              3.470018142628975e-011
   1.0167589656640e-010              3.685961946998713e-011
   1.0236289586752e-010              3.515529780272605e-011
   1.0304989516865e-010              3.427669835165687e-011
   1.0373689446977e-010              3.705546682379941e-011
   1.0442389377090e-010              3.517126951883267e-011
   1.0511089307202e-010              3.770643055404798e-011
   1.0579789237315e-010              3.584332211695018e-011
   1.0648489167427e-010              3.618213958969747e-011
   1.0717189097539e-010              3.746297818232567e-011
   1.0785889027652e-010              3.660035044736312e-011
   1.0854588957764e-010              3.344570391849773e-011
   1.0923288887877e-010              3.562111367830173e-011
   1.0991988817989e-010              3.492766208190544e-011
   1.1060688748102e-010              3.756361550031788e-011
   1.1129388678214e-010              3.430848671866520e-011
   1.1198088608326e-010              3.378452139124502e-011
   1.1266788538439e-010              3.486951263006094e-011
   1.1335488468551e-010              3.762176495216239e-011
   1.1404188398664e-010              3.588580998309789e-011
   1.1472888328776e-010              3.544108297539115e-011
   1.1541588258889e-010              3.452015072337918e-011
   1.1610288189001e-010              3.644156367752640e-011
   1.1678988119113e-010              3.602862503682799e-011
   1.1747688049226e-010              3.651025756330537e-011
   1.1816387979338e-010              3.617686737273023e-011
   1.1885087909451e-010              3.622447239064027e-011
   1.1953787839563e-010              3.651025756330537e-011
   1.2022487769676e-010              3.667431655010932e-011
   1.2091187699788e-010              3.687543612088884e-011
   1.2159887629900e-010              3.625626075764859e-011
   1.2228587560013e-010              4.049589852532990e-011
   1.2297287490125e-010              3.656856208035479e-011
   1.2365987420238e-010              3.612399013785297e-011
   1.2434687350350e-010              3.582750546604847e-011
   1.2503387280463e-010              3.655786258121540e-011
   1.2572087210575e-010              3.526647955465273e-011
   1.2640787140687e-010              3.764828110220347e-011
   1.2709487070800e-010              3.540944967358774e-011
   1.2778187000912e-010              3.857975778814992e-011
   1.2846886931025e-010              3.448836235637086e-011
   1.2915586861137e-010              3.626680519158306e-011
   1.2984286791250e-010              3.777000728806463e-011
   1.3052986721362e-010              3.602335281986075e-011
   1.3121686651475e-010              3.701840623982384e-011
   1.3190386581587e-010              3.842639830048536e-011
   1.3259086511699e-010              3.902448479585665e-011
