# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-003 V
# Gap voltage range in Volt       -10;10
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -4.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-003 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      4.385e-001, 1.745e+000 [nm]
#                      end        -1.790e-001, 8.950e-002 [nm]
# 
# 
#             Position                            I(r)
# --------------------             -------------------
   0.000000000000e+000             -5.95053419963e-009
   1.767078962624e-012             -6.05374560002e-009
   3.534157925248e-012             -6.01830963420e-009
   5.301236887871e-012             -6.01068786925e-009
   7.068315850495e-012             -5.84327373661e-009
   8.835394813119e-012             -5.76427731861e-009
   1.060247377574e-011             -5.95492719689e-009
   1.236955273837e-011             -6.22060397897e-009
   1.413663170099e-011             -6.25736311619e-009
   1.590371066361e-011             -6.20946238893e-009
   1.767078962624e-011             -6.18657073299e-009
   1.943786858886e-011             -6.25749538681e-009
   2.120494755149e-011             -6.38981779838e-009
   2.297202651411e-011             -6.50705531176e-009
   2.473910547673e-011             -6.53306982586e-009
   2.650618443936e-011             -6.52520988075e-009
   2.827326340198e-011             -6.37737939804e-009
   3.004034236460e-011             -6.53952720619e-009
   3.180742132723e-011             -6.62013800803e-009
   3.357450028985e-011             -6.70911147638e-009
   3.534157925248e-011             -6.71226069562e-009
   3.710865821510e-011             -6.86636325575e-009
   3.887573717772e-011             -6.90770084821e-009
   4.064281614035e-011             -6.84056040565e-009
   4.240989510297e-011             -6.82502581836e-009
   4.417697406560e-011             -6.95819504101e-009
   4.594405302822e-011             -6.92040378979e-009
   4.771113199084e-011             -7.16787297058e-009
   4.947821095347e-011             -7.03822357301e-009
   5.124528991609e-011             -7.19394036192e-009
   5.301236887871e-011             -7.21037479260e-009
   5.477944784134e-011             -7.08302780319e-009
   5.654652680396e-011             -6.95925351610e-009
   5.831360576659e-011             -6.81774814309e-009
   6.008068472921e-011             -6.67573973856e-009
   6.184776369183e-011             -6.73390872862e-009
   6.361484265446e-011             -6.56249841058e-009
   6.538192161708e-011             -6.50425002714e-009
   6.714900057971e-011             -6.55013940362e-009
   6.891607954233e-011             -6.46434167067e-009
   7.068315850495e-011             -6.50319155205e-009
   7.245023746758e-011             -6.43356355347e-009
   7.421731643020e-011             -6.54878971608e-009
   7.598439539282e-011             -6.53227589201e-009
   7.775147435545e-011             -6.45772550357e-009
   7.951855331807e-011             -6.43875048458e-009
   8.128563228070e-011             -6.49419358340e-009
   8.305271124332e-011             -6.62418707066e-009
   8.481979020594e-011             -6.82716943975e-009
   8.658686916857e-011             -6.86874505730e-009
   8.835394813119e-011             -6.90039665679e-009
   9.012102709382e-011             -6.92868706291e-009
   9.188810605644e-011             -6.94438059204e-009
   9.365518501906e-011             -6.98966118253e-009
   9.542226398169e-011             -7.02570577928e-009
   9.718934294431e-011             -7.11526151747e-009
   9.895642190693e-011             -7.15937787840e-009
   1.007235008696e-010             -7.22739149312e-009
   1.024905798322e-010             -7.48166198887e-009
   1.042576587948e-010             -7.48690195227e-009
   1.060247377574e-010             -7.57161469398e-009
   1.077918167201e-010             -7.80304641102e-009
   1.095588956827e-010             -7.99605172975e-009
   1.113259746453e-010             -7.96614693979e-009
   1.130930536079e-010             -7.93417792182e-009
   1.148601325705e-010             -7.77150087612e-009
   1.166272115332e-010             -7.83170742297e-009
   1.183942904958e-010             -8.05692009490e-009
   1.201613694584e-010             -7.98443393447e-009
   1.219284484210e-010             -7.87595605452e-009
   1.236955273837e-010             -7.94420784940e-009
   1.254626063463e-010             -7.87762331560e-009
   1.272296853089e-010             -7.54599714680e-009
   1.289967642715e-010             -6.99386903193e-009
   1.307638432342e-010             -6.95263750407e-009
   1.325309221968e-010             -6.89348943231e-009
   1.342980011594e-010             -6.91455504039e-009
   1.360650801220e-010             -6.98248941680e-009
   1.378321590847e-010             -7.31795282916e-009
   1.395992380473e-010             -7.20968676829e-009
   1.413663170099e-010             -7.24644590550e-009
   1.431333959725e-010             -7.33782769154e-009
   1.449004749352e-010             -7.51296949867e-009
   1.466675538978e-010             -7.41907364047e-009
   1.484346328604e-010             -7.40983749167e-009
   1.502017118230e-010             -7.49685264154e-009
   1.519687907856e-010             -7.71843957884e-009
   1.537358697483e-010             -7.79351920483e-009
   1.555029487109e-010             -8.06308626277e-009
   1.572700276735e-010             -8.25791762936e-009
   1.590371066361e-010             -8.16103118361e-009
   1.608041855988e-010             -8.32677821024e-009
   1.625712645614e-010             -8.20543860193e-009
   1.643383435240e-010             -8.24235652592e-009
   1.661054224866e-010             -8.09820465506e-009
   1.678725014493e-010             -8.30663865155e-009
   1.696395804119e-010             -8.27924793376e-009
   1.714066593745e-010             -8.33217696041e-009
   1.731737383371e-010             -8.46214393152e-009
   1.749408172998e-010             -8.41000883872e-009
   1.767078962624e-010             -8.39653847943e-009
   1.784749752250e-010             -8.24280637008e-009
   1.802420541876e-010             -8.35557149281e-009
   1.820091331503e-010             -8.39574454558e-009
   1.837762121129e-010             -8.27099102172e-009
   1.855432910755e-010             -8.04744576594e-009
   1.873103700381e-010             -8.13154987672e-009
   1.890774490007e-010             -8.20154832607e-009
   1.908445279634e-010             -8.32585185070e-009
   1.926116069260e-010             -8.18656949247e-009
   1.943786858886e-010             -8.32916001178e-009
   1.961457648512e-010             -8.21573322582e-009
   1.979128438139e-010             -7.92830281133e-009
   1.996799227765e-010             -8.04053854146e-009
   2.014470017391e-010             -8.05752872583e-009
   2.032140807017e-010             -8.18000620261e-009
   2.049811596644e-010             -8.03416055451e-009
   2.067482386270e-010             -7.93431019244e-009
   2.085153175896e-010             -7.96437376917e-009
   2.102823965522e-010             -8.16407464839e-009
   2.120494755149e-010             -8.23206190203e-009
   2.138165544775e-010             -8.33715222751e-009
   2.155836334401e-010             -8.42186496922e-009
   2.173507124027e-010             -8.34935229264e-009
   2.191177913654e-010             -8.24812572687e-009
   2.208848703280e-010             -8.27374342911e-009
   2.226519492906e-010             -8.39751771620e-009
   2.244190282532e-010             -8.68550388438e-009
   2.261861072158e-010             -8.83928887097e-009
   2.279531861785e-010             -8.96226922421e-009
   2.297202651411e-010             -9.15527454295e-009
   2.314873441037e-010             -9.00794693669e-009
   2.332544230663e-010             -9.11250802462e-009
   2.350215020290e-010             -9.09572950426e-009
   2.367885809916e-010             -9.08440276636e-009
   2.385556599542e-010             -8.95470049156e-009
   2.403227389168e-010             -9.03986307742e-009
   2.420898178795e-010             -9.09922281319e-009
   2.438568968421e-010             -9.15768286064e-009
   2.456239758047e-010             -9.18142148273e-009
   2.473910547673e-010             -9.18150087612e-009
   2.491581337300e-010             -9.10964986277e-009
   2.509252126926e-010             -8.95004264293e-009
   2.526922916552e-010             -8.95501806510e-009
   2.544593706178e-010             -8.69590441781e-009
