# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -8.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-003 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      2.728e+001, 4.960e-001 [nm]
#                      end        1.662e+001, 1.798e+000 [nm]
# 
# 
#            Position                              I(r)
# -------------------             ---------------------
   0.00000000000e+000             -2.5862315743770e-008
   1.07431885397e-011             -2.5831431717037e-008
   2.14863770794e-011             -2.5649938439114e-008
   3.22295656192e-011             -2.5779111476376e-008
   4.29727541589e-011             -2.5685294856487e-008
   5.37159426986e-011             -2.5717872660454e-008
   6.44591312383e-011             -2.5667510738265e-008
   7.52023197780e-011             -2.5811503977423e-008
   8.59455083178e-011             -2.5728035013723e-008
   9.66886968575e-011             -2.5830134906728e-008
   1.07431885397e-010             -2.5591398998279e-008
   1.18175073937e-010             -2.5786468545023e-008
   1.28918262477e-010             -2.5900795019306e-008
   1.39661451016e-010             -2.5638690939540e-008
   1.50404639556e-010             -2.5864882693172e-008
   1.61147828096e-010             -2.5821269363767e-008
   1.71891016636e-010             -2.5661979717471e-008
   1.82634205175e-010             -2.5593172168897e-008
   1.93377393715e-010             -2.5727690924034e-008
   2.04120582255e-010             -2.5586741304719e-008
   2.14863770794e-010             -2.5641469708012e-008
   2.25606959334e-010             -2.5729808184342e-008
   2.36350147874e-010             -2.5665023182248e-008
   2.47093336414e-010             -2.5776650281443e-008
   2.57836524953e-010             -2.5636891407837e-008
   2.68579713493e-010             -2.5611406131278e-008
   2.79322902033e-010             -2.5782551753012e-008
   2.90066090572e-010             -2.5792370171657e-008
   3.00809279112e-010             -2.5791311541503e-008
   3.11552467652e-010             -2.5726844112949e-008
   3.22295656192e-010             -2.5666822713951e-008
   3.33038844731e-010             -2.5781784335313e-008
   3.43782033271e-010             -2.5624214982400e-008
   3.54525221811e-010             -2.5583247995782e-008
   3.65268410351e-010             -2.5879120625223e-008
   3.76011598890e-010             -2.5832225650886e-008
   3.86754787430e-010             -2.5735286327901e-008
   3.97497975970e-010             -2.5543260090868e-008
   4.08241164509e-010             -2.5678731721689e-008
   4.18984353049e-010             -2.5531271689746e-008
   4.29727541589e-010             -2.5620298190389e-008
   4.40470730129e-010             -2.5798615732916e-008
   4.51213918668e-010             -2.5788850346571e-008
   4.61957107208e-010             -2.5783345686861e-008
   4.72700295748e-010             -2.5593225046132e-008
   4.83443484287e-010             -2.5710621346276e-008
   4.94186672827e-010             -2.5864776938703e-008
   5.04929861367e-010             -2.5758813130922e-008
   5.15673049907e-010             -2.5766540805409e-008
   5.26416238446e-010             -2.6004588689544e-008
   5.37159426986e-010             -2.5575970165455e-008
   5.47902615526e-010             -2.5777603002062e-008
   5.58645804066e-010             -2.5801262230768e-008
   5.69388992605e-010             -2.5686009396951e-008
   5.80132181145e-010             -2.5802267828622e-008
   5.90875369685e-010             -2.5783822047171e-008
   6.01618558224e-010             -2.5767387616493e-008
   6.12361746764e-010             -2.5594680643210e-008
   6.23104935304e-010             -2.5735471475756e-008
   6.33848123844e-010             -2.5698632945153e-008
   6.44591312383e-010             -2.5710780133046e-008
   6.55334500923e-010             -2.5635197630604e-008
   6.66077689463e-010             -2.5722398083394e-008
   6.76820878002e-010             -2.5702840794554e-008
   6.87564066542e-010             -2.5656739754067e-008
   6.98307255082e-010             -2.5678917024609e-008
   7.09050443622e-010             -2.5742299306859e-008
   7.19793632161e-010             -2.5851438850036e-008
   7.30536820701e-010             -2.5851518243421e-008
   7.41280009241e-010             -2.5830293693498e-008
   7.52023197780e-010             -2.5638188218146e-008
   7.62766386320e-010             -2.5884122408473e-008
   7.73509574860e-010             -2.5747539270263e-008
   7.84252763400e-010             -2.5587932205492e-008
   7.94995951939e-010             -2.5818067112221e-008
   8.05739140479e-010             -2.5867238133635e-008
   8.16482329019e-010             -2.5789512009800e-008
   8.27225517559e-010             -2.5547706120424e-008
   8.37968706098e-010             -2.5666611049947e-008
   8.48711894638e-010             -2.5708557118268e-008
   8.59455083178e-010             -2.5729358185117e-008
   8.70198271717e-010             -2.5671586317046e-008
   8.80941460257e-010             -2.5712024066120e-008
   8.91684648797e-010             -2.5653564018670e-008
   9.02427837337e-010             -2.5524179317403e-008
   9.13171025876e-010             -2.5688973468343e-008
   9.23914214416e-010             -2.5738620850067e-008
   9.34657402956e-010             -2.5840482562918e-008
   9.45400591495e-010             -2.5694425095753e-008
   9.56143780035e-010             -2.5938983237451e-008
   9.66886968575e-010             -2.5729570004187e-008
   9.77630157115e-010             -2.5816664547442e-008
   9.88373345654e-010             -2.5755928607980e-008
   9.99116534194e-010             -2.5672777217820e-008
   1.00985972273e-009             -2.5741584766394e-008
   1.02060291127e-009             -2.5906008466560e-008
   1.03134609981e-009             -2.5679472778303e-008
   1.04208928835e-009             -2.5458520988075e-008
   1.05283247689e-009             -2.5631016297353e-008
   1.06357566543e-009             -2.5633001131976e-008
   1.07431885397e-009             -2.5776491494674e-008
   1.08506204251e-009             -2.5699903239312e-008
   1.09580523105e-009             -2.5602858161857e-008
   1.10654841959e-009             -2.5654410829754e-008
   1.11729160813e-009             -2.5579728170696e-008
   1.12803479667e-009             -2.5632471894432e-008
   1.13877798521e-009             -2.5814256229745e-008
   1.14952117375e-009             -2.5834554420134e-008
   1.16026436229e-009             -2.5751456062274e-008
   1.17100755083e-009             -2.5753679077052e-008
   1.18175073937e-009             -2.5751958938734e-008
   1.19249392791e-009             -2.5787765355332e-008
   1.20323711645e-009             -2.5753334987362e-008
   1.21398030499e-009             -2.5638585185070e-008
   1.22472349353e-009             -2.5752170602738e-008
   1.23546668207e-009             -2.5898386701608e-008
   1.24620987061e-009             -2.5867317527020e-008
   1.25695305915e-009             -2.5621727271318e-008
   1.26769624769e-009             -2.5478210547535e-008
   1.27843943623e-009             -2.5620456977159e-008
   1.28918262477e-009             -2.5638267611531e-008
   1.29992581331e-009             -2.5709668625657e-008
   1.31066900185e-009             -2.5730946052815e-008
   1.32141219039e-009             -2.5506818527191e-008
   1.33215537893e-009             -2.5565357968026e-008
   1.34289856747e-009             -2.5633133402596e-008
   1.35364175600e-009             -2.5655919304067e-008
   1.36438494454e-009             -2.5748333204112e-008
   1.37512813308e-009             -2.5751270759354e-008
   1.38587132162e-009             -2.5783583867016e-008
   1.39661451016e-009             -2.5643983935245e-008
   1.40735769870e-009             -2.5718004931074e-008
   1.41810088724e-009             -2.5758072229372e-008
   1.42884407578e-009             -2.5689185132348e-008
   1.43958726432e-009             -2.5755002248445e-008
   1.45033045286e-009             -2.5815394253284e-008
   1.46107364140e-009             -2.5788400502411e-008
   1.47181682994e-009             -2.5694345702368e-008
   1.48256001848e-009             -2.5635938687218e-008
   1.49330320702e-009             -2.5625564669944e-008
   1.50404639556e-009             -2.5736503589759e-008
   1.51478958410e-009             -2.5643825148475e-008
   1.52553277264e-009             -2.5741822946549e-008
   1.53627596118e-009             -2.5746745336414e-008
   1.54701914972e-009             -2.5661185783622e-008
   1.55776233826e-009             -2.5555460311061e-008
   1.56850552680e-009             -2.5940094744840e-008
   1.57924871534e-009             -2.5881052582611e-008
   1.58999190388e-009             -2.5643269394781e-008
   1.60073509242e-009             -2.5878220781839e-008
   1.61147828096e-009             -2.5504833692568e-008
   1.62222146950e-009             -2.5944752438400e-008
   1.63296465804e-009             -2.5583565569322e-008
   1.64370784658e-009             -2.5756801935214e-008
   1.65445103512e-009             -2.5821401634387e-008
   1.66519422366e-009             -2.5810577617888e-008
   1.67593741220e-009             -2.5803511606631e-008
   1.68668060074e-009             -2.5624373769170e-008
   1.69742378928e-009             -2.5610903254819e-008
   1.70816697782e-009             -2.5775115290980e-008
   1.71891016636e-009             -2.5654807796679e-008
   1.72965335490e-009             -2.5646259827257e-008
   1.74039654343e-009             -2.5687279691110e-008
   1.75113973197e-009             -2.5676720370916e-008
   1.76188292051e-009             -2.5574117756517e-008
   1.77262610905e-009             -2.5554904557366e-008
   1.78336929759e-009             -2.5794222580595e-008
   1.79411248613e-009             -2.5894496425747e-008
   1.80485567467e-009             -2.5701491107011e-008
   1.81559886321e-009             -2.5859245762843e-008
   1.82634205175e-009             -2.5725494425406e-008
   1.83708524029e-009             -2.5932128890198e-008
   1.84782842883e-009             -2.5647318457411e-008
   1.85857161737e-009             -2.5596083207989e-008
   1.86931480591e-009             -2.5635515204143e-008
   1.88005799445e-009             -2.5799594969685e-008
   1.89080118299e-009             -2.5797133774752e-008
   1.90154437153e-009             -2.5684209865248e-008
   1.91228756007e-009             -2.5580654375165e-008
   1.92303074861e-009             -2.5578431360387e-008
   1.93377393715e-009             -2.5523147203399e-008
   1.94451712569e-009             -2.5601587867698e-008
   1.95526031423e-009             -2.5818225898991e-008
   1.96600350277e-009             -2.5631677960582e-008
   1.97674669131e-009             -2.5565516754795e-008
   1.98748987985e-009             -2.5663991068244e-008
   1.99823306839e-009             -2.5855620183287e-008
   2.00897625693e-009             -2.5743013847323e-008
   2.01971944547e-009             -2.5699612181922e-008
   2.03046263401e-009             -2.5769134270961e-008
   2.04120582255e-009             -2.5688391198499e-008
   2.05194901109e-009             -2.5857552140675e-008
   2.06269219963e-009             -2.5759660097071e-008
   2.07343538817e-009             -2.5841911643846e-008
   2.08417857671e-009             -2.5781175704384e-008
   2.09492176525e-009             -2.5745845648095e-008
   2.10566495379e-009             -2.5771277892354e-008
   2.11640814233e-009             -2.5586106157639e-008
   2.12715133086e-009             -2.5616196250523e-008
   2.13789451940e-009             -2.5635541720293e-008
   2.14863770794e-009             -2.5629481306890e-008
   2.15938089648e-009             -2.5485885189722e-008
   2.17012408502e-009             -2.5695854176681e-008
   2.18086727356e-009             -2.5624029679480e-008
   2.19161046210e-009             -2.5539422847307e-008
   2.20235365064e-009             -2.5669627998573e-008
   2.21309683918e-009             -2.5831246414117e-008
   2.22384002772e-009             -2.5844743289553e-008
   2.23458321626e-009             -2.5679816712928e-008
   2.24532640480e-009             -2.5681695793081e-008
   2.25606959334e-009             -2.5672009800121e-008
   2.26681278188e-009             -2.5733830730822e-008
   2.27755597042e-009             -2.5572741552823e-008
   2.28829915896e-009             -2.5667537254415e-008
   2.29904234750e-009             -2.5782922358852e-008
   2.30978553604e-009             -2.5812086092202e-008
   2.32052872458e-009             -2.5696012963451e-008
   2.33127191312e-009             -2.5641099257238e-008
   2.34201510166e-009             -2.5610109320969e-008
   2.35275829020e-009             -2.5763788553087e-008
   2.36350147874e-009             -2.5628475709036e-008
   2.37424466728e-009             -2.5631519173813e-008
   2.38498785582e-009             -2.5688867558808e-008
   2.39573104436e-009             -2.5603969669246e-008
   2.40647423290e-009             -2.5605636930329e-008
   2.41721742144e-009             -2.5663091224860e-008
   2.42796060998e-009             -2.5715490858906e-008
   2.43870379852e-009             -2.5896719440525e-008
   2.44944698706e-009             -2.5763444463397e-008
   2.46019017560e-009             -2.5627867078106e-008
   2.47093336414e-009             -2.5533759400828e-008
   2.48167655268e-009             -2.5788612166416e-008
   2.49241974122e-009             -2.5624929522864e-008
   2.50316292976e-009             -2.5677567337065e-008
   2.51390611829e-009             -2.5691355269891e-008
   2.52464930683e-009             -2.5681245793856e-008
   2.53539249537e-009             -2.5712341639659e-008
   2.54613568391e-009             -2.5586106157639e-008
   2.55687887245e-009             -2.5559826947231e-008
   2.56762206099e-009             -2.5529763215432e-008
   2.57836524953e-009             -2.5502690071175e-008
   2.58910843807e-009             -2.5534579850827e-008
   2.59985162661e-009             -2.5682674874785e-008
   2.61059481515e-009             -2.5533494704523e-008
   2.62133800369e-009             -2.5520421312162e-008
   2.63208119223e-009             -2.5555275008141e-008
   2.64282438077e-009             -2.5725785482796e-008
   2.65356756931e-009             -2.5764053094326e-008
   2.66431075785e-009             -2.5775776954209e-008
   2.67505394639e-009             -2.5669442695654e-008
   2.68579713493e-009             -2.5715041014747e-008
   2.69654032347e-009             -2.5853211865589e-008
   2.70728351201e-009             -2.5653669928205e-008
   2.71802670055e-009             -2.5890341608646e-008
   2.72876988909e-009             -2.5764344306781e-008
   2.73951307763e-009             -2.5634456729055e-008
   2.75025626617e-009             -2.5661529873312e-008
   2.76099945471e-009             -2.5610188714354e-008
   2.77174264325e-009             -2.5622812262556e-008
   2.78248583179e-009             -2.5595977298454e-008
   2.79322902033e-009             -2.5723641861403e-008
   2.80397220887e-009             -2.5641152134473e-008
   2.81471539741e-009             -2.5755478608755e-008
   2.82545858595e-009             -2.5680134286467e-008
   2.83620177449e-009             -2.5723588984168e-008
   2.84694496303e-009             -2.5682489726930e-008
   2.85768815157e-009             -2.5628237528881e-008
   2.86843134011e-009             -2.5826244630867e-008
   2.87917452865e-009             -2.5704719874707e-008
   2.88991771719e-009             -2.5627787684721e-008
   2.90066090572e-009             -2.5688867558808e-008
   2.91140409426e-009             -2.5868720091799e-008
   2.92214728280e-009             -2.5813515173130e-008
   2.93289047134e-009             -2.5659386251919e-008
   2.94363365988e-009             -2.5708768937338e-008
   2.95437684842e-009             -2.5689343919118e-008
   2.96512003696e-009             -2.5632762951821e-008
   2.97586322550e-009             -2.5682277907860e-008
   2.98660641404e-009             -2.5580813161935e-008
   2.99734960258e-009             -2.5613523236521e-008
   3.00809279112e-009             -2.5618895625611e-008
   3.01883597966e-009             -2.5531589263285e-008
   3.02957916820e-009             -2.5827673711796e-008
   3.04032235674e-009             -2.5542254493014e-008
   3.05106554528e-009             -2.5786838995798e-008
   3.06180873382e-009             -2.5682410333545e-008
   3.07255192236e-009             -2.5626120423638e-008
   3.08329511090e-009             -2.6044047201848e-008
   3.09403829944e-009             -2.5905267565011e-008
   3.10478148798e-009             -2.5583168602397e-008
   3.11552467652e-009             -2.5703661244553e-008
   3.12626786506e-009             -2.5915588705050e-008
   3.13701105360e-009             -2.5617572299152e-008
   3.14775424214e-009             -2.5746560188559e-008
   3.15849743068e-009             -2.5792528958427e-008
   3.16924061922e-009             -2.5806607948642e-008
   3.17998380776e-009             -2.5663594101320e-008
   3.19072699630e-009             -2.5732798616818e-008
   3.20147018484e-009             -2.5741214315620e-008
   3.21221337338e-009             -2.5750820915195e-008
   3.22295656192e-009             -2.5657083843756e-008
   3.23369975046e-009             -2.5515763618602e-008
   3.24444293900e-009             -2.5720863092931e-008
   3.25518612754e-009             -2.5563717223092e-008
   3.26592931608e-009             -2.5586714788569e-008
   3.27667250462e-009             -2.5634192032750e-008
   3.28741569315e-009             -2.5814970770209e-008
   3.29815888169e-009             -2.5897672161144e-008
   3.30890207023e-009             -2.5732983919738e-008
   3.31964525877e-009             -2.5590869760734e-008
   3.33038844731e-009             -2.5619371985920e-008
   3.34113163585e-009             -2.5896666563290e-008
   3.35187482439e-009             -2.5486705639722e-008
   3.36261801293e-009             -2.5638929119695e-008
   3.37336120147e-009             -2.5799621330770e-008
   3.38410439001e-009             -2.5668304672115e-008
   3.39484757855e-009             -2.5600820294934e-008
   3.40559076709e-009             -2.5600529237544e-008
   3.41633395563e-009             -2.5575890772070e-008
   3.42707714417e-009             -2.5831325807502e-008
   3.43782033271e-009             -2.5687967870490e-008
   3.44856352125e-009             -2.5609685992960e-008
   3.45930670979e-009             -2.5803776302935e-008
   3.47004989833e-009             -2.5624294375785e-008
   3.48079308687e-009             -2.5582321636248e-008
   3.49153627541e-009             -2.5671189350122e-008
   3.50227946395e-009             -2.5908549054878e-008
   3.51302265249e-009             -2.5909845865186e-008
   3.52376584103e-009             -2.5919425948611e-008
   3.53450902957e-009             -2.5641363953542e-008
   3.54525221811e-009             -2.5742246429624e-008
   3.55599540665e-009             -2.5983046566081e-008
   3.56673859519e-009             -2.5759210097846e-008
   3.57748178373e-009             -2.5736741769914e-008
   3.58822497227e-009             -2.5841223464467e-008
   3.59896816081e-009             -2.5747565786413e-008
   3.60971134935e-009             -2.5718613717068e-008
   3.62045453789e-009             -2.5586053125339e-008
   3.63119772643e-009             -2.5651579184047e-008
   3.64194091497e-009             -2.5540957682706e-008
   3.65268410351e-009             -2.5624109072865e-008
   3.66342729204e-009             -2.5630963420118e-008
   3.67417048058e-009             -2.5738938423607e-008
   3.68491366912e-009             -2.5605134053870e-008
   3.69565685766e-009             -2.5588514320272e-008
   3.70640004620e-009             -2.5734651180822e-008
   3.71714323474e-009             -2.5779429049915e-008
   3.72788642328e-009             -2.5886662996790e-008
   3.73862961182e-009             -2.5773712726201e-008
   3.74937280036e-009             -2.5686565150646e-008
   3.76011598890e-009             -2.5724224131247e-008
   3.77085917744e-009             -2.5875997767061e-008
   3.78160236598e-009             -2.5716972817070e-008
   3.79234555452e-009             -2.5653775682675e-008
   3.80308874306e-009             -2.5731343019740e-008
   3.81383193160e-009             -2.5593569135822e-008
   3.82457512014e-009             -2.5697124470840e-008
   3.83531830868e-009             -2.5552549116904e-008
   3.84606149722e-009             -2.5550934888120e-008
   3.85680468576e-009             -2.5804120392625e-008
   3.86754787430e-009             -2.5635700507063e-008
   3.87829106284e-009             -2.5521903270325e-008
   3.88903425138e-009             -2.5888277380639e-008
   3.89977743992e-009             -2.5600767417699e-008
   3.91052062846e-009             -2.5619848346230e-008
   3.92126381700e-009             -2.5731872412349e-008
   3.93200700554e-009             -2.5932922824048e-008
   3.94275019408e-009             -2.5870228566112e-008
   3.95349338262e-009             -2.5908072694568e-008
   3.96423657116e-009             -2.5745210501016e-008
   3.97497975970e-009             -2.5846569337406e-008
   3.98572294824e-009             -2.6022902045310e-008
   3.99646613678e-009             -2.5656475057762e-008
   4.00720932532e-009             -2.5685665462327e-008
   4.01795251386e-009             -2.5740023414846e-008
   4.02869570240e-009             -2.5731501806510e-008
   4.03943889094e-009             -2.5721021879700e-008
   4.05018207947e-009             -2.5702576253315e-008
   4.06092526801e-009             -2.5616725488068e-008
   4.07166845655e-009             -2.5720095675231e-008
   4.08241164509e-009             -2.5633900975360e-008
   4.09315483363e-009             -2.5519283288623e-008
   4.10389802217e-009             -2.5708266060879e-008
   4.11464121071e-009             -2.5534050458218e-008
   4.12538439925e-009             -2.5604472390640e-008
   4.13612758779e-009             -2.5814070926825e-008
   4.14687077633e-009             -2.5754684674906e-008
   4.15761396487e-009             -2.5802770705081e-008
   4.16835715341e-009             -2.5890024035107e-008
   4.17910034195e-009             -2.5897037014064e-008
   4.18984353049e-009             -2.5726261843105e-008
   4.20058671903e-009             -2.5891003116811e-008
   4.21132990757e-009             -2.5626517390563e-008
   4.22207309611e-009             -2.5712659213199e-008
   4.23281628465e-009             -2.5820475429918e-008
   4.24355947319e-009             -2.5863109677619e-008
   4.25430266173e-009             -2.5798351036611e-008
   4.26504585027e-009             -2.5594918823365e-008
   4.27578903881e-009             -2.5739891144226e-008
   4.28653222735e-009             -2.5766752469413e-008
   4.29727541589e-009             -2.5701464745926e-008
   4.30801860443e-009             -2.5572159282978e-008
   4.31876179297e-009             -2.6064398269472e-008
   4.32950498151e-009             -2.5706360619641e-008
   4.34024817005e-009             -2.5683389415249e-008
   4.35099135859e-009             -2.5830425964118e-008
   4.36173454713e-009             -2.6020096760688e-008
   4.37247773567e-009             -2.5799277396145e-008
   4.38322092421e-009             -2.5968279396486e-008
   4.39396411275e-009             -2.5811053978198e-008
   4.40470730129e-009             -2.5704428662252e-008
   4.41545048983e-009             -2.6016974057591e-008
   4.42619367837e-009             -2.5655390066523e-008
   4.43693686690e-009             -2.5783557505931e-008
   4.44768005544e-009             -2.5732163469739e-008
   4.45842324398e-009             -2.5865756020407e-008
   4.46916643252e-009             -2.5726182449720e-008
   4.47990962106e-009             -2.5551570035200e-008
   4.49065280960e-009             -2.5666161050722e-008
   4.50139599814e-009             -2.6009299260339e-008
   4.51213918668e-009             -2.5624532555940e-008
   4.52288237522e-009             -2.5626702538417e-008
   4.53362556376e-009             -2.6012131061111e-008
   4.54436875230e-009             -2.5755319821985e-008
   4.55511194084e-009             -2.5660603513778e-008
   4.56585512938e-009             -2.5855090945743e-008
   4.57659831792e-009             -2.5803432213246e-008
   4.58734150646e-009             -2.5844663896168e-008
   4.59808469500e-009             -2.5950680581184e-008
   4.60882788354e-009             -2.5792740622432e-008
   4.61957107208e-009             -2.5774665446820e-008
   4.63031426062e-009             -2.5981908542542e-008
   4.64105744916e-009             -2.5933557971127e-008
   4.65180063770e-009             -2.5866020716711e-008
   4.66254382624e-009             -2.6015783156817e-008
   4.67328701478e-009             -2.5886424816635e-008
   4.68403020332e-009             -2.5771542588659e-008
   4.69477339186e-009             -2.5747936237188e-008
   4.70551658040e-009             -2.5754049527826e-008
   4.71625976894e-009             -2.5851332940501e-008
   4.72700295748e-009             -2.5747909876103e-008
   4.73774614602e-009             -2.5632789467971e-008
   4.74848933456e-009             -2.5845484346168e-008
   4.75923252310e-009             -2.5726711842330e-008
   4.76997571164e-009             -2.5629296159035e-008
   4.78071890018e-009             -2.5913762657197e-008
   4.79146208872e-009             -2.6003741723395e-008
   4.80220527726e-009             -2.5862950890850e-008
   4.81294846580e-009             -2.5871366589651e-008
   4.82369165433e-009             -2.5895343391896e-008
   4.83443484287e-009             -2.5875971405976e-008
   4.84517803141e-009             -2.5900080478841e-008
   4.85592121995e-009             -2.5837465614291e-008
   4.86666440849e-009             -2.5844822682938e-008
   4.87740759703e-009             -2.6000989471073e-008
   4.88815078557e-009             -2.5848924622804e-008
   4.89889397411e-009             -2.5781625548543e-008
   4.90963716265e-009             -2.5743860813472e-008
   4.92038035119e-009             -2.5702602614399e-008
   4.93112353973e-009             -2.5785436431019e-008
   4.94186672827e-009             -2.5787209601637e-008
   4.95260991681e-009             -2.5614184899750e-008
   4.96335310535e-009             -2.5989239250105e-008
   4.97409629389e-009             -2.5720889609081e-008
   4.98483948243e-009             -2.5694927972212e-008
   4.99558267097e-009             -2.5867396920405e-008
   5.00632585951e-009             -2.6010913644187e-008
   5.01706904805e-009             -2.5873986571353e-008
   5.02781223659e-009             -2.6052621687420e-008
   5.03855542513e-009             -2.6032349858115e-008
   5.04929861367e-009             -2.5918129293368e-008
   5.06004180221e-009             -2.5970317108344e-008
   5.07078499075e-009             -2.5908416784258e-008
   5.08152817929e-009             -2.5957455379987e-008
   5.09227136783e-009             -2.5896693079440e-008
   5.10301455637e-009             -2.5848818868334e-008
   5.11375774491e-009             -2.5749577137186e-008
   5.12450093345e-009             -2.5844557986633e-008
   5.13524412199e-009             -2.5690720122812e-008
   5.14598731053e-009             -2.5962563072772e-008
   5.15673049907e-009             -2.5850909457427e-008
   5.16747368761e-009             -2.5625987997953e-008
   5.17821687615e-009             -2.5924480764161e-008
   5.18896006469e-009             -2.5768419730497e-008
   5.19970325323e-009             -2.5697203864225e-008
   5.21044644176e-009             -2.5914397804277e-008
   5.22118963030e-009             -2.6037695731055e-008
   5.23193281884e-009             -2.6001333560762e-008
   5.24267600738e-009             -2.5984899130084e-008
   5.25341919592e-009             -2.5902673944394e-008
   5.26416238446e-009             -2.5954544340895e-008
   5.27490557300e-009             -2.6010648947883e-008
   5.28564876154e-009             -2.5831008233962e-008
   5.29639195008e-009             -2.6071332010110e-008
   5.30713513862e-009             -2.5956952658593e-008
   5.31787832716e-009             -2.5918976104452e-008
   5.32862151570e-009             -2.5923104560468e-008
   5.33936470424e-009             -2.5855302609747e-008
   5.35010789278e-009             -2.5775035897595e-008
   5.36085108132e-009             -2.5885048612942e-008
   5.37159426986e-009             -2.5938824450682e-008
   5.38233745840e-009             -2.5797160135837e-008
   5.39308064694e-009             -2.5854429282513e-008
   5.40382383548e-009             -2.5917282327219e-008
   5.41456702402e-009             -2.5702708523934e-008
   5.42531021256e-009             -2.5892035230815e-008
   5.43605340110e-009             -2.6064451301772e-008
   5.44679658964e-009             -2.5877770937679e-008
   5.45753977818e-009             -2.6012051667726e-008
   5.46828296672e-009             -2.5768472762797e-008
   5.47902615526e-009             -2.5920008218456e-008
   5.48976934380e-009             -2.5900662748686e-008
   5.50051253234e-009             -2.5818464079145e-008
   5.51125572088e-009             -2.6012528028036e-008
   5.52199890942e-009             -2.6043729628309e-008
   5.53274209796e-009             -2.5873801268433e-008
   5.54348528650e-009             -2.6012474995736e-008
   5.55422847504e-009             -2.5738832514072e-008
   5.56497166358e-009             -2.5842731938780e-008
   5.57571485212e-009             -2.5979288560840e-008
   5.58645804066e-009             -2.5767228829723e-008
   5.59720122919e-009             -2.5793931523206e-008
   5.60794441773e-009             -2.5809968986959e-008
   5.61868760627e-009             -2.5737297523609e-008
   5.62943079481e-009             -2.5743675510552e-008
   5.64017398335e-009             -2.5998051915831e-008
   5.65091717189e-009             -2.6056432569896e-008
   5.66166036043e-009             -2.5992547256121e-008
   5.67240354897e-009             -2.6048466715254e-008
   5.68314673751e-009             -2.5807507792027e-008
   5.69388992605e-009             -2.6024542790243e-008
   5.70463311459e-009             -2.5927444680488e-008
   5.71537630313e-009             -2.5854799733288e-008
   5.72611949167e-009             -2.5977250848982e-008
   5.73686268021e-009             -2.5889494642497e-008
   5.74760586875e-009             -2.5738726604537e-008
   5.75834905729e-009             -2.5866444199786e-008
   5.76909224583e-009             -2.5758177983842e-008
   5.77983543437e-009             -2.5747327606258e-008
   5.79057862291e-009             -2.5992282714882e-008
   5.80132181145e-009             -2.5904817565786e-008
   5.81206499999e-009             -2.5793878645971e-008
   5.82280818853e-009             -2.5888886011568e-008
   5.83355137707e-009             -2.5906431949635e-008
   5.84429456561e-009             -2.5805496441254e-008
   5.85503775415e-009             -2.5919293677992e-008
   5.86578094269e-009             -2.5968173486951e-008
   5.87652413123e-009             -2.6010966521422e-008
   5.88726731977e-009             -2.5924560157546e-008
   5.89801050831e-009             -2.5924586518631e-008
   5.90875369685e-009             -2.5922575322923e-008
   5.91949688539e-009             -2.6020811301152e-008
   5.93024007393e-009             -2.5897169439749e-008
