# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -2.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      3.920e+000, -3.538e+000 [nm]
#                      end        3.880e+000, -6.815e+000 [nm]
# 
# 
#             Position                                I(r)
# --------------------             -----------------------
   4.096172320621e-010             -1.057343573368641e-012
   4.128941699186e-010             -1.073673014155918e-012
   4.161711077751e-010             -1.062973515016530e-012
   4.194480456316e-010             -1.018370006766063e-012
   4.227249834881e-010             -1.120711506713325e-012
   4.260019213446e-010             -1.012790729987108e-012
   4.292788592010e-010             -1.239078458234262e-012
   4.325557970575e-010             -8.683559357501909e-013
   4.358327349140e-010             -1.236847668702115e-012
   4.391096727705e-010             -1.053565202385425e-012
   4.423866106270e-010             -1.170513537576214e-012
   4.456635484835e-010             -9.583751254531243e-013
   4.489404863400e-010             -1.238292385116258e-012
   4.522174241965e-010             -1.055643997310770e-012
   4.554943620530e-010             -1.200459545714220e-012
   4.587712999095e-010             -1.061958682338795e-012
   4.620482377660e-010             -1.255306569283671e-012
   4.653251756225e-010             -1.047454712132194e-012
   4.686021134790e-010             -1.276937397720296e-012
   4.718790513355e-010             -9.685434111182366e-013
   4.751559891920e-010             -1.244809729620018e-012
   4.784329270485e-010             -9.599979365580652e-013
   4.817098649050e-010             -1.344006937095266e-012
   4.849868027615e-010             -1.061375268696527e-012
   4.882637406180e-010             -1.224092404123261e-012
   4.915406784745e-010             -1.090129884765059e-012
   4.948176163310e-010             -1.270724042430139e-012
   4.980945541875e-010             -1.166658401640068e-012
   5.013714920440e-010             -1.088608403397985e-012
   5.046484299005e-010             -1.155552048250151e-012
   5.079253677570e-010             -1.238470479807056e-012
   5.112023056135e-010             -1.165112355488057e-012
   5.144792434700e-010             -1.279346281943240e-012
   5.177561813265e-010             -9.770627855944118e-013
   5.210331191830e-010             -1.395760333061637e-012
   5.243100570394e-010             -1.070504156898966e-012
   5.275869948959e-010             -1.290452635333158e-012
   5.308639327524e-010             -1.016873090183927e-012
   5.341408706089e-010             -1.433187853512204e-012
   5.374178084654e-010             -1.115107665149433e-012
   5.406947463219e-010             -1.161866733278175e-012
   5.439716841784e-010             -1.141453396995021e-012
   5.472486220349e-010             -1.340609320278583e-012
   5.505255598914e-010             -1.138284539738069e-012
   5.538024977479e-010             -1.270241958525738e-012
   5.570794356044e-010             -1.127684835037490e-012
   5.603563734609e-010             -1.347633313471681e-012
   5.636333113174e-010             -1.051460307376083e-012
   5.669102491739e-010             -1.332545929622812e-012
   5.701871870304e-010             -1.147083338642909e-012
   5.734641248869e-010             -1.219250070892434e-012
   5.767410627434e-010             -1.130981122116305e-012
   5.800180005999e-010             -1.304170532421755e-012
   5.832949384564e-010             -1.194626944590596e-012
   5.865718763129e-010             -1.250666895528580e-012
   5.898488141694e-010             -1.199014829300077e-012
   5.931257520259e-010             -1.160902565469374e-012
   5.964026898824e-010             -1.189835276228704e-012
   5.996796277389e-010             -1.246305110903095e-012
   6.029565655954e-010             -1.152940504551471e-012
   6.062335034519e-010             -1.364799492245895e-012
   6.095104413084e-010             -1.036170264051479e-012
   6.127873791649e-010             -1.281856495904052e-012
   6.160643170214e-010             -1.093401607058937e-012
   6.193412548778e-010             -1.384578750017848e-012
   6.226181927343e-010             -1.070757481243635e-012
   6.258951305908e-010             -1.245772362129761e-012
   6.291720684473e-010             -1.130043054391500e-012
   6.324490063038e-010             -1.377808081169419e-012
   6.357259441603e-010             -1.008151056232017e-012
   6.390028820168e-010             -1.197213923504339e-012
   6.422798198733e-010             -1.236543679488512e-012
   6.455567577298e-010             -1.188593219290296e-012
   6.488336955863e-010             -1.125351180468417e-012
   6.521106334428e-010             -1.234134795265568e-012
   6.553875712993e-010             -1.120229422808925e-012
   6.586645091558e-010             -1.164857495844329e-012
   6.619414470123e-010             -1.110188566965676e-012
   6.652183848688e-010             -1.310560447103651e-012
   6.684953227253e-010             -1.055441337835035e-012
   6.717722605818e-010             -1.274579178366285e-012
   6.750491984383e-010             -1.089369911731051e-012
   6.783261362948e-010             -1.286903023909673e-012
   6.816030741513e-010             -1.149415457912924e-012
   6.848800120078e-010             -1.140744088829947e-012
   6.881569498643e-010             -1.105851347125130e-012
   6.914338877208e-010             -1.148908809223585e-012
   6.947108255773e-010             -1.139374602069675e-012
   6.979877634338e-010             -1.163362114561252e-012
   7.012647012903e-010             -1.096723994221749e-012
   7.045416391468e-010             -1.288321640239820e-012
   7.078185770033e-010             -9.445036984586673e-013
   7.110955148597e-010             -1.213012150817340e-012
   7.143724527162e-010             -1.138943183034208e-012
   7.176493905727e-010             -1.124261118136810e-012
   7.209263284292e-010             -1.033964039304270e-012
   7.242032662857e-010             -1.279421511597112e-012
   7.274802041422e-010             -1.059371703425053e-012
   7.307571419987e-010             -1.094669764081341e-012
   7.340340798552e-010             -1.029476360155980e-012
   7.373110177117e-010             -1.167343145020204e-012
   7.405879555682e-010             -1.087872995148916e-012
   7.438648934247e-010             -1.158619575769235e-012
   7.471418312812e-010             -9.362883131960950e-013
   7.504187691377e-010             -1.222672252494055e-012
   7.536957069942e-010             -9.526945189363019e-013
   7.569726448507e-010             -1.067613188771621e-012
   7.602495827072e-010             -1.071620319314569e-012
   7.635265205637e-010             -1.199166823906879e-012
   7.668034584202e-010             -1.004626009593470e-012
   7.700803962767e-010             -1.078466217816869e-012
   7.733573341332e-010             -1.040684043283765e-012
   7.766342719897e-010             -1.038706578096287e-012
   7.799112098462e-010             -1.022324937141018e-012
   7.831881477027e-010             -1.056786259810369e-012
   7.864650855592e-010             -1.030388327796789e-012
   7.897420234157e-010             -1.050090820615812e-012
   7.930189612722e-010             -1.092868858285602e-012
   7.962958991287e-010             -1.056684930072501e-012
   7.995728369852e-010             -8.972886465095207e-013
   8.028497748417e-010             -1.123525709887741e-012
   8.061267126981e-010             -8.920148942432273e-013
   8.094036505546e-010             -1.074282527882182e-012
   8.126805884111e-010             -8.500735945603740e-013
   8.159575262676e-010             -1.065585058715210e-012
   8.192344641241e-010             -9.704947762217181e-013
   8.225114019806e-010             -1.034877542244137e-012
   8.257883398371e-010             -1.000188995314114e-012
   8.290652776936e-010             -8.683052708812570e-013
   8.323422155501e-010             -1.044081660100449e-012
   8.356191534066e-010             -1.018394571551000e-012
   8.388960912631e-010             -8.770795050011600e-013
   8.421730291196e-010             -9.718135981130562e-013
   8.454499669761e-010             -9.537339163989744e-013
   8.487269048326e-010             -1.032594552543998e-012
   8.520038426891e-010             -7.944650626578575e-013
   8.552807805456e-010             -1.062947414932534e-012
   8.585577184021e-010             -8.700555118080619e-013
   8.618346562586e-010             -9.196026830272230e-013
   8.651115941151e-010             -9.340068587950144e-013
   8.683885319716e-010             -9.807904917086943e-013
   8.716654698281e-010             -9.002809443747333e-013
   8.749424076846e-010             -8.889212666401469e-013
   8.782193455411e-010             -1.003815371690529e-012
   8.814962833976e-010             -8.922943186718926e-013
   8.847732212541e-010             -8.985061386629909e-013
   8.880501591106e-010             -8.882365232600111e-013
   8.913270969671e-010             -8.544860440547924e-013
   8.946040348236e-010             -9.516551214736291e-013
   8.978809726801e-010             -8.302697720034839e-013
   9.011579105365e-010             -9.616207476630061e-013
   9.044348483930e-010             -8.954125110599106e-013
   9.077117862495e-010             -8.914821454698929e-013
   9.109887241060e-010             -8.580110906933396e-013
   9.142656619625e-010             -8.687627900007201e-013
   9.175425998190e-010             -9.752618797986732e-013
   9.208195376755e-010             -7.718977017954862e-013
   9.240964755320e-010             -8.257053279022641e-013
   9.273734133885e-010             -8.505311136798371e-013
   9.306503512450e-010             -9.683653164274390e-013
   9.339272891015e-010             -8.226117002991837e-013
   9.372042269580e-010             -8.349616459265676e-013
   9.404811648145e-010             -9.031980125860746e-013
   9.437581026710e-010             -8.593805774536114e-013
   9.470350405275e-010             -8.633861726975005e-013
   9.503119783840e-010             -7.853883746234103e-013
   9.535889162405e-010             -9.037798909292843e-013
   9.568658540970e-010             -8.718303175198041e-013
   9.601427919535e-010             -8.258834225930618e-013
   9.634197298100e-010             -8.217503975273088e-013
   9.666966676665e-010             -9.184880559106788e-013
   9.699736055230e-010             -8.243112763570547e-013
   9.732505433795e-010             -7.482387433024497e-013
   9.765274812360e-010             -7.835368039587380e-013
   9.798044190925e-010             -8.458146749718158e-013
   9.830813569490e-010             -8.593299125846776e-013
   9.863582948055e-010             -8.298383529680172e-013
   9.896352326620e-010             -7.950239115151882e-013
   9.929121705184e-010             -8.283168716009439e-013
   9.961891083749e-010             -7.589152129559588e-013
   9.994660462314e-010             -8.431002662362098e-013
   1.002742984088e-009             -8.515198462735758e-013
   1.006019921944e-009             -7.250634040128726e-013
   1.009296859801e-009             -8.224858057763785e-013
   1.012573797657e-009             -7.674606875161303e-013
   1.015850735514e-009             -9.022338447772735e-013
   1.019127673370e-009             -6.256374369778928e-013
   1.022404611227e-009             -8.865123824172024e-013
   1.025681549083e-009             -7.987516176294706e-013
   1.028958486940e-009             -8.314611640729581e-013
   1.032235424796e-009             -7.318586376462392e-013
   1.035512362653e-009             -7.922588379106484e-013
   1.038789300509e-009             -8.309806154676160e-013
   1.042066238366e-009             -7.658117763271931e-013
   1.045343176222e-009             -7.013292158659647e-013
   1.048620114079e-009             -7.479854189577807e-013
   1.051897051935e-009             -7.491783463263135e-013
   1.055173989792e-009             -9.205668508360241e-013
   1.058450927648e-009             -5.619394143356093e-013
   1.061727865505e-009             -8.996729659475275e-013
   1.065004803361e-009             -6.768089546010532e-013
   1.068281741218e-009             -8.395260900277873e-013
   1.071558679074e-009             -6.672225472791508e-013
   1.074835616931e-009             -8.352901999251080e-013
   1.078112554787e-009             -6.904500867367203e-013
   1.081389492644e-009             -7.571910721131503e-013
   1.084666430500e-009             -8.124695147180677e-013
   1.087943368357e-009             -7.349261651653232e-013
   1.091220306213e-009             -7.746105752320337e-013
   1.094497244070e-009             -8.428469418915407e-013
   1.097774181926e-009             -6.995789749391600e-013
   1.101051119783e-009             -7.655584519825240e-013
   1.104328057639e-009             -6.166605433822546e-013
   1.107604995496e-009             -8.354928594008435e-013
   1.110881933352e-009             -6.876097834783091e-013
   1.114158871209e-009             -8.105672791844614e-013
   1.117435809065e-009             -6.490169710422639e-013
   1.120712746922e-009             -7.575457261956872e-013
   1.123989684778e-009             -7.987761824144082e-013
   1.127266622635e-009             -7.050047218122548e-013
   1.130543560491e-009             -7.060456545739860e-013
   1.133820498348e-009             -7.858182583598185e-013
   1.137097436204e-009             -7.133229721117533e-013
   1.140374374061e-009             -6.800039119420013e-013
   1.143651311917e-009             -7.851335149796826e-013
   1.146928249774e-009             -7.637329814018477e-013
   1.150205187630e-009             -7.201949706980498e-013
   1.153482125487e-009             -7.173040025707048e-013
   1.156759063343e-009             -7.609694430963666e-013
   1.160036001200e-009             -7.158577508575029e-013
   1.163312939056e-009             -6.410549101243608e-013
   1.166589876913e-009             -7.348509355114518e-013
   1.169866814769e-009             -7.624648243794437e-013
   1.173143752626e-009             -5.818461019294257e-013
   1.176420690482e-009             -8.269489201397306e-013
   1.179697628339e-009             -6.608587326812509e-013
   1.182974566195e-009             -7.644177247819837e-013
   1.186251504052e-009             -6.113361262470275e-013
   1.189528441908e-009             -7.143362694904297e-013
   1.192805379765e-009             -8.012618315902827e-013
   1.196082317621e-009             -7.257727121779460e-013
   1.199359255478e-009             -6.398880828398243e-013
   1.202636193334e-009             -7.342675218691835e-013
   1.205913131191e-009             -7.322900566817060e-013
   1.209190069047e-009             -7.359164330581208e-013
   1.212467006904e-009             -6.658039309490037e-013
   1.215743944760e-009             -7.286897803892873e-013
   1.219020882617e-009             -7.154785319900286e-013
   1.222297820473e-009             -7.521184440235337e-013
   1.225574758330e-009             -6.067455820618115e-013
   1.228851696186e-009             -7.891406455226305e-013
   1.232128634043e-009             -6.403947315291625e-013
   1.235405571899e-009             -6.901460975231174e-013
   1.238682509756e-009             -6.182587897022580e-013
   1.241959447612e-009             -8.455352505431504e-013
   1.245236385469e-009             -7.215383573743254e-013
   1.248513323325e-009             -6.492963954709292e-013
   1.251790261182e-009             -7.969752766186697e-013
   1.255067199038e-009             -7.078711251546622e-013
   1.258344136895e-009             -6.552548911173584e-013
   1.261621074751e-009             -7.193582327111124e-013
   1.264898012608e-009             -6.616693705841920e-013
   1.268174950464e-009             -7.706556448570782e-013
   1.271451888321e-009             -5.974155696826952e-013
   1.274728826177e-009             -8.018452452325511e-013
   1.278005764034e-009             -6.716349967735690e-013
   1.281282701890e-009             -7.049801570273172e-013
   1.284559639747e-009             -7.472761107927072e-013
   1.287836577603e-009             -7.043967433850489e-013
   1.291113515460e-009             -7.226790845748658e-013
   1.294390453316e-009             -5.774843173039412e-013
   1.297667391173e-009             -8.154618125832804e-013
   1.300944329029e-009             -8.105427143995238e-013
   1.304221266886e-009             -6.709763534774294e-013
   1.307498204742e-009             -7.156550913817677e-013
   1.310775142599e-009             -7.259508068687438e-013
   1.314052080455e-009             -7.843735419456754e-013
   1.317329018312e-009             -6.012430702357867e-013
   1.320605956168e-009             -8.027572128733598e-013
   1.323882894025e-009             -7.087830927954709e-013
   1.327159831881e-009             -7.129928828141540e-013
   1.330436769738e-009             -6.557108749377628e-013
   1.333713707594e-009             -6.820827068673467e-013
   1.336990645451e-009             -7.893939698672995e-013
   1.340267583307e-009             -6.774921626821307e-013
   1.343544521164e-009             -7.102539092936104e-013
   1.346821459020e-009             -7.044474082539827e-013
   1.350098396877e-009             -7.096459308664046e-013
   1.353375334733e-009             -6.436910186079781e-013
   1.356652272590e-009             -7.237691469064723e-013
   1.359929210446e-009             -6.978041692274175e-013
   1.363206148303e-009             -6.582210888985749e-013
   1.366483086159e-009             -6.973220853230170e-013
   1.369760024016e-009             -7.283596910916883e-013
   1.373036961872e-009             -7.162646051080322e-013
   1.376313899729e-009             -7.143362694904297e-013
   1.379590837585e-009             -6.667665634587463e-013
   1.382867775442e-009             -7.575963910646209e-013
   1.386144713298e-009             -6.897146784876506e-013
   1.389421651155e-009             -6.675280717918122e-013
   1.392698589011e-009             -6.794450630846707e-013
   1.395975526868e-009             -8.182253508887616e-013
   1.399252464724e-009             -6.350948791788729e-013
   1.402529402581e-009             -6.219358309476066e-013
   1.405806340437e-009             -7.953524655137288e-013
   1.409083278294e-009             -7.381472225902675e-013
   1.412360216150e-009             -6.814225282721484e-013
   1.415637154006e-009             -6.163319893837141e-013
   1.418914091863e-009             -7.220204412787261e-013
   1.422191029719e-009             -7.256468176551409e-013
   1.425467967576e-009             -6.990968910347593e-013
   1.428744905432e-009             -7.031285863626447e-013
   1.432021843289e-009             -6.744753000319802e-013
   1.435298781145e-009             -7.679934362894646e-013
   1.438575719002e-009             -5.724884541672546e-013
   1.441852656858e-009             -7.369803953057310e-013
   1.445129594715e-009             -6.612394868477839e-013
   1.448406532571e-009             -7.236171522996707e-013
   1.451683470428e-009             -7.311738942661033e-013
   1.454960408284e-009             -6.826661205096150e-013
   1.458237346141e-009             -7.233131630860679e-013
   1.461514283997e-009             -6.716104319886314e-013
   1.464791221854e-009             -7.466420322815051e-013
   1.468068159710e-009             -6.796983874293399e-013
   1.471345097567e-009             -7.210823735539211e-013
   1.474622035423e-009             -7.858950233127486e-013
   1.477898973280e-009             -7.379691278994699e-013
   1.481175911136e-009             -7.845516366364730e-013
   1.484452848993e-009             -6.264741749648302e-013
   1.487729786849e-009             -7.182666350804474e-013
   1.491006724706e-009             -7.712129584153503e-013
   1.494283662562e-009             -6.959280337778076e-013
   1.497560600419e-009             -6.906020813435218e-013
   1.500837538275e-009             -7.334307838822462e-013
   1.504114476132e-009             -6.937218090305985e-013
   1.507391413988e-009             -6.999090642367591e-013
   1.510668351845e-009             -6.855309885529637e-013
   1.513945289701e-009             -7.563788989111505e-013
   1.517222227558e-009             -7.472500107087110e-013
   1.520499165414e-009             -7.580017100160914e-013
   1.523776103271e-009             -6.013198351887166e-013
   1.527053041127e-009             -7.136515261102937e-013
   1.530329978984e-009             -7.014812104727663e-013
   1.533606916840e-009             -6.952171903136755e-013
   1.536883854697e-009             -6.554575505930937e-013
   1.540160792553e-009             -7.397193688262746e-013
   1.543437730410e-009             -7.720496964022876e-013
   1.546714668266e-009             -6.330667491224614e-013
   1.549991606123e-009             -7.264067906891481e-013
   1.553268543979e-009             -7.115481664000109e-013
   1.556545481836e-009             -8.010837368994851e-013
   1.559822419692e-009             -6.342074763230017e-013
   1.563099357549e-009             -7.037381000889092e-013
   1.566376295405e-009             -7.312245591350370e-013
   1.569653233262e-009             -6.936957089466022e-013
   1.572930171118e-009             -7.135501963724261e-013
   1.576207108975e-009             -7.237445821215346e-013
   1.579484046831e-009             -7.135501963724261e-013
   1.582760984688e-009             -7.592437669544994e-013
   1.586037922544e-009             -6.528705716793515e-013
   1.589314860401e-009             -7.510790465608610e-013
   1.592591798257e-009             -6.398113178868942e-013
   1.595868736114e-009             -7.464393728057699e-013
   1.599145673970e-009             -7.413928448001495e-013
   1.602422611827e-009             -7.033573459223761e-013
   1.605699549683e-009             -6.577144402092367e-013
   1.608976487540e-009             -7.173546674396385e-013
   1.612253425396e-009             -7.396687039573408e-013
   1.615530363253e-009             -6.695055369792899e-013
   1.618807301109e-009             -7.219697764097922e-013
   1.622084238966e-009             -6.233559825768122e-013
   1.625361176822e-009             -7.862496773952854e-013
   1.628638114679e-009             -6.656765011271399e-013
   1.631915052535e-009             -6.472667301154590e-013
   1.635191990392e-009             -7.109647527577426e-013
   1.638468928248e-009             -7.173285673556423e-013
   1.641745866105e-009             -7.489234866825856e-013
   1.645022803961e-009             -6.465574219503856e-013
   1.648299741818e-009             -7.762088215520369e-013
   1.651576679674e-009             -6.550261315576270e-013
   1.654853617531e-009             -7.722016910090892e-013
   1.658130555387e-009             -7.377925685077307e-013
   1.661407493244e-009             -6.511218660516054e-013
   1.664684431100e-009             -7.207261841723256e-013
   1.667961368957e-009             -6.513751903962745e-013
   1.671238306813e-009             -6.679579555282204e-013
   1.674515244670e-009             -7.491276814573795e-013
   1.677792182526e-009             -7.045748380758465e-013
   1.681069120383e-009             -7.295510831611624e-013
   1.684346058239e-009             -7.129928828141540e-013
   1.687622996096e-009             -7.645697193887853e-013
   1.690899933952e-009             -5.429477649807189e-013
   1.694176871809e-009             -7.763853809437760e-013
   1.697453809665e-009             -7.248100796682034e-013
   1.700730747522e-009             -6.670966527563455e-013
   1.704007685378e-009             -6.934178198169954e-013
   1.707284623235e-009             -7.018604293402406e-013
   1.710561561091e-009             -7.950484763001258e-013
   1.713838498948e-009             -6.559641992824320e-013
   1.717115436804e-009             -6.981849233939506e-013
   1.720392374661e-009             -7.495836652777840e-013
   1.723669312517e-009             -6.438952133827721e-013
   1.726946250374e-009             -6.446551864167794e-013
   1.730223188230e-009             -6.881686323356398e-013
   1.733500126087e-009             -8.336934889041634e-013
   1.736777063943e-009             -6.047942169583300e-013
   1.740054001800e-009             -7.906621268897037e-013
   1.743330939656e-009             -6.181067950954565e-013
   1.746607877513e-009             -6.446045215478456e-013
   1.749884815369e-009             -6.914142545455216e-013
   1.753161753226e-009             -6.923262221863304e-013
   1.756438691082e-009             -6.706216993948926e-013
   1.759715628939e-009             -6.942545578039328e-013
   1.762992566795e-009             -7.110154176266763e-013
   1.766269504652e-009             -6.523378229060172e-013
   1.769546442508e-009             -7.422295827870868e-013
   1.772823380365e-009             -6.564723832708287e-013
   1.776100318221e-009             -7.313519889569009e-013
   1.779377256078e-009             -7.540206795571400e-013
   1.782654193934e-009             -6.060869387656718e-013
   1.785931131791e-009             -7.124601340408196e-013
   1.789208069647e-009             -5.640197445600133e-013
   1.792485007504e-009             -7.851841798486165e-013
   1.795761945360e-009             -6.952432903976717e-013
   1.799038883217e-009             -7.073383763813278e-013
   1.802315821073e-009             -7.166699240595027e-013
   1.805592758930e-009             -7.212082680767263e-013
   1.808869696786e-009             -6.181574599643903e-013
   1.812146634643e-009             -6.699369560147567e-013
   1.815423572499e-009             -7.676372469078693e-013
   1.818700510356e-009             -7.004924778790274e-013
   1.821977448212e-009             -5.681527696257662e-013
   1.825254386069e-009             -8.065862487255098e-013
   1.828531323925e-009             -6.738166567358406e-013
   1.831808261782e-009             -7.494562354559202e-013
   1.835085199638e-009             -6.341322466691304e-013
   1.838362137495e-009             -6.794957279536044e-013
   1.841639075351e-009             -6.705710345259589e-013
   1.844916013208e-009             -6.577144402092367e-013
   1.848192951064e-009             -6.799271469890713e-013
   1.851469888921e-009             -6.442237673813126e-013
   1.854746826777e-009             -7.052334813719862e-013
   1.858023764634e-009             -6.506643469321424e-013
