# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-003 V
# Gap voltage range in Volt       -10;10
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -4.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-003 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -9.000e-001, 9.520e+000 [nm]
#                      end        2.000e-002, 6.200e+000 [nm]
# 
# 
#             Position                            I(r)
# --------------------             -------------------
   0.000000000000e+000             -5.93095039464e-009
   3.445112480022e-012             -5.78531656562e-009
   6.890224960043e-012             -5.82834778024e-009
   1.033533744006e-011             -5.87262277288e-009
   1.378044992009e-011             -6.03829025105e-009
   1.722556240011e-011             -5.96485137000e-009
   2.067067488013e-011             -5.81739149312e-009
   2.411578736015e-011             -5.65767836375e-009
   2.756089984017e-011             -5.62637100901e-009
   3.100601232019e-011             -5.73757462513e-009
   3.445112480022e-011             -5.96363410814e-009
   3.789623728024e-011             -5.98880181116e-009
   4.134134976026e-011             -5.94524120393e-009
   4.478646224028e-011             -5.90869388578e-009
   4.823157472030e-011             -6.01523980834e-009
   5.167668720032e-011             -6.31238273194e-009
   5.512179968034e-011             -6.43774488672e-009
   5.856691216037e-011             -6.64678766921e-009
   6.201202464039e-011             -6.52883561538e-009
   6.545713712041e-011             -6.64617903829e-009
   6.890224960043e-011             -6.62889764146e-009
   7.234736208045e-011             -6.75608584410e-009
   7.579247456047e-011             -6.98375971096e-009
   7.923758704049e-011             -7.16840220813e-009
   8.268269952052e-011             -7.14529873312e-009
   8.612781200054e-011             -7.22442742173e-009
   8.957292448056e-011             -7.32059932702e-009
   9.301803696058e-011             -7.31202484145e-009
   9.646314944060e-011             -7.33137031122e-009
   9.990826192062e-011             -7.23887701779e-009
   1.033533744006e-010             -7.24417001349e-009
   1.067984868807e-010             -7.21111584921e-009
   1.102435993607e-010             -7.31647087100e-009
   1.136887118407e-010             -7.25756097939e-009
   1.171338243207e-010             -7.42306967080e-009
   1.205789368008e-010             -7.26602955543e-009
   1.240240492808e-010             -7.26195413171e-009
   1.274691617608e-010             -7.10922762021e-009
   1.309142742408e-010             -7.02477957481e-009
   1.343593867208e-010             -7.07318302346e-009
   1.378044992009e-010             -6.99519235839e-009
   1.412496116809e-010             -6.75542433593e-009
   1.446947241609e-010             -6.79284498131e-009
   1.481398366409e-010             -6.94475104281e-009
   1.515849491209e-010             -6.76651289367e-009
   1.550300616010e-010             -6.82005055126e-009
   1.584751740810e-010             -6.77934810588e-009
   1.619202865610e-010             -6.88682038797e-009
   1.653653990410e-010             -6.72890694537e-009
   1.688105115211e-010             -6.81933601079e-009
   1.722556240011e-010             -6.83095380608e-009
   1.757007364811e-010             -7.02904030145e-009
   1.791458489611e-010             -7.18335468064e-009
   1.825909614411e-010             -7.24218517887e-009
   1.860360739212e-010             -7.42018514785e-009
   1.894811864012e-010             -7.62123555955e-009
   1.929262988812e-010             -7.63089519143e-009
   1.963714113612e-010             -7.88588022764e-009
   1.998165238412e-010             -7.93764471460e-009
   2.032616363213e-010             -7.87974042085e-009
   2.067067488013e-010             -7.94023818015e-009
   2.101518612813e-010             -8.05967234722e-009
   2.135969737613e-010             -8.12710384717e-009
   2.170420862414e-010             -8.49339840903e-009
   2.204871987214e-010             -8.23634914482e-009
   2.239323112014e-010             -8.20938175503e-009
   2.273774236814e-010             -8.33199165749e-009
   2.308225361614e-010             -8.30515669339e-009
   2.342676486415e-010             -8.13626044752e-009
   2.377127611215e-010             -8.18347315046e-009
   2.411578736015e-010             -7.91771697499e-009
   2.446029860815e-010             -7.98139046969e-009
   2.480480985615e-010             -7.82662624634e-009
   2.514932110416e-010             -7.66633100219e-009
   2.549383235216e-010             -7.54081006063e-009
   2.583834360016e-010             -7.54562669603e-009
   2.618285484816e-010             -7.62065344477e-009
   2.652736609617e-010             -7.58921366435e-009
   2.687187734417e-010             -7.37056428228e-009
   2.721638859217e-010             -7.29746933586e-009
   2.756089984017e-010             -7.14641024051e-009
   2.790541108817e-010             -7.12476236257e-009
   2.824992233618e-010             -7.25353843291e-009
   2.859443358418e-010             -7.39012141606e-009
   2.893894483218e-010             -7.47933321962e-009
   2.928345608018e-010             -7.40465040550e-009
   2.962796732819e-010             -7.37694211416e-009
   2.997247857619e-010             -7.55435996837e-009
   3.031698982419e-010             -7.63600272915e-009
   3.066150107219e-010             -7.73820853169e-009
   3.100601232019e-010             -7.77197723643e-009
   3.135052356820e-010             -8.03132890881e-009
   3.169503481620e-010             -7.90456418924e-009
   3.203954606420e-010             -8.07012575788e-009
   3.238405731220e-010             -8.33768146506e-009
   3.272856856020e-010             -8.36171129960e-009
   3.307307980821e-010             -8.63085487447e-009
   3.341759105621e-010             -8.66869900293e-009
   3.376210230421e-010             -8.80824605747e-009
   3.410661355221e-010             -8.81885840996e-009
   3.445112480022e-010             -8.90796414892e-009
   3.479563604822e-010             -8.99352385678e-009
   3.514014729622e-010             -8.91997906620e-009
   3.548465854422e-010             -9.15755059002e-009
   3.582916979222e-010             -9.09879948518e-009
   3.617368104023e-010             -9.22746964599e-009
   3.651819228823e-010             -8.99484702818e-009
   3.686270353623e-010             -8.89425560948e-009
   3.720721478423e-010             -8.64750096916e-009
   3.755172603223e-010             -8.41162322257e-009
   3.789623728024e-010             -8.65988633720e-009
   3.824074852824e-010             -8.57345345718e-009
   3.858525977624e-010             -8.42488191785e-009
   3.892977102424e-010             -8.23444370358e-009
   3.927428227225e-010             -8.47299430911e-009
   3.961879352025e-010             -8.31145528695e-009
   3.996330476825e-010             -8.49204872149e-009
   4.030781601625e-010             -8.44068120145e-009
   4.065232726425e-010             -8.45372823272e-009
   4.099683851226e-010             -8.37965420459e-009
   4.134134976026e-010             -8.31981795345e-009
   4.168586100826e-010             -8.31285785173e-009
   4.203037225626e-010             -8.41794817721e-009
   4.237488350426e-010             -8.92326071113e-009
   4.271939475227e-010             -8.85273286917e-009
   4.306390600027e-010             -8.95181581355e-009
   4.340841724827e-010             -9.09512087333e-009
   4.375292849627e-010             -9.06937090046e-009
   4.409743974428e-010             -9.37111879545e-009
   4.444195099228e-010             -9.26089426104e-009
   4.478646224028e-010             -9.56441517158e-009
   4.513097348828e-010             -9.87222332491e-009
   4.547548473628e-010             -1.23316187257e-008
   4.581999598429e-010             -1.79836072819e-008
   4.616450723229e-010             -1.86563074323e-008
   4.650901848029e-010             -1.85280605995e-008
   4.685352972829e-010             -1.86627117803e-008
   4.719804097629e-010             -1.86987563771e-008
   4.754255222430e-010             -1.87891590814e-008
   4.788706347230e-010             -1.85742940657e-008
