# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -8.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -2.520e+000, 1.380e+000 [nm]
#                      end        1.782e+001, 1.020e+000 [nm]
# 
# 
#            Position                             I(r)
# -------------------             --------------------
   0.00000000000e+000             -1.883776830157e-008
   1.01715927956e-010             -1.863717703794e-008
   2.03431855912e-010             -1.872050163594e-008
   3.05147783869e-010             -1.896860859992e-008
   4.06863711825e-010             -1.930410457597e-008
   5.08579639781e-010             -1.923190001396e-008
   6.10295567737e-010             -2.064380390454e-008
   7.12011495694e-010             -2.044351222689e-008
   8.13727423650e-010             -2.031761230597e-008
   9.15443351606e-010             -2.054766611360e-008
   1.01715927956e-009             -2.074771697499e-008
   1.11887520752e-009             -2.062496456760e-008
   1.22059113547e-009             -2.068414845943e-008
   1.32230706343e-009             -2.043217184326e-008
   1.42402299139e-009             -2.083142318845e-008
   1.52573891934e-009             -2.066396207105e-008
   1.62745484730e-009             -2.062663182868e-008
   1.72917077526e-009             -2.048655119478e-008
   1.83088670321e-009             -2.072321264092e-008
   1.93260263117e-009             -2.088648126037e-008
   2.03431855912e-009             -2.087109693126e-008
   2.13603448708e-009             -2.079522755819e-008
   2.23775041504e-009             -2.089306579417e-008
   2.33946634299e-009             -2.085402983455e-008
   2.44118227095e-009             -2.091795686086e-008
   2.54289819891e-009             -2.102753260246e-008
   2.64461412686e-009             -2.116596908000e-008
   2.74633005482e-009             -2.096683760021e-008
   2.84804598277e-009             -2.108240878289e-008
   2.94976191073e-009             -2.099709671417e-008
   3.05147783869e-009             -2.098421188110e-008
   3.15319376664e-009             -2.090657290391e-008
   3.25490969460e-009             -2.111756206485e-008
   3.35662562256e-009             -2.111588208842e-008
   3.45834155051e-009             -2.111367690614e-008
   3.56005747847e-009             -2.103363813984e-008
   3.66177340642e-009             -2.102843663260e-008
   3.76348933438e-009             -2.082761742313e-008
   3.86520526234e-009             -2.081661508164e-008
   3.96692119029e-009             -2.084195692289e-008
   4.06863711825e-009             -2.098393028268e-008
   4.17035304621e-009             -2.084282776908e-008
   4.27206897416e-009             -2.080682922669e-008
   4.37378490212e-009             -2.085637069888e-008
   4.47550083007e-009             -2.068352354665e-008
   4.57721675803e-009             -2.052982058956e-008
   4.67893268599e-009             -2.057888058429e-008
   4.78064861394e-009             -2.070244739413e-008
   4.88236454190e-009             -2.068084975732e-008
   4.98408046986e-009             -2.053263517809e-008
   5.08579639781e-009             -2.059300748965e-008
   5.18751232577e-009             -2.058320876429e-008
   5.28922825372e-009             -2.045659430290e-008
   5.39094418168e-009             -2.043805718805e-008
   5.49266010964e-009             -2.072527175177e-008
   5.59437603759e-009             -2.064983004854e-008
   5.69609196555e-009             -2.059135294391e-008
   5.79780789351e-009             -2.055665291755e-008
   5.89952382146e-009             -2.070798957962e-008
   6.00123974942e-009             -2.049062584317e-008
   6.10295567737e-009             -2.060604072012e-008
   6.20467160533e-009             -2.062467257982e-008
   6.30638753329e-009             -2.078942672394e-008
   6.40810346124e-009             -2.065663741103e-008
   6.50981938920e-009             -2.064181395277e-008
   6.61153531716e-009             -2.076283242103e-008
   6.71325124511e-009             -2.063478887872e-008
   6.81496717307e-009             -2.061573183023e-008
   6.91668310102e-009             -2.065657088806e-008
   7.01839902898e-009             -2.082326365737e-008
   7.12011495694e-009             -2.080145342617e-008
   7.22183088489e-009             -2.060146148956e-008
   7.32354681285e-009             -2.079528384686e-008
   7.42526274081e-009             -2.064139899828e-008
   7.52697866876e-009             -2.063899161097e-008
   7.62869459672e-009             -2.068657895145e-008
   7.73041052467e-009             -2.082032858317e-008
   7.83212645263e-009             -2.074468979206e-008
   7.93384238059e-009             -2.064829087131e-008
   8.03555830854e-009             -2.077431375894e-008
   8.13727423650e-009             -2.074135263378e-008
   8.23899016446e-009             -2.057285428523e-008
   8.34070609241e-009             -2.069585510707e-008
   8.44242202037e-009             -2.068146195475e-008
   8.54413794832e-009             -2.079479988835e-008
   8.64585387628e-009             -2.062661136008e-008
   8.74756980424e-009             -2.069849819349e-008
   8.84928573219e-009             -2.070137434291e-008
   8.95100166015e-009             -2.057855014033e-008
   9.05271758811e-009             -2.067623222565e-008
