# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -2.600e+000 V
# Gap voltage range in Volt       -10;10
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   5.000e-011 m
# Parameter mode                  Z before V
# Raster time                     5.000e-003 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -6.431e+000, 2.781e+000 [nm]
#                      end        -5.475e+000, 2.781e+000 [nm]
# 
# 
#              Position                               I(r)
# ---------------------             ----------------------
   2.4757611054293e-010             -2.46760928911201e-010
   2.4853200286163e-010             -2.49737892209417e-010
   2.4948789518033e-010             -2.44082777798163e-010
   2.5044378749902e-010             -2.33177637632268e-010
   2.5139967981772e-010             -2.24417219668593e-010
   2.5235557213642e-010             -2.33297539882848e-010
   2.5331146445512e-010             -2.45188887075530e-010
   2.5426735677382e-010             -2.49325360422969e-010
   2.5522324909252e-010             -2.46251762331407e-010
   2.5617914141122e-010             -2.43827250299345e-010
   2.5713503372991e-010             -2.38793029250978e-010
   2.5809092604861e-010             -2.30851908276935e-010
   2.5904681836731e-010             -2.29356325869682e-010
   2.6000271068601e-010             -2.38557888988359e-010
   2.6095860300471e-010             -2.47549569049231e-010
   2.6191449532341e-010             -2.48273123254269e-010
   2.6287038764211e-010             -2.40949699150473e-010
   2.6382627996080e-010             -2.36900373983498e-010
   2.6478217227950e-010             -2.34440227660286e-010
   2.6573806459820e-010             -2.34080729709219e-010
   2.6669395691690e-010             -2.36739387130110e-010
   2.6764984923560e-010             -2.45028999496268e-010
   2.6860574155430e-010             -2.53335905471023e-010
   2.6956163387300e-010             -2.44991634923079e-010
   2.7051752619169e-010             -2.32038302947974e-010
   2.7147341851039e-010             -2.28406592942629e-010
   2.7242931082909e-010             -2.32678008330226e-010
   2.7338520314779e-010             -2.37380351457590e-010
   2.7434109546649e-010             -2.42432599987503e-010
   2.7529698778519e-010             -2.50829537434353e-010
   2.7625288010389e-010             -2.53266522235967e-010
   2.7720877242258e-010             -2.41921337724493e-010
   2.7816466474128e-010             -2.27881652700307e-010
   2.7912055705998e-010             -2.29502535469630e-010
   2.8007644937868e-010             -2.38069003709129e-010
   2.8103234169738e-010             -2.45289975771446e-010
   2.8198823401608e-010             -2.48504752287941e-010
   2.8294412633478e-010             -2.49708492767743e-010
   2.8390001865347e-010             -2.46826277380332e-010
   2.8485591097217e-010             -2.31885909163417e-010
   2.8581180329087e-010             -2.22563711456509e-010
   2.8676769560957e-010             -2.27120366985605e-010
   2.8772358792827e-010             -2.40695693133022e-010
   2.8867948024697e-010             -2.50834516409200e-010
   2.8963537256567e-010             -2.50560124690848e-010
   2.9059126488436e-010             -2.43486724038745e-010
   2.9154715720306e-010             -2.36051940088332e-010
   2.9250304952176e-010             -2.26648827515138e-010
   2.9345894184046e-010             -2.23586340382864e-010
   2.9441483415916e-010             -2.28585292541256e-010
   2.9537072647786e-010             -2.45866849039724e-010
   2.9632661879656e-010             -2.55830692746894e-010
   2.9728251111525e-010             -2.49780340157789e-010
   2.9823840343395e-010             -2.41559168353065e-010
   2.9919429575265e-010             -2.33733443526864e-010
   3.0015018807135e-010             -2.29597702517077e-010
   3.0110608039005e-010             -2.28224276179421e-010
   3.0206197270875e-010             -2.36154129593672e-010
   3.0301786502745e-010             -2.50231807128363e-010
   3.0397375734614e-010             -2.53802465966642e-010
   3.0492964966484e-010             -2.41587727986153e-010
   3.0588554198354e-010             -2.32498051321670e-010
   3.0684143430224e-010             -2.30100265775620e-010
   3.0779732662094e-010             -2.31736136134353e-010
   3.0875321893964e-010             -2.35447135124280e-010
   3.0970911125834e-010             -2.43644672535296e-010
   3.1066500357703e-010             -2.51285092906320e-010
   3.1162089589573e-010             -2.50539424253641e-010
   3.1257678821443e-010             -2.37186871534926e-010
   3.1353268053313e-010             -2.29247376442586e-010
   3.1448857285183e-010             -2.29722583742503e-010
   3.1544446517053e-010             -2.37693260758723e-010
   3.1640035748923e-010             -2.43310381124174e-010
   3.1735624980792e-010             -2.46489785885658e-010
   3.1831214212662e-010             -2.46951734342905e-010
   3.1926803444532e-010             -2.42279526065463e-010
   3.2022392676402e-010             -2.31794462145590e-010
   3.2117981908272e-010             -2.22903347243655e-010
   3.2213571140142e-010             -2.30344682315151e-010
   3.2309160372012e-010             -2.44024187715489e-010
   3.2404749603881e-010             -2.45878377600355e-010
   3.2500338835751e-010             -2.42087042551888e-010
   3.2595928067621e-010             -2.41123106573245e-010
   3.2691517299491e-010             -2.35309834864769e-010
   3.2787106531361e-010             -2.27675439007251e-010
   3.2882695763231e-010             -2.28179836948169e-010
   3.2978284995101e-010             -2.40569083160855e-010
   3.3073874226970e-010             -2.52423956253803e-010
   3.3169463458840e-010             -2.48270712834747e-010
   3.3265052690710e-010             -2.41026419579730e-010
   3.3360641922580e-010             -2.32296554067322e-010
   3.3456231154450e-010             -2.27679317172673e-010
   3.3551820386320e-010             -2.24739718447647e-010
   3.3647409618190e-010             -2.33114017909878e-010
   3.3742998850059e-010             -2.46230223620914e-010
   3.3838588081929e-010             -2.57361071172012e-010
   3.3934177313799e-010             -2.51269633980099e-010
   3.4029766545669e-010             -2.38499823977963e-010
   3.4125355777539e-010             -2.27832340429844e-010
   3.4220945009409e-010             -2.30331266871977e-010
   3.4316534241279e-010             -2.32639281946772e-010
   3.4412123473148e-010             -2.37461997126227e-010
   3.4507712705018e-010             -2.48177693670684e-010
   3.4603301936888e-010             -2.53269718728607e-010
   3.4698891168758e-010             -2.41762394354153e-010
   3.4794480400628e-010             -2.26085580026005e-010
   3.4890069632498e-010             -2.23500133340723e-010
   3.4985658864368e-010             -2.30911649833904e-010
   3.5081248096237e-010             -2.38159873454510e-010
   3.5176837328107e-010             -2.46032919268295e-010
   3.5272426559977e-010             -2.53066859663994e-010
   3.5368015791847e-010             -2.52849326210979e-010
   3.5463605023717e-010             -2.36001212272137e-010
   3.5559194255587e-010             -2.22811481089184e-010
   3.5654783487457e-010             -2.22222030651017e-010
   3.5750372719326e-010             -2.34045095418069e-010
   3.5845961951196e-010             -2.40212519166290e-010
   3.5941551183066e-010             -2.44256971294053e-010
   3.6037140414936e-010             -2.44472407528554e-010
   3.6132729646806e-010             -2.39670653787145e-010
   3.6228318878676e-010             -2.31233887612117e-010
   3.6323908110546e-010             -2.24487966249214e-010
   3.6419497342415e-010             -2.28748953885604e-010
   3.6515086574285e-010             -2.40789550570371e-010
   3.6610675806155e-010             -2.49934410488918e-010
   3.6706265038025e-010             -2.46457923824295e-010
   3.6801854269895e-010             -2.38373475006636e-010
   3.6897443501765e-010             -2.34354756026394e-010
   3.6993032733635e-010             -2.28938501907379e-010
   3.7088621965504e-010             -2.25098849462238e-010
   3.7184211197374e-010             -2.31419348667798e-010
   3.7279800429244e-010             -2.49153314810462e-010
   3.7375389661114e-010             -2.51727076334609e-010
   3.7470978892984e-010             -2.40193759347093e-010
   3.7566568124854e-010             -2.32541231607693e-010
   3.7662157356724e-010             -2.32457751256681e-010
   3.7757746588593e-010             -2.32815571125876e-010
   3.7853335820463e-010             -2.34450603211324e-010
   3.7948925052333e-010             -2.40760412129538e-010
   3.8044514284203e-010             -2.49723847293629e-010
   3.8140103516073e-010             -2.48059782702983e-010
   3.8235692747943e-010             -2.33287110596342e-010
   3.8331281979813e-010             -2.25628243607130e-010
   3.8426871211682e-010             -2.29002751102383e-010
   3.8522460443552e-010             -2.34534085097635e-010
   3.8618049675422e-010             -2.41330106339419e-010
   3.8713638907292e-010             -2.47969279894077e-010
   3.8809228139162e-010             -2.50246848453240e-010
   3.8904817371032e-010             -2.42970536536356e-010
   3.9000406602902e-010             -2.28162176403098e-010
   3.9095995834771e-010             -2.22495323095243e-010
   3.9191585066641e-010             -2.33007793638611e-010
   3.9287174298511e-010             -2.43360061866411e-010
   3.9382763530381e-010             -2.46717065417097e-010
   3.9478352762251e-010             -2.48969740637324e-010
   3.9573941994121e-010             -2.46433659957973e-010
   3.9669531225991e-010             -2.36713342316880e-010
   3.9765120457860e-010             -2.24189100328569e-010
   3.9860709689730e-010             -2.24613894548598e-010
   3.9956298921600e-010             -2.38121931608875e-010
   4.0051888153470e-010             -2.51200930882525e-010
   4.0147477385340e-010             -2.50612320252944e-010
   4.0243066617210e-010             -2.46013529976484e-010
   4.0338655849080e-010             -2.41263394524724e-010
   4.0434245080949e-010             -2.31585733632676e-010
   4.0529834312819e-010             -2.21872490649645e-010
   4.0625423544689e-010             -2.30447499757807e-010
   4.0721012776559e-010             -2.46635366012993e-010
   4.0816602008429e-010             -2.54323265507403e-010
   4.0912191240299e-010             -2.47087672792152e-010
   4.1007780472169e-010             -2.41077985669212e-010
   4.1103369704038e-010             -2.33572613273981e-010
   4.1198958935908e-010             -2.28417178829638e-010
   4.1294548167778e-010             -2.26244053594834e-010
   4.1390137399648e-010             -2.35718015613684e-010
   4.1485726631518e-010             -2.50804645630715e-010
   4.1581315863388e-010             -2.58510101269861e-010
   4.1676905095258e-010             -2.47201076121816e-010
   4.1772494327127e-010             -2.37408387553699e-010
   4.1868083558997e-010             -2.31090403167997e-010
   4.1963672790867e-010             -2.33690785242521e-010
   4.2059262022737e-010             -2.34810311498361e-010
   4.2154851254607e-010             -2.44768494557902e-010
   4.2250440486477e-010             -2.53389568779018e-010
   4.2346029718347e-010             -2.54301255460099e-010
   4.2441618950216e-010             -2.37999199802131e-010
   4.2537208182086e-010             -2.30026689638835e-010
   4.2632797413956e-010             -2.29808422312870e-010
   4.2728386645826e-010             -2.37481073217030e-010
   4.2823975877696e-010             -2.38592422470084e-010
   4.2919565109566e-010             -2.47881029368889e-010
   4.3015154341436e-010             -2.52527403169072e-010
   4.3110743573305e-010             -2.48994214839617e-010
   4.3206332805175e-010             -2.31157219383028e-010
   4.3301922037045e-010             -2.26271460218329e-010
   4.3397511268915e-010             -2.31940619545370e-010
   4.3493100500785e-010             -2.44223956223097e-010
   4.3588689732655e-010             -2.43350943725302e-010
   4.3684278964525e-010             -2.47684406689052e-010
   4.3779868196394e-010             -2.45678400292075e-010
   4.3875457428264e-010             -2.40958031218464e-010
   4.3971046660134e-010             -2.29584391474239e-010
   4.4066635892004e-010             -2.31572265989334e-010
   4.4162225123874e-010             -2.41228073434582e-010
   4.4257814355744e-010             -2.51256846474239e-010
   4.4353403587614e-010             -2.47357662808102e-010
   4.4448992819483e-010             -2.45925018450456e-010
   4.4544582051353e-010             -2.37685452227711e-010
   4.4640171283223e-010             -2.35794422841934e-010
   4.4735760515093e-010             -2.28504904282548e-010
   4.4831349746963e-010             -2.32119792016107e-010
   4.4926938978833e-010             -2.46572271362880e-010
   4.5022528210703e-010             -2.61746101760543e-010
   4.5118117442573e-010             -2.50904320316198e-010
   4.5213706674442e-010             -2.39308849816893e-010
   4.5309295906312e-010             -2.33220033380472e-010
   4.5404885138182e-010             -2.36195581132956e-010
   4.5500474370052e-010             -2.30417157642511e-010
   4.5596063601922e-010             -2.40874865603759e-010
   4.5691652833792e-010             -2.52991238508862e-010
   4.5787242065662e-010             -2.58844705881992e-010
   4.5882831297531e-010             -2.43945895139995e-010
   4.5978420529401e-010             -2.33659657054108e-010
   4.6074009761271e-010             -2.29028218643167e-010
   4.6169598993141e-010             -2.36725604750461e-010
   4.6265188225011e-010             -2.36067136478414e-010
   4.6360777456881e-010             -2.47739064870838e-010
   4.6456366688751e-010             -2.51764807844273e-010
   4.6551955920620e-010             -2.52352632400736e-010
   4.6647545152490e-010             -2.37154223400445e-010
   4.6743134384360e-010             -2.29279553240256e-010
   4.6838723616230e-010             -2.28910359875635e-010
   4.6934312848100e-010             -2.39519569612686e-010
   4.7029902079970e-010             -2.45386558364624e-010
   4.7125491311839e-010             -2.50666453362451e-010
   4.7221080543709e-010             -2.49958987556248e-010
   4.7316669775579e-010             -2.47317468678748e-010
   4.7412259007449e-010             -2.32878615111120e-010
   4.7507848239319e-010             -2.26582117235743e-010
   4.7603437471189e-010             -2.29200159855338e-010
   4.7699026703059e-010             -2.47458803704185e-010
   4.7794615934928e-010             -2.52369506872689e-010
   4.7890205166798e-010             -2.52803472969295e-010
   4.7985794398668e-010             -2.48495215010189e-010
   4.8081383630538e-010             -2.44483675088345e-010
   4.8176972862408e-010             -2.32519064959885e-010
   4.8272562094278e-010             -2.32055648756738e-010
   4.8368151326148e-010             -2.36792262829688e-010
   4.8463740558017e-010             -2.50859147211997e-010
   4.8559329789887e-010             -2.49409365846259e-010
   4.8654919021757e-010             -2.48289841125718e-010
   4.8750508253627e-010             -2.37539242627763e-010
   4.8846097485497e-010             -2.35788186457158e-010
   4.8941686717367e-010             -2.31555862854192e-010
   4.9037275949237e-010             -2.34869633918687e-010
   4.9132865181106e-010             -2.45451906833754e-010
   4.9228454412976e-010             -2.57225134258064e-010
   4.9324043644846e-010             -2.50166458659233e-010
   4.9419632876716e-010             -2.42331615691923e-010
   4.9515222108586e-010             -2.32385695065963e-010
   4.9610811340456e-010             -2.36549995708839e-010
   4.9706400572326e-010             -2.35172900006433e-010
   4.9801989804196e-010             -2.44724317862790e-010
   4.9897579036065e-010             -2.46872184357483e-010
   4.9993168267935e-010             -2.53607886769852e-010
   5.0088757499805e-010             -2.42926149505273e-010
   5.0184346731675e-010             -2.37685452227711e-010
   5.0279935963545e-010             -2.30438277216362e-010
   5.0375525195415e-010             -2.38688271190313e-010
   5.0471114427285e-010             -2.42661870801821e-010
   5.0566703659154e-010             -2.48063923404544e-010
   5.0662292891024e-010             -2.49990221680296e-010
