# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -8.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      1.590e+001, -5.280e+000 [nm]
#                      end        9.780e+000, -1.506e+001 [nm]
# 
# 
#            Position                             I(r)
# -------------------             --------------------
   0.00000000000e+000             -1.808976724713e-008
   5.76850933951e-011             -1.812496162136e-008
   1.15370186790e-010             -1.803821287351e-008
   1.73055280185e-010             -1.811178495557e-008
   2.30740373580e-010             -1.798591310146e-008
   2.88425466975e-010             -1.809199289801e-008
   3.46110560371e-010             -1.813586410085e-008
   4.03795653766e-010             -1.822636744251e-008
   4.61480747161e-010             -1.809274077750e-008
   5.19165840556e-010             -1.822257966475e-008
   5.76850933951e-010             -1.802729488750e-008
   6.34536027346e-010             -1.803084200406e-008
   6.92221120741e-010             -1.790505217944e-008
   7.49906214136e-010             -1.808933709625e-008
   8.07591307531e-010             -1.793715532882e-008
   8.65276400926e-010             -1.808685543271e-008
   9.22961494321e-010             -1.809987083068e-008
   9.80646587716e-010             -1.827110173828e-008
   1.03833168111e-009             -1.794185737102e-008
   1.09601677451e-009             -1.790890151809e-008
   1.15370186790e-009             -1.784507435377e-008
   1.21138696130e-009             -1.798455566066e-008
   1.26907205469e-009             -1.782730822311e-008
   1.32675714809e-009             -1.793126734792e-008
   1.38444224148e-009             -1.792205259812e-008
   1.44212733488e-009             -1.803992618896e-008
   1.49981242827e-009             -1.786976057932e-008
   1.55749752167e-009             -1.801768580688e-008
   1.61518261506e-009             -1.809221060956e-008
   1.67286770846e-009             -1.820767417699e-008
   1.73055280185e-009             -1.813218641939e-008
   1.78823789525e-009             -1.845153483540e-008
   1.84592298864e-009             -1.835941540418e-008
   1.90360808204e-009             -1.874395850455e-008
   1.96129317543e-009             -1.952485400611e-008
   2.01897826883e-009             -2.015264556746e-008
   2.07666336222e-009             -2.068552373273e-008
   2.13434845562e-009             -2.085458822435e-008
   2.19203354901e-009             -2.102601637489e-008
   2.24971864241e-009             -2.129747011118e-008
   2.30740373580e-009             -2.115271286576e-008
   2.36508882920e-009             -2.108871931647e-008
   2.42277392259e-009             -2.060363844997e-008
