# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -6.286e+000, 9.964e+000 [nm]
#                      end        -5.967e+000, 6.286e+000 [nm]
# 
# 
#             Position                              I(r)
# --------------------             ---------------------
   0.000000000000e+000             -2.4108533703422e-008
   3.692510196156e-011             -2.4136464823458e-008
   7.385020392311e-011             -2.4233347857774e-008
   1.107753058847e-010             -2.4237453209074e-008
   1.477004078462e-010             -2.4402665725938e-008
   1.846255098078e-010             -2.4269738094869e-008
   2.215506117693e-010             -2.4281035060243e-008
   2.584757137309e-010             -2.4343947960117e-008
   2.954008156925e-010             -2.4414103490518e-008
   3.323259176540e-010             -2.4367852967173e-008
   3.692510196156e-010             -2.4610791607871e-008
   4.061761215771e-010             -2.4527587340477e-008
   4.431012235387e-010             -2.4491230287336e-008
   4.800263255002e-010             -2.4388843523702e-008
   5.169514274618e-010             -2.4447274573958e-008
   5.538765294234e-010             -2.4417735117617e-008
   5.908016313849e-010             -2.4423302888865e-008
   6.277267333465e-010             -2.4419676378917e-008
   6.646518353080e-010             -2.4525397664718e-008
   7.015769372696e-010             -2.4336674471615e-008
   7.385020392311e-010             -2.4477940889144e-008
   7.754271411927e-010             -2.4369197537565e-008
   8.123522431543e-010             -2.4510674068446e-008
   8.492773451158e-010             -2.4444482935074e-008
   8.862024470774e-010             -2.4466923196204e-008
   9.231275490389e-010             -2.4439348105879e-008
   9.600526510005e-010             -2.4543335452558e-008
   9.969777529621e-010             -2.4571156476298e-008
   1.033902854924e-009             -2.4922031664315e-008
   1.070827956885e-009             -2.4883692257594e-008
   1.107753058847e-009             -2.4907361720604e-008
   1.144678160808e-009             -2.4800306253780e-008
   1.181603262770e-009             -2.4979212733955e-008
   1.218528364731e-009             -2.4970489850982e-008
   1.255453466693e-009             -2.5020907131449e-008
   1.292378568655e-009             -2.4909315852316e-008
   1.329303670616e-009             -2.4996389926964e-008
   1.366228772578e-009             -2.4993839104343e-008
   1.403153874539e-009             -2.5090191970724e-008
   1.440078976501e-009             -2.5004418893145e-008
   1.477004078462e-009             -2.5097549969762e-008
   1.513929180424e-009             -2.5033351424274e-008
   1.550854282385e-009             -2.5072336057312e-008
   1.587779384347e-009             -2.4996991735025e-008
   1.624704486309e-009             -2.5076182914916e-008
   1.661629588270e-009             -2.4920699809270e-008
   1.698554690232e-009             -2.5054718479120e-008
   1.735479792193e-009             -2.4970443641551e-008
   1.772404894155e-009             -2.5030022019259e-008
   1.809329996116e-009             -2.4930626618493e-008
   1.846255098078e-009             -2.4934470839988e-008
   1.883180200039e-009             -2.4888558358790e-008
   1.920105302001e-009             -2.4928723658298e-008
   1.957030403963e-009             -2.4914978368404e-008
   1.993955505924e-009             -2.4968740560406e-008
   2.030880607886e-009             -2.4846295492254e-008
   2.067805709847e-009             -2.4867741940486e-008
   2.104730811809e-009             -2.4861341779218e-008
   2.141655913770e-009             -2.4939621175704e-008
   2.178581015732e-009             -2.4917045232520e-008
   2.215506117693e-009             -2.4930321915365e-008
   2.252431219655e-009             -2.4847865372389e-008
   2.289356321617e-009             -2.4883684659399e-008
   2.326281423578e-009             -2.4829218161237e-008
   2.363206525540e-009             -2.4863252337608e-008
   2.400131627501e-009             -2.4818610305634e-008
   2.437056729463e-009             -2.4875320132116e-008
   2.473981831424e-009             -2.4882849788336e-008
   2.510906933386e-009             -2.4902490657321e-008
   2.547832035347e-009             -2.4813411279443e-008
   2.584757137309e-009             -2.4927189598226e-008
   2.621682239271e-009             -2.4849166369458e-008
   2.658607341232e-009             -2.4843322116950e-008
   2.695532443194e-009             -2.4831013506179e-008
   2.732457545155e-009             -2.4859100931942e-008
   2.769382647117e-009             -2.4807571989021e-008
   2.806307749078e-009             -2.4873140690660e-008
   2.843232851040e-009             -2.4803412830095e-008
   2.880157953001e-009             -2.4877650762145e-008
   2.917083054963e-009             -2.4826651987161e-008
   2.954008156925e-009             -2.4810012715347e-008
   2.990933258886e-009             -2.4774772286747e-008
   3.027858360848e-009             -2.4878252570206e-008
   3.064783462809e-009             -2.4823286762083e-008
   3.101708564771e-009             -2.4865339670331e-008
   3.138633666732e-009             -2.4813634108142e-008
   3.175558768694e-009             -2.4856145389136e-008
   3.212483870655e-009             -2.4736174231264e-008
   3.249408972617e-009             -2.4794502783420e-008
   3.286334074579e-009             -2.4737511203461e-008
   3.323259176540e-009             -2.4844479678705e-008
   3.360184278502e-009             -2.4796147094853e-008
   3.397109380463e-009             -2.4811403340105e-008
   3.434034482425e-009             -2.4741132596257e-008
   3.470959584386e-009             -2.4804140085906e-008
   3.507884686348e-009             -2.4718300485354e-008
   3.544809788310e-009             -2.4706150816418e-008
   3.581734890271e-009             -2.4566743630697e-008
   3.618659992233e-009             -2.4693662950271e-008
   3.655585094194e-009             -2.4677996867683e-008
