# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      -4.382e+000, -4.121e+000 [nm]
#                      end        -4.262e+000, -3.860e+000 [nm]
# 
# 
#              Position                 I(r)
# ---------------------             --------
   0.0000000000000e+000             -3.297030e-009
   2.8782256707033e-012             -3.297030e-009
   5.7564513414067e-012             -3.297030e-009
   8.6346770121100e-012             -3.297030e-009
   1.1512902682813e-011             -3.297030e-009
   1.4391128353517e-011             -3.297030e-009
   1.7269354024220e-011             -3.297030e-009
   2.0147579694923e-011             -3.297030e-009
   2.3025805365627e-011             -3.297030e-009
   2.5904031036330e-011             -3.297030e-009
   2.8782256707033e-011             -3.297030e-009
   3.1660482377737e-011             -3.297030e-009
   3.4538708048440e-011             -3.297030e-009
   3.7416933719143e-011             -3.297030e-009
   4.0295159389847e-011             -3.297030e-009
   4.3173385060550e-011             -3.297030e-009
   4.6051610731253e-011             -3.297030e-009
   4.8929836401957e-011             -3.297030e-009
   5.1808062072660e-011             -3.297030e-009
   5.4686287743363e-011             -3.297030e-009
   5.7564513414067e-011             -3.297030e-009
   6.0442739084770e-011             -3.297030e-009
   6.3320964755473e-011             -3.297030e-009
   6.6199190426177e-011             -3.297030e-009
   6.9077416096880e-011             -3.297030e-009
   7.1955641767583e-011             -3.297030e-009
   7.4833867438287e-011             -3.297030e-009
   7.7712093108990e-011             -3.297030e-009
   8.0590318779693e-011             -3.297030e-009
   8.3468544450397e-011             -3.297030e-009
   8.6346770121100e-011             -3.297030e-009
   8.9224995791803e-011             -3.297030e-009
   9.2103221462507e-011             -3.297030e-009
   9.4981447133210e-011             -3.297030e-009
   9.7859672803913e-011             -3.297030e-009
   1.0073789847462e-010             -3.297030e-009
   1.0361612414532e-010             -3.297030e-009
   1.0649434981602e-010             -3.297030e-009
   1.0937257548673e-010             -3.297030e-009
   1.1225080115743e-010             -3.297030e-009
   1.1512902682813e-010             -3.297030e-009
   1.1800725249884e-010             -3.297030e-009
   1.2088547816954e-010             -3.297030e-009
   1.2376370384024e-010             -3.297030e-009
   1.2664192951095e-010             -3.297030e-009
   1.2952015518165e-010             -3.297030e-009
   1.3239838085235e-010             -3.297030e-009
   1.3527660652306e-010             -3.297030e-009
   1.3815483219376e-010             -3.297030e-009
   1.4103305786446e-010             -3.297030e-009
   1.4391128353517e-010             -3.297030e-009
   1.4678950920587e-010             -3.297030e-009
   1.4966773487657e-010             -3.297030e-009
   1.5254596054728e-010             -3.297030e-009
   1.5542418621798e-010             -3.297030e-009
   1.5830241188868e-010             -3.297030e-009
   1.6118063755939e-010             -3.297030e-009
   1.6405886323009e-010             -3.297030e-009
   1.6693708890079e-010             -3.297030e-009
   1.6981531457150e-010             -3.297030e-009
   1.7269354024220e-010             -3.297030e-009
   1.7557176591290e-010             -3.297030e-009
   1.7844999158361e-010             -3.297030e-009
   1.8132821725431e-010             -3.297030e-009
   1.8420644292501e-010             -3.297030e-009
   1.8708466859572e-010             -3.297030e-009
   1.8996289426642e-010             -3.297030e-009
   1.9284111993712e-010             -3.297030e-009
   1.9571934560783e-010             -3.297030e-009
   1.9859757127853e-010             -3.297030e-009
   2.0147579694923e-010             -3.297030e-009
   2.0435402261994e-010             -3.297030e-009
   2.0723224829064e-010             -3.297030e-009
   2.1011047396134e-010             -3.297030e-009
   2.1298869963205e-010             -3.297030e-009
   2.1586692530275e-010             -3.297030e-009
   2.1874515097345e-010             -3.297030e-009
   2.2162337664416e-010             -3.297030e-009
   2.2450160231486e-010             -3.297030e-009
   2.2737982798556e-010             -3.297030e-009
   2.3025805365627e-010             -3.297030e-009
   2.3313627932697e-010             -3.297030e-009
   2.3601450499767e-010             -3.297030e-009
   2.3889273066838e-010             -3.297030e-009
   2.4177095633908e-010             -3.297030e-009
   2.4464918200978e-010             -3.297030e-009
   2.4752740768049e-010             -3.297030e-009
   2.5040563335119e-010             -3.297030e-009
   2.5328385902189e-010             -3.297030e-009
   2.5616208469260e-010             -3.297030e-009
   2.5904031036330e-010             -3.297030e-009
   2.6191853603400e-010             -3.297030e-009
   2.6479676170471e-010             -3.297030e-009
   2.6767498737541e-010             -3.297030e-009
   2.7055321304611e-010             -3.297030e-009
   2.7343143871682e-010             -3.297030e-009
   2.7630966438752e-010             -3.297030e-009
   2.7918789005822e-010             -3.297030e-009
   2.8206611572893e-010             -3.297030e-009
   2.8494434139963e-010             -3.297030e-009
