# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -8.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      1.266e+001, -1.248e+001 [nm]
#                      end        1.920e+001, -1.812e+001 [nm]
# 
# 
#             Position                             I(r)
# --------------------             --------------------
   0.000000000000e+000             -2.122078369955e-008
   4.318020379757e-011             -2.132796740529e-008
   8.636040759515e-011             -2.101143357782e-008
   1.295406113927e-010             -2.126815860069e-008
   1.727208151903e-010             -2.161240056444e-008
   2.159010189879e-010             -2.157324163811e-008
   2.590812227854e-010             -2.153853401355e-008
   3.022614265830e-010             -2.164432693948e-008
   3.454416303806e-010             -2.107933802664e-008
   3.886218341782e-010             -2.141230876584e-008
   4.318020379757e-010             -2.186661570190e-008
   4.749822417733e-010             -2.217721797516e-008
   5.181624455709e-010             -2.250655197010e-008
   5.613426493685e-010             -2.263891345811e-008
   6.045228531660e-010             -2.257348571074e-008
   6.477030569636e-010             -2.272798012064e-008
   6.908832607612e-010             -2.259712183473e-008
   7.340634645588e-010             -2.265147808153e-008
   7.772436683563e-010             -2.263962551753e-008
   8.204238721539e-010             -2.274701918157e-008
   8.636040759515e-010             -2.264339034564e-008
   9.067842797490e-010             -2.280244847959e-008
   9.499644835466e-010             -2.272555474577e-008
   9.931446873442e-010             -2.284085192824e-008
   1.036324891142e-009             -2.280533486331e-008
   1.079505094939e-009             -2.290229729101e-008
   1.122685298737e-009             -2.266609158151e-008
   1.165865502534e-009             -2.268917722402e-008
   1.209045706332e-009             -2.260040518538e-008
   1.252225910130e-009             -2.277311386438e-008
   1.295406113927e-009             -2.271487757602e-008
   1.338586317725e-009             -2.273596303246e-008
   1.381766521522e-009             -2.267964738172e-008
   1.424946725320e-009             -2.274820232908e-008
   1.468126929118e-009             -2.264812060972e-008
   1.511307132915e-009             -2.280642326598e-008
   1.554487336713e-009             -2.275284048442e-008
   1.597667540510e-009             -2.285992169207e-008
   1.640847744308e-009             -2.284040363473e-008
   1.684027948105e-009             -2.284794088914e-008
   1.727208151903e-009             -2.278187535859e-008
   1.770388355701e-009             -2.284005024113e-008
   1.813568559498e-009             -2.259077811720e-008
   1.856748763296e-009             -2.277418707066e-008
   1.899928967093e-009             -2.301520491867e-008
   1.943109170891e-009             -2.319387585480e-008
   1.986289374688e-009             -2.311951495604e-008
   2.029469578486e-009             -2.319672378235e-008
   2.072649782284e-009             -2.305168990060e-008
   2.115829986081e-009             -2.308326288204e-008
   2.159010189879e-009             -2.306556839151e-008
   2.202190393676e-009             -2.316439020608e-008
   2.245370597474e-009             -2.318150831925e-008
   2.288550801271e-009             -2.320355921165e-008
   2.331731005069e-009             -2.312608661942e-008
   2.374911208867e-009             -2.321740451860e-008
   2.418091412664e-009             -2.305496565306e-008
   2.461271616462e-009             -2.315703732419e-008
   2.504451820259e-009             -2.308514537363e-008
   2.547632024057e-009             -2.315787219526e-008
   2.590812227854e-009             -2.307400967607e-008
   2.633992431652e-009             -2.320945230970e-008
   2.677172635450e-009             -2.315335452558e-008
   2.720352839247e-009             -2.328345981485e-008
   2.763533043045e-009             -2.331797531362e-008
   2.806713246842e-009             -2.333718851277e-008
   2.849893450640e-009             -2.320526756501e-008
   2.893073654437e-009             -2.324661601203e-008
   2.936253858235e-009             -2.326425173285e-008
   2.979434062033e-009             -2.338344167222e-008
   3.022614265830e-009             -2.337290793779e-008
   3.065794469628e-009             -2.337939260959e-008
   3.108974673425e-009             -2.328590550326e-008
   3.152154877223e-009             -2.341093473306e-008
   3.195335081020e-009             -2.330617903829e-008
   3.238515284818e-009             -2.346929398812e-008
   3.281695488616e-009             -2.359981423188e-008
   3.324875692413e-009             -2.345902153856e-008
   3.368055896211e-009             -2.342860363783e-008
   3.411236100008e-009             -2.360564065189e-008
   3.454416303806e-009             -2.346663058816e-008
   3.497596507603e-009             -2.353026299059e-008
   3.540776711401e-009             -2.331258943386e-008
   3.583956915199e-009             -2.341752702011e-008
   3.627137118996e-009             -2.339641086077e-008
   3.670317322794e-009             -2.345814309417e-008
   3.713497526591e-009             -2.326154196840e-008
   3.756677730389e-009             -2.323549582099e-008
   3.799857934186e-009             -2.315552373273e-008
   3.843038137984e-009             -2.325521112128e-008
   3.886218341782e-009             -2.328155437361e-008
   3.929398545579e-009             -2.347554047977e-008
   3.972578749377e-009             -2.331239219092e-008
   4.015758953174e-009             -2.352064615671e-008
   4.058939156972e-009             -2.337360712680e-008
   4.102119360770e-009             -2.372649785235e-008
   4.145299564567e-009             -2.364570360837e-008
   4.188479768365e-009             -2.369741940486e-008
   4.231659972162e-009             -2.350201693312e-008
   4.274840175960e-009             -2.357650591574e-008
   4.318020379757e-009             -2.345660639799e-008
   4.361200583555e-009             -2.353633286297e-008
   4.404380787353e-009             -2.345544883624e-008
   4.447560991150e-009             -2.353156662377e-008
   4.490741194948e-009             -2.346770363938e-008
   4.533921398745e-009             -2.356996743631e-008
   4.577101602543e-009             -2.346071702151e-008
   4.620281806340e-009             -2.357609096125e-008
   4.663462010138e-009             -2.349686148025e-008
   4.706642213936e-009             -2.356635891392e-008
   4.749822417733e-009             -2.345797670921e-008
   4.793002621531e-009             -2.348217370404e-008
   4.836182825328e-009             -2.349007722247e-008
   4.879363029126e-009             -2.359175192669e-008
   4.922543232923e-009             -2.347565569322e-008
   4.965723436721e-009             -2.344846485447e-008
   5.008903640519e-009             -2.335336429469e-008
   5.052083844316e-009             -2.349364992479e-008
   5.095264048114e-009             -2.339494084262e-008
   5.138444251911e-009             -2.344261021259e-008
   5.181624455709e-009             -2.325090325482e-008
   5.224804659506e-009             -2.329695917133e-008
   5.267984863304e-009             -2.313797779466e-008
   5.311165067102e-009             -2.320178960753e-008
   5.354345270899e-009             -2.303860534355e-008
   5.397525474697e-009             -2.307757989735e-008
   5.440705678494e-009             -2.296674409589e-008
   5.483885882292e-009             -2.335490610802e-008
   5.527066086089e-009             -2.328352881887e-008
   5.570246289887e-009             -2.350060832080e-008
   5.613426493685e-009             -2.351591837368e-008
   5.656606697482e-009             -2.361308827862e-008
   5.699786901280e-009             -2.345518770643e-008
   5.742967105077e-009             -2.353043464777e-008
   5.786147308875e-009             -2.344410581650e-008
   5.829327512672e-009             -2.358559258168e-008
   5.872507716470e-009             -2.347476965064e-008
   5.915687920268e-009             -2.330255764549e-008
   5.958868124065e-009             -2.307914217929e-008
   6.002048327863e-009             -2.313194126130e-008
   6.045228531660e-009             -2.306650064352e-008
   6.088408735458e-009             -2.320578222643e-008
   6.131588939255e-009             -2.322680100482e-008
   6.174769143053e-009             -2.330574113415e-008
   6.217949346851e-009             -2.324610135062e-008
   6.261129550648e-009             -2.345226798369e-008
   6.304309754446e-009             -2.345927507017e-008
   6.347489958243e-009             -2.357923087658e-008
   6.390670162041e-009             -2.342057467165e-008
   6.433850365839e-009             -2.344033587123e-008
   6.477030569636e-009             -2.338899409202e-008
   6.520210773434e-009             -2.354575493495e-008
   6.563390977231e-009             -2.341029710493e-008
   6.606571181029e-009             -2.339984524493e-008
   6.649751384826e-009             -2.321453596737e-008
   6.692931588624e-009             -2.328803377320e-008
   6.736111792422e-009             -2.318065561569e-008
   6.779291996219e-009             -2.334732279924e-008
   6.822472200017e-009             -2.338186140272e-008
   6.865652403814e-009             -2.347574795702e-008
   6.908832607612e-009             -2.341221014437e-008
   6.952012811409e-009             -2.362342477012e-008
   6.995193015207e-009             -2.355846562980e-008
   7.038373219005e-009             -2.367369365318e-008
   7.081553422802e-009             -2.357996076850e-008
   7.124733626600e-009             -2.360916218270e-008
   7.167913830397e-009             -2.350298500519e-008
   7.211094034195e-009             -2.356081409233e-008
   7.254274237992e-009             -2.347299229326e-008
