# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              1.000e-009 A
# Pre-amplifier range             0;3.33e-007
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      2.317e-001, 1.335e+001 [nm]
#                      end        4.200e+000, 1.237e+001 [nm]
# 
# 
#             Position                              I(r)
# --------------------             ---------------------
   0.000000000000e+000             -2.3524480143901e-008
   4.088784160890e-011             -2.3690722138659e-008
   8.177568321780e-011             -2.3633297771713e-008
   1.226635248267e-010             -2.3476649506117e-008
   1.635513664356e-010             -2.3517557567957e-008
   2.044392080445e-010             -2.3498623486176e-008
   2.453270496534e-010             -2.3505423095412e-008
   2.862148912623e-010             -2.3548917955000e-008
   3.271027328712e-010             -2.3534273752113e-008
   3.679905744801e-010             -2.3500925894339e-008
   4.088784160890e-010             -2.3652961745414e-008
   4.497662576979e-010             -2.3838880429220e-008
   4.906540993068e-010             -2.3546879312751e-008
   5.315419409157e-010             -2.3566538169300e-008
   5.724297825246e-010             -2.3674979298795e-008
   6.133176241335e-010             -2.3778695126301e-008
   6.542054657424e-010             -2.3434345547303e-008
   6.950933073513e-010             -2.3405876661136e-008
   7.359811489602e-010             -2.3476139806789e-008
   7.768689905691e-010             -2.3484801439005e-008
   8.177568321780e-010             -2.3362520119710e-008
   8.586446737869e-010             -2.3347373970755e-008
   8.995325153958e-010             -2.3384002543069e-008
   9.404203570047e-010             -2.3305210966211e-008
   9.813081986136e-010             -2.3419289026035e-008
   1.022196040223e-009             -2.3610296639737e-008
   1.063083881831e-009             -2.3700408131619e-008
   1.103971723440e-009             -2.3751414659864e-008
   1.144859565049e-009             -2.3695995441083e-008
   1.185747406658e-009             -2.3721140039387e-008
   1.226635248267e-009             -2.3484442773186e-008
   1.267523089876e-009             -2.3412445843477e-008
   1.308410931485e-009             -2.3447512133852e-008
   1.349298773094e-009             -2.3600726015289e-008
   1.390186614703e-009             -2.3686921490487e-008
   1.431074456312e-009             -2.3666566081037e-008
   1.471962297920e-009             -2.3514404782211e-008
   1.512850139529e-009             -2.3568776535533e-008
   1.553737981138e-009             -2.3399276775884e-008
   1.594625822747e-009             -2.3496436291461e-008
   1.635513664356e-009             -2.3619695917133e-008
   1.676401505965e-009             -2.3799716540805e-008
   1.717289347574e-009             -2.3566919784769e-008
   1.758177189183e-009             -2.3370592659213e-008
   1.799065030792e-009             -2.3509654049528e-008
   1.839952872401e-009             -2.3457087875452e-008
   1.880840714009e-009             -2.3412676270372e-008
   1.921728555618e-009             -2.3431909938129e-008
   1.962616397227e-009             -2.3517070973344e-008
   2.003504238836e-009             -2.3476334413621e-008
   2.044392080445e-009             -2.3357052210454e-008
   2.085279922054e-009             -2.3488891438850e-008
   2.126167763663e-009             -2.3451776271922e-008
   2.167055605272e-009             -2.3346977003830e-008
   2.207943446881e-009             -2.3325973576889e-008
   2.248831288490e-009             -2.3465531796120e-008
   2.289719130099e-009             -2.3383057420645e-008
   2.330606971707e-009             -2.3367936857449e-008
   2.371494813316e-009             -2.3346613375925e-008
   2.412382654925e-009             -2.3419972863589e-008
   2.453270496534e-009             -2.3288999364233e-008
   2.494158338143e-009             -2.3231695327885e-008
   2.535046179752e-009             -2.3358330257873e-008
   2.575934021361e-009             -2.3425950317108e-008
   2.616821862970e-009             -2.3352578114097e-008
   2.657709704579e-009             -2.3430647397231e-008
   2.698597546188e-009             -2.3613720789592e-008
   2.739485387796e-009             -2.3499906650747e-008
   2.780373229405e-009             -2.3266172525547e-008
   2.821261071014e-009             -2.3515211586472e-008
   2.862148912623e-009             -2.3656703468809e-008
   2.903036754232e-009             -2.3738967730931e-008
   2.943924595841e-009             -2.3736726883655e-008
   2.984812437450e-009             -2.3743984865636e-008
   3.025700279059e-009             -2.3577233171549e-008
   3.066588120668e-009             -2.3442784350820e-008
   3.107475962277e-009             -2.3499279101862e-008
   3.148363803885e-009             -2.3595660190110e-008
   3.189251645494e-009             -2.3643675200422e-008
   3.230139487103e-009             -2.3627496937462e-008
   3.271027328712e-009             -2.3588911752392e-008
   3.311915170321e-009             -2.3616138566267e-008
   3.352803011930e-009             -2.3413009195367e-008
   3.393690853539e-009             -2.3376150196157e-008
   3.434578695148e-009             -2.3523440276636e-008
   3.475466536757e-009             -2.3662849943401e-008
   3.516354378366e-009             -2.3643621392796e-008
   3.557242219974e-009             -2.3279805083037e-008
   3.598130061583e-009             -2.3372603079595e-008
   3.639017903192e-009             -2.3401917226194e-008
   3.679905744801e-009             -2.3328109600087e-008
   3.720793586410e-009             -2.3380603978973e-008
   3.761681428019e-009             -2.3363898029121e-008
   3.802569269628e-009             -2.3343283970910e-008
   3.843457111237e-009             -2.3268193180232e-008
   3.884344952846e-009             -2.3342705112500e-008
   3.925232794455e-009             -2.3350203910744e-008
   3.966120636063e-009             -2.3319086821008e-008
   4.007008477672e-009             -2.3306624695685e-008
   4.047896319281e-009             -2.3327466699747e-008
