# Atom Manipulation               
# 
# Sample                          Ag(111)
# Data set                        -
# Creation Comment                
# Gap voltage                     -1.000e-004 V
# Gap voltage range in Volt       -1;1
# Feedback loop enabled           No
# Regulator setpoint              9.901e-012 A
# Pre-amplifier range             0;3.29703e-009
# Loop gain                       7.000e+000 %
# Z-axis offset                   -7.000e-010 m
# Parameter mode                  V before Z
# Raster time                     1.000e-002 seconds
# Channel name and data unit      I(r) [A]
# Manipulation vector: start      7.177e+000, 1.789e+000 [nm]
#                      end        3.056e+000, -5.267e+000 [nm]
# 
# 
#             Position                                  I(r)
# --------------------             -------------------------
   0.000000000000e+000             -3.29699990435086880e-009
   8.171223815727e-011             -3.29702962313474620e-009
   1.634244763145e-010             -3.29702962313474620e-009
   2.451367144718e-010             -3.29702962313474620e-009
   3.268489526291e-010             -3.29702962313474620e-009
   4.085611907863e-010             -3.29702962313474620e-009
   4.902734289436e-010             -3.29702962313474620e-009
   5.719856671009e-010             -3.29702962313474620e-009
   6.536979052581e-010             -3.29702962313474620e-009
   7.354101434154e-010             -3.29702962313474620e-009
   8.171223815727e-010             -3.29702962313474620e-009
   8.988346197300e-010             -3.29702962313474620e-009
   9.805468578872e-010             -3.29702962313474620e-009
   1.062259096044e-009             -3.29702962313474620e-009
   1.143971334202e-009             -3.29702962313474620e-009
   1.225683572359e-009             -3.29702962313474620e-009
   1.307395810516e-009             -3.29702962313474620e-009
   1.389108048674e-009             -3.29702962313474620e-009
   1.470820286831e-009             -3.29702962313474620e-009
   1.552532524988e-009             -3.29702962313474620e-009
   1.634244763145e-009             -3.29702962313474620e-009
   1.715957001303e-009             -3.29702962313474620e-009
   1.797669239460e-009             -3.29702962313474620e-009
   1.879381477617e-009             -3.29702962313474620e-009
   1.961093715774e-009             -3.29702962313474620e-009
   2.042805953932e-009             -3.29702962313474620e-009
   2.124518192089e-009             -3.29702962313474620e-009
   2.206230430246e-009             -3.29702962313474620e-009
   2.287942668404e-009             -3.29702962313474620e-009
   2.369654906561e-009             -3.29702962313474620e-009
   2.451367144718e-009             -3.29702962313474620e-009
   2.533079382875e-009             -3.29702962313474620e-009
   2.614791621033e-009             -3.29702962313474620e-009
   2.696503859190e-009             -3.29702962313474620e-009
   2.778216097347e-009             -3.29702962313474620e-009
   2.859928335504e-009             -3.29702962313474620e-009
   2.941640573662e-009             -3.29702962313474620e-009
   3.023352811819e-009             -3.29702962313474620e-009
   3.105065049976e-009             -3.29702962313474620e-009
   3.186777288133e-009             -3.29702962313474620e-009
   3.268489526291e-009             -3.29702962313474620e-009
   3.350201764448e-009             -3.29702962313474620e-009
   3.431914002605e-009             -3.29702962313474620e-009
   3.513626240763e-009             -3.29702962313474620e-009
   3.595338478920e-009             -3.29702962313474620e-009
   3.677050717077e-009             -3.29702962313474620e-009
   3.758762955234e-009             -3.29702962313474620e-009
   3.840475193392e-009             -3.29702962313474620e-009
   3.922187431549e-009             -3.29702962313474620e-009
   4.003899669706e-009             -3.29702962313474620e-009
   4.085611907863e-009             -3.29702962313474620e-009
   4.167324146021e-009             -3.29702962313474620e-009
   4.249036384178e-009             -3.29702962313474620e-009
   4.330748622335e-009             -3.29702962313474620e-009
   4.412460860492e-009             -3.29702962313474620e-009
   4.494173098650e-009             -3.29702962313474620e-009
   4.575885336807e-009             -3.29702962313474620e-009
   4.657597574964e-009             -3.29702962313474620e-009
   4.739309813122e-009             -3.29702962313474620e-009
   4.821022051279e-009             -3.29702962313474620e-009
   4.902734289436e-009             -3.29702962313474620e-009
   4.984446527593e-009             -3.29702962313474620e-009
   5.066158765751e-009             -3.29702962313474620e-009
   5.147871003908e-009             -3.29702962313474620e-009
   5.229583242065e-009             -3.29702962313474620e-009
   5.311295480222e-009             -3.29702962313474620e-009
   5.393007718380e-009             -3.29702962313474620e-009
   5.474719956537e-009             -3.29702962313474620e-009
   5.556432194694e-009             -3.29702962313474620e-009
   5.638144432852e-009             -3.29702962313474620e-009
   5.719856671009e-009             -3.29702962313474620e-009
   5.801568909166e-009             -3.29702962313474620e-009
   5.883281147323e-009             -3.29702962313474620e-009
   5.964993385481e-009             -3.29702962313474620e-009
   6.046705623638e-009             -3.29702962313474620e-009
   6.128417861795e-009             -3.29702962313474620e-009
   6.210130099952e-009             -3.29702962313474620e-009
   6.291842338110e-009             -3.29702962313474620e-009
   6.373554576267e-009             -3.29702962313474620e-009
   6.455266814424e-009             -3.29702962313474620e-009
   6.536979052581e-009             -3.29702962313474620e-009
   6.618691290739e-009             -3.29702962313474620e-009
   6.700403528896e-009             -3.29702962313474620e-009
   6.782115767053e-009             -3.29702962313474620e-009
   6.863828005211e-009             -3.29702962313474620e-009
   6.945540243368e-009             -3.29702962313474620e-009
   7.027252481525e-009             -3.29702962313474620e-009
   7.108964719682e-009             -3.29702962313474620e-009
   7.190676957840e-009             -3.29702962313474620e-009
   7.272389195997e-009             -3.29702962313474620e-009
   7.354101434154e-009             -3.29702962313474620e-009
   7.435813672311e-009             -3.29702962313474620e-009
   7.517525910469e-009             -3.29702962313474620e-009
   7.599238148626e-009             -3.29702962313474620e-009
   7.680950386783e-009             -3.29702962313474620e-009
   7.762662624941e-009             -3.29702962313474620e-009
   7.844374863098e-009             -3.29702962313474620e-009
   7.926087101255e-009             -3.29702962313474620e-009
   8.007799339412e-009             -3.29702962313474620e-009
   8.089511577570e-009             -3.29702962313474620e-009
